"species","v1","v2","scientificName","kingdom","phylum","class","order","family","db","db_code","reported_name_fixed","reported_name","ID"
"Delphinium polycladon",1,1,"Delphinium polycladon","Plantae","Tracheophyta","Magnoliopsida","Ranunculales","Ranunculaceae","gbif","GBIF:3033723","Delphinium polycladon","Delphinium polycladon",4885
"Delphinium recurvatum",1,1,"Delphinium recurvatum","Plantae","Tracheophyta","Magnoliopsida","Ranunculales","Ranunculaceae","gbif","GBIF:3033753","Delphinium recurvatum","Delphinium recurvatum",4886
"Delphinium uliginosum",1,1,"Delphinium uliginosum","Plantae","Tracheophyta","Magnoliopsida","Ranunculales","Ranunculaceae","gbif","GBIF:3033749","Delphinium uliginosum","Delphinium uliginosum",4887
"Delphinium variegatum",1,1,"Delphinium variegatum","Plantae","Tracheophyta","Magnoliopsida","Ranunculales","Ranunculaceae","gbif","GBIF:3033704","Delphinium variegatum","Delphinium variegatum",4888
"Delphinium variegatum",1,1,"Delphinium variegatum","Plantae","Tracheophyta","Magnoliopsida","Ranunculales","Ranunculaceae","gbif","GBIF:3033704","Delphinium variegatum","Delphinium variegatum subsp. variegatum",4889
"Deltote bankiana",1,1,"Deltote bankiana","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","gbif","GBIF:1785286","Deltote bankiana","Deltote bankiana",4890
"Deltote deceptoria",1,1,"Deltote deceptoria","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","gbif","GBIF:4532888","Deltote deceptoria","Deltote deceptoria",4891
"Protodeltote pygarga",0,1,"Deltote pygarga","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","gbif","GBIF:4532890","Deltote pygarga","Deltote pygarga",4892
"Deltote uncula",1,1,"Deltote uncula","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","gbif","GBIF:4532886","Deltote uncula","Deltote uncula",4893
"Demetrias atricapillus",1,1,"Demetrias atricapillus","Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","gbif","GBIF:5757310","Demetrias atricapillus","Demetrias atricapillus",4894
"Demetrias imperialis",1,1,"Demetrias imperialis","Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","gbif","GBIF:5757304","Demetrias imperialis","Demetrias imperialis",4895
"Dendragapus fuliginosus",1,1,"Dendragapus fuliginosus","Animalia","Chordata","Aves","Galliformes","Phasianidae","gbif","GBIF:7340146","Dendragapus fuliginosus","Dendragapus fuliginosus",4896
"Dendrocitta cinerascens",0,1,"Dendrocitta cinerascens","Animalia","Chordata","Aves","Passeriformes","Corvidae","gbif","GBIF:6092817","Dendrocitta cinerascens","Dendrocitta cinerascens",4897
"Yungipicus canicapillus",0,1,"Yungipicus canicapillus","Animalia","Chordata","Aves","Piciformes","Picidae","gbif","GBIF:9045043","Dendrocopos canicapillus","Dendrocopos canicapillus",4898
"Dendrocopos leucotos",1,1,"Dendrocopos leucotos","Animalia","Chordata","Aves","Piciformes","Picidae","gbif","GBIF:2477927","Dendrocopos leucotos","Dendrocopos leucotos",4899
"Dendrocopos major",1,1,"Dendrocopos major","Animalia","Chordata","Aves","Piciformes","Picidae","gbif","GBIF:2477968","Dendrocopos major","Dendrocopos major",4900
"Dryobates minor",1,1,"Dryobates minor","Animalia","Chordata","Aves","Piciformes","Picidae","gbif","GBIF:9015784","Dendrocopos minor","Dendrocopos minor",4901
"Dendrocopos minor",1,1,"Dryobates minor","Animalia","Chordata","Aves","Piciformes","Picidae","gbif","GBIF:9015784","Dendrocopos minor","Dendrocopos minor",4902
"Dendrocopos syriacus",0,1,"Dendrocopos syriacus","Animalia","Chordata","Aves","Piciformes","Picidae","gbif","GBIF:2478031","Dendrocopos syriacus","Dendrocopos syriacus",4903
"Dendrocopos major",1,0,"Dendrocopus major","Animalia","Chordata","Aves",NA,NA,"gbif","GBIF:7840991","Dendrocopus major","Dendrocopus major",4904
"Dendroctonus ponderosae",0,1,"Dendroctonus ponderosae","Animalia","Arthropoda","Insecta","Coleoptera","Curculionidae","gbif","GBIF:1228026","Dendroctonus ponderosae","Dendroctonus ponderosae",4905
"Dendrocygna autumnalis",1,1,"Dendrocygna autumnalis","Animalia","Chordata","Aves","Anseriformes","Anatidae","gbif","GBIF:2498393","Dendrocygna autumnalis","Dendrocygna autumnalis",4906
"Setophaga caerulescens",1,0,"Setophaga caerulescens","Animalia","Chordata","Aves","Passeriformes","Parulidae","gbif","GBIF:7341828","Dendroica caerulescens","Dendroica caerulescens",4907
"Setophaga castanea",1,1,"Setophaga castanea","Animalia","Chordata","Aves","Passeriformes","Parulidae","gbif","GBIF:6093202","Dendroica castanea","Dendroica castanea",4908
"Setophaga cerulea",1,1,"Setophaga cerulea","Animalia","Chordata","Aves","Passeriformes","Parulidae","gbif","GBIF:6093350","Dendroica cerulea","Dendroica cerulea",4909
"Setophaga coronata",1,1,"Setophaga coronata","Animalia","Chordata","Aves","Passeriformes","Parulidae","gbif","GBIF:7341805","Dendroica coronata","Dendroica coronata",4910
"Setophaga discolor",1,1,"Setophaga discolor","Animalia","Chordata","Aves","Passeriformes","Parulidae","gbif","GBIF:7341789","Dendroica discolor","Dendroica discolor",4911
"Setophaga dominica",1,1,"Setophaga dominica","Animalia","Chordata","Aves","Passeriformes","Parulidae","gbif","GBIF:7341800","Dendroica dominica","Dendroica dominica",4912
"Setophaga fusca",1,0,"Setophaga fusca","Animalia","Chordata","Aves","Passeriformes","Parulidae","gbif","GBIF:6093199","Dendroica fusca","Dendroica fusca",4913
"Setophaga magnolia",1,1,"Setophaga magnolia","Animalia","Chordata","Aves","Passeriformes","Parulidae","gbif","GBIF:6093209","Dendroica magnolia","Dendroica magnolia",4914
"Setophaga nigrescens",1,0,"Setophaga nigrescens","Animalia","Chordata","Aves","Passeriformes","Parulidae","gbif","GBIF:7341770","Dendroica nigrescens","Dendroica nigrescens",4915
"Setophaga occidentalis",1,0,"Setophaga occidentalis","Animalia","Chordata","Aves","Passeriformes","Parulidae","gbif","GBIF:6092644","Dendroica occidentalis","Dendroica occidentalis",4916
"Setophaga palmarum",1,0,"Setophaga palmarum","Animalia","Chordata","Aves","Passeriformes","Parulidae","gbif","GBIF:7341822","Dendroica palmarum","Dendroica palmarum",4917
"Setophaga pensylvanica",1,0,"Setophaga pensylvanica","Animalia","Chordata","Aves","Passeriformes","Parulidae","gbif","GBIF:6092942","Dendroica pensylvanica","Dendroica pensylvanica",4918
"Setophaga petechia",1,1,"Setophaga petechia","Animalia","Chordata","Aves","Passeriformes","Parulidae","gbif","GBIF:7341834","Dendroica petechia","Dendroica petechia",4919
"Setophaga pinus",1,0,"Setophaga pinus","Animalia","Chordata","Aves","Passeriformes","Parulidae","gbif","GBIF:7341816","Dendroica pinus","Dendroica pinus",4920
"Setophaga striata",1,0,"Setophaga striata","Animalia","Chordata","Aves","Passeriformes","Parulidae","gbif","GBIF:6092935","Dendroica striata","Dendroica striata",4921
"Setophaga tigrina",1,1,"Setophaga tigrina","Animalia","Chordata","Aves","Passeriformes","Parulidae","gbif","GBIF:6093357","Dendroica tigrina","Dendroica tigrina",4922
"Setophaga townsendi",1,0,"Setophaga townsendi","Animalia","Chordata","Aves","Passeriformes","Parulidae","gbif","GBIF:6092651","Dendroica townsendi","Dendroica townsendi",4923
"Setophaga virens",1,0,"Setophaga virens","Animalia","Chordata","Aves","Passeriformes","Parulidae","gbif","GBIF:6092631","Dendroica virens","Dendroica virens",4924
"Dendromecon rigida",1,1,"Dendromecon rigida","Plantae","Tracheophyta","Magnoliopsida","Ranunculales","Papaveraceae","gbif","GBIF:2888424","Dendromecon rigida","Dendromecon rigida",4925
"Dendropanax sp.",1,0,"Dendropanax sp.","Plantae","Tracheophyta","Magnoliopsida","Apiales","Araliaceae","Bioshifts_v1",NA,"Dendropanax sp.","Dendropanax sp.",4926
"Dendroperdix sephaena",0,1,"Francolinus sephaena","Animalia","Chordata","Aves","Galliformes","Phasianidae","gbif","GBIF:5227926","Dendroperdix sephaena","Dendroperdix sephaena",4927
"Dendropicos griseocephalus",0,1,"Dendropicos griseocephalus","Animalia","Chordata","Aves","Piciformes","Picidae","gbif","GBIF:2478411","Dendropicos griseocephalus","Dendropicos griseocephalus",4928
"Chloropicus namaquus",0,1,"Chloropicus namaquus","Animalia","Chordata","Aves","Piciformes","Picidae","gbif","GBIF:8818908","Dendropicos namaquus","Dendropicos namaquus",4929
"Cardamine bulbifera",1,0,"Cardamine bulbifera","Plantae","Tracheophyta","Magnoliopsida","Brassicales","Brassicaceae","gbif","GBIF:3045931","Dentaria bulbifera","Dentaria bulbifera",4930
"Cardamine diphylla",1,0,"Cardamine diphylla","Plantae","Tracheophyta","Magnoliopsida","Brassicales","Brassicaceae","gbif","GBIF:3045717","Dentaria diphylla","Dentaria diphylla",4931
"Cardamine enneaphyllos",1,0,"Cardamine enneaphyllos","Plantae","Tracheophyta","Magnoliopsida","Brassicales","Brassicaceae","gbif","GBIF:3046224","Dentaria enneaphyllos","Dentaria enneaphyllos",4932
"Cardamine heptaphylla",1,0,"Cardamine heptaphylla","Plantae","Tracheophyta","Magnoliopsida","Brassicales","Brassicaceae","gbif","GBIF:3045634","Dentaria heptaphylla","Dentaria heptaphylla",4933
"Cardamine pentaphyllos",1,0,"Cardamine pentaphyllos","Plantae","Tracheophyta","Magnoliopsida","Brassicales","Brassicaceae","gbif","GBIF:3045840","Dentaria pentaphyllos","Dentaria pentaphyllos",4934
"Dentex macrophthalmus",0,1,"Dentex macrophthalmus","Animalia","Chordata","Actinopterygii","Perciformes","Sparidae","gbif","GBIF:2392672","Dentex macrophtalmus","Dentex macrophtalmus",4935
"Dentex macrophthalmus",1,0,"Dentex macropthalmus","Animalia","Chordata","Actinopterygii","Perciformes","Sparidae","gbif","GBIF:9634935","Dentex macropthalmus","Dentex macropthalmus",4936
"Dentex tumifrons",1,0,"Dentex tumifrons","Animalia","Chordata","Actinopterygii","Perciformes","Sparidae","gbif","GBIF:2392623","Dentex tumifrons","Dentex tumifrons",4937
"Chortodes pygminus",0,1,"Denticucullus pygmina","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","gbif","GBIF:4534408","Denticucullus pygmina","Denticucullus pygmina",4938
"Deparia acrostichoides",1,1,"Deparia acrostichoides","Plantae","Tracheophyta","Polypodiopsida","Polypodiales","Athyriaceae","gbif","GBIF:2650986","Deparia acrostichoides","Deparia acrostichoides",4939
"Dercylus cordicollis",1,1,"Dercylus cordicollis","Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","gbif","GBIF:8128397","Dercylus cordicollis","Dercylus cordicollis",4940
"Derichthys serpentinus",0,1,"Derichthys serpentinus","Animalia","Chordata","Actinopterygii","Anguilliformes","Derichthyidae","gbif","GBIF:2405400","Derichthys serpentinus","Derichthys serpentinus",4941
"Deschampsia cespitosa",1,0,"Deschampsia cespitosa","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","gbif","GBIF:8059811","Deschampsia caespitosa","Deschampsia caespitosa",4942
"Deschampsia cespitosa",1,1,"Deschampsia cespitosa","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","gbif","GBIF:8059811","Deschampsia cespitosa","Deschampsia cespitosa",4943
"Deschampsia cespitosa",1,1,"Deschampsia cespitosa","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","gbif","GBIF:8059811","Deschampsia cespitosa","Deschampsia cespitosa subsp. cespitosa",4944
"Deschampsia cespitosa",1,1,"Deschampsia cespitosa","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","gbif","GBIF:8059811","Deschampsia cespitosa","Deschampsia cespitosa subsp. holciformis",4945
"Deschampsia danthonioides",1,1,"Deschampsia danthonioides","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","gbif","GBIF:2703174","Deschampsia danthonioides","Deschampsia danthonioides",4946
"Deschampsia elongata",1,1,"Deschampsia elongata","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","gbif","GBIF:2703190","Deschampsia elongata","Deschampsia elongata",4947
"Avenella flexuosa",1,1,"Deschampsia flexuosa","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","gbif","GBIF:10836644","Deschampsia flexuosa","Deschampsia flexuosa",4948
"Deschampsia nubigena",1,1,"Deschampsia nubigena","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","gbif","GBIF:2703184","Deschampsia nubigena","Deschampsia nubigena",4949
"Deschampsia setacea",1,1,"Deschampsia setacea","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","gbif","GBIF:4142609","Deschampsia setacea","Deschampsia setacea",4950
"Descurainia californica",1,1,"Descurainia californica","Plantae","Tracheophyta","Magnoliopsida","Brassicales","Brassicaceae","gbif","GBIF:3044229","Descurainia californica","Descurainia californica",4951
"Descurainia incana",1,1,"Descurainia incana","Plantae","Tracheophyta","Magnoliopsida","Brassicales","Brassicaceae","gbif","GBIF:3044285","Descurainia incana","Descurainia incana",4952
"Descurainia incisa",1,1,"Descurainia incisa","Plantae","Tracheophyta","Magnoliopsida","Brassicales","Brassicaceae","gbif","GBIF:3044201","Descurainia incisa","Descurainia incisa subsp. incisa",4953
"Descurainia longipedicellata",1,1,"Descurainia longipedicellata","Plantae","Tracheophyta","Magnoliopsida","Brassicales","Brassicaceae","gbif","GBIF:3044255","Descurainia longipedicellata","Descurainia longipedicellata",4954
"Descurainia pinnata",1,1,"Descurainia pinnata","Plantae","Tracheophyta","Magnoliopsida","Brassicales","Brassicaceae","gbif","GBIF:3044133","Descurainia pinnata","Descurainia pinnata",4955
"Descurainia pinnata",1,1,"Descurainia pinnata","Plantae","Tracheophyta","Magnoliopsida","Brassicales","Brassicaceae","gbif","GBIF:3044133","Descurainia pinnata","Descurainia pinnata subsp. glabra",4956
"Descurainia sophia",1,1,"Descurainia sophia","Plantae","Tracheophyta","Magnoliopsida","Brassicales","Brassicaceae","gbif","GBIF:3044318","Descurainia sophia","Descurainia sophia",4957
"Desmarestia aculeata",1,0,"Desmarestia aculeata","Chromista","Ochrophyta","Phaeophyceae","Desmarestiales","Desmarestiaceae","gbif","GBIF:5423373","Desmarestia aculeata","Desmarestia aculeata",4958
"Desmarestia ligulata",1,0,"Desmarestia ligulata","Chromista","Ochrophyta","Phaeophyceae","Desmarestiales","Desmarestiaceae","gbif","GBIF:5423338","Desmarestia ligulata","Desmarestia ligulata",4959
"Catapodium rigidum",1,1,"Catapodium rigidum","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","gbif","GBIF:2705228","Desmazeria rigida","Desmazeria rigida",4960
"Hylodesmum glutinosum",1,1,"Hylodesmum glutinosum","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","gbif","GBIF:3913203","Desmodium glutinosum","Desmodium glutinosum",4961
"Desmognathus organi",1,1,"Desmognathus organi","Animalia","Chordata","Amphibia","Caudata","Plethodontidae","gbif","GBIF:10606278","Desmognathus organi","Desmognathus organi",4962
"Detarium microcarpum",1,0,"Detarium microcarpum","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","gbif","GBIF:2961176","Detarium microcarpum","Detarium microcarpum",4963
"Detarium senegalense",1,0,"Detarium senegalense","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","gbif","GBIF:2961177","Detarium senegalensis","Detarium senegalensis",4964
"Deutzia pulchra",1,1,"Deutzia pulchra","Plantae","Tracheophyta","Magnoliopsida","Cornales","Hydrangeaceae","gbif","GBIF:7318985","Deutzia pulchra","Deutzia pulchra",4965
"Deverra tortuosa",0,1,"Deverra tortuosa","Plantae","Tracheophyta","Magnoliopsida","Apiales","Apiaceae","gbif","GBIF:6027143","Deverra tortuosa","Deverra tortuosa",4966
"Microeca papuana",0,1,"Microeca papuana","Animalia","Chordata","Aves","Passeriformes","Petroicidae","gbif","GBIF:2489294","Devioeca papuana","Devioeca papuana",4967
"Diachrysia chrysitis",1,1,"Diachrysia chrysitis","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","gbif","GBIF:1785888","Diachrysia chrysitis","Diachrysia chrysitis",4968
"Diachrysia stenochrysis",1,1,"Diachrysia stenochrysis","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","gbif","GBIF:1785895","Diachrysia tutti","Diachrysia tutti",4969
"Diacrisia sannio",1,1,"Diacrisia sannio","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","gbif","GBIF:4532544","Diacrisia sannio","Diacrisia sannio",4970
"Diaea dorsata",0,1,"Diaea dorsata","Animalia","Arthropoda","Arachnida","Araneae","Thomisidae","gbif","GBIF:2165401","Diaea dorsata","Diaea dorsata",4971
"Diaethria anna",0,1,"Diaethria anna","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","gbif","GBIF:1909064","Diaethria anna","Diaethria anna",4972
"Dialium guineense",1,0,"Dialium guineense","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","gbif","GBIF:2971007","Dialium guineense","Dialium guineense",4973
"Dianella sandwicensis",1,0,"Dianella sandwicensis","Plantae","Tracheophyta","Liliopsida","Asparagales","Asphodelaceae","gbif","GBIF:5305337","Dianella sandwicensis","Dianella sandwicensis",4974
"Dianthus carthusianorum",1,0,"Dianthus carthusianorum","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Caryophyllaceae","gbif","GBIF:8400876","Dianthus carthusianorum","Dianthus carthusianorum",4975
"Dianthus deltoides",1,1,"Dianthus deltoides","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Caryophyllaceae","gbif","GBIF:3085424","Dianthus deltoides","Dianthus deltoides",4976
"Dianthus monspessulanus",1,0,"Dianthus monspessulanus","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Caryophyllaceae","gbif","GBIF:7267387","Dianthus monspessulanus","Dianthus monspessulanus monspessulanus",4977
"Dianthus pygmaeus",1,1,"Dianthus pygmaeus","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Caryophyllaceae","gbif","GBIF:7267196","Dianthus pygmaeus","Dianthus pygmaeus",4978
"Dianthus seguieri",1,0,"Dianthus seguieri","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Caryophyllaceae","gbif","GBIF:3085423","Dianthus seguieri","Dianthus seguieri",4979
"Dianthus sylvestris",1,1,"Dianthus sylvestris","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Caryophyllaceae","gbif","GBIF:3085419","Dianthus sylvestris","Dianthus sylvestris",4980
"Dianthus sylvestris",1,0,"Dianthus sylvestris","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Caryophyllaceae","gbif","GBIF:3085419","Dianthus sylvestris","Dianthus sylvestris sylvestris",4981
"Diapensia lapponica",1,1,"Diapensia lapponica","Plantae","Tracheophyta","Magnoliopsida","Ericales","Diapensiaceae","gbif","GBIF:5333323","Diapensia lapponica","Diapensia lapponica",4982
"Diaphora mendica",1,1,"Diaphora mendica","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","gbif","GBIF:6097214","Diaphora mendica","Diaphora mendica",4983
"Diaphus theta",1,1,"Diaphus theta","Animalia","Chordata","Actinopterygii","Myctophiformes","Myctophidae","gbif","GBIF:2406199","Diaphus theta","Diaphus theta",4984
"Diarsia brunnea",1,1,"Diarsia brunnea","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","gbif","GBIF:4533431","Diarsia brunnea","Diarsia brunnea",4985
"Diarsia dahlii",1,1,"Diarsia dahlii","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","gbif","GBIF:4533444","Diarsia dahlii","Diarsia dahlii",4986
"Diarsia florida",1,1,"Diarsia florida","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","gbif","GBIF:4533442","Diarsia florida","Diarsia florida",4987
"Diarsia mendica",1,1,"Diarsia mendica","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","gbif","GBIF:4533433","Diarsia mendica","Diarsia mendica",4988
"Diarsia rubi",1,1,"Diarsia rubi","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","gbif","GBIF:4533446","Diarsia rubi","Diarsia rubi",4989
"Diastylis bradyi",1,1,"Diastylis bradyi","Animalia","Arthropoda","Malacostraca","Cumacea","Diastylidae","gbif","GBIF:2214508","Diastylis bradyi","Diastylis bradyi",4990
"Dibranchus atlanticus",0,1,"Dibranchus atlanticus","Animalia","Chordata","Actinopterygii","Lophiiformes","Ogcocephalidae","gbif","GBIF:2414913","Dibranchus atlanticus","Dibranchus atlanticus",4991
"Dicaeum chrysorrheum",0,1,"Dicaeum chrysorrheum","Animalia","Chordata","Aves","Passeriformes","Dicaeidae","gbif","GBIF:2484696","Dicaeum chrysorrheum","Dicaeum chrysorrheum",4992
"Dicaeum geelvinkianum",1,1,"Dicaeum geelvinkianum","Animalia","Chordata","Aves","Passeriformes","Dicaeidae","gbif","GBIF:2484714","Dicaeum geelvinkianum","Dicaeum geelvinkianum",4993
"Dicaeum monticolum",0,1,"Dicaeum monticolum","Animalia","Chordata","Aves","Passeriformes","Dicaeidae","gbif","GBIF:2484692","Dicaeum monticolum","Dicaeum monticolum",4994
"Dicaeum trigonostigma",0,1,"Dicaeum trigonostigma","Animalia","Chordata","Aves","Passeriformes","Dicaeidae","gbif","GBIF:2484724","Dicaeum trigonostigma","Dicaeum trigonostigma",4995
"Dicallomera fascelina",1,1,"Dicallomera fascelina","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","gbif","GBIF:4532297","Dicallomera fascelina","Dicallomera fascelina",4996
"Dicathais orbita",1,1,"Dicathais orbita","Animalia","Mollusca","Gastropoda","Neogastropoda","Muricidae","gbif","GBIF:2304401","Dicathais orbita","Dicathais orbita",4997
"Dicentra formosa",1,1,"Dicentra formosa","Plantae","Tracheophyta","Magnoliopsida","Ranunculales","Papaveraceae","gbif","GBIF:2888553","Dicentra formosa","Dicentra formosa",4998
"Dicentra pauciflora",1,1,"Dicentra pauciflora","Plantae","Tracheophyta","Magnoliopsida","Ranunculales","Papaveraceae","gbif","GBIF:2888543","Dicentra pauciflora","Dicentra pauciflora",4999
"Dicentra uniflora",1,1,"Dicentra uniflora","Plantae","Tracheophyta","Magnoliopsida","Ranunculales","Papaveraceae","gbif","GBIF:2888552","Dicentra uniflora","Dicentra uniflora",5000
"Dicentrarchus labrax",1,1,"Dicentrarchus labrax","Animalia","Chordata","Actinopterygii","Perciformes","Moronidae","gbif","GBIF:2394622","Dicentrarchus labrax","Dicentrarchus labrax",5001
"Dicheirotrichus gustavii",1,1,"Dicheirotrichus gustavii","Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","gbif","GBIF:4308789","Dicheirotrichus gustavii","Dicheirotrichus gustavii",5002
"Dicheirotrichus placidus",1,0,"Dicheirotrichus placidus","Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","gbif","GBIF:4475761","Dicheirotrichus placidus","Dicheirotrichus placidus",5003
"Dichelostemma capitatum",1,1,"Dichelostemma capitatum","Plantae","Tracheophyta","Liliopsida","Asparagales","Asparagaceae","gbif","GBIF:2772253","Dichelostemma capitatum","Dichelostemma capitatum",5004
"Dichelostemma capitatum",1,1,"Dichelostemma capitatum","Plantae","Tracheophyta","Liliopsida","Asparagales","Asparagaceae","gbif","GBIF:2772253","Dichelostemma capitatum","Dichelostemma capitatum subsp. capitatum",5005
"Dichelostemma congestum",1,1,"Dichelostemma congestum","Plantae","Tracheophyta","Liliopsida","Asparagales","Asparagaceae","gbif","GBIF:2772247","Dichelostemma congestum","Dichelostemma congestum",5006
"Dichelostemma ida-maia",1,1,"Dichelostemma ida-maia","Plantae","Tracheophyta","Liliopsida","Asparagales","Asparagaceae","gbif","GBIF:2772280","Dichelostemma ida-maia","Dichelostemma ida-maia",5007
"Dichelostemma multiflorum",1,1,"Dichelostemma multiflorum","Plantae","Tracheophyta","Liliopsida","Asparagales","Asparagaceae","gbif","GBIF:2772274","Dichelostemma multiflorum","Dichelostemma multiflorum",5008
"Dichelostemma volubile",1,1,"Dichelostemma volubile","Plantae","Tracheophyta","Liliopsida","Asparagales","Asparagaceae","gbif","GBIF:2772285","Dichelostemma volubile","Dichelostemma volubile",5009
"Dichodontium pellucidum",1,0,"Dichodontium pellucidum","Plantae","Bryophyta","Bryopsida","Dicranales","Dicranaceae","gbif","GBIF:2675400","Dichodontium pellucidum","Dichodontium pellucidum",5010
"Dichondra micrantha",1,0,"Dichondra micrantha","Plantae","Tracheophyta","Magnoliopsida","Solanales","Convolvulaceae","gbif","GBIF:2928666","Dichondra micrantha","Dichondra micrantha",5011
"Dichondra occidentalis",1,1,"Dichondra occidentalis","Plantae","Tracheophyta","Magnoliopsida","Solanales","Convolvulaceae","gbif","GBIF:2928660","Dichondra occidentalis","Dichondra occidentalis",5012
"Dichonia aprilina",1,1,"Dichonia aprilina","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","gbif","GBIF:1775152","Dichonia aprilina","Dichonia aprilina",5013
"Dichorragia nesimachus",1,1,"Dichorragia nesimachus","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","gbif","GBIF:1905079","Dichorragia nesimachus","Dichorragia nesimachus",5014
"Dichrostachys cinerea",1,0,"Dichrostachys cinerea","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","gbif","GBIF:2975891","Dichrostachys cinerea","Dichrostachys cinerea",5015
"Dicologlossa cuneata",1,1,"Dicologlossa cuneata","Animalia","Chordata","Actinopterygii","Pleuronectiformes","Soleidae","gbif","GBIF:2410042","Dicologoglosa cuneata","Dicologoglosa cuneata",5016
"Dicologlossa cuneata",0,1,"Dicologlossa cuneata","Animalia","Chordata","Actinopterygii","Pleuronectiformes","Soleidae","gbif","GBIF:2410042","Dicologoglossa cuneata","Dicologoglossa cuneata",5017
"Dicoria canescens",1,1,"Dicoria canescens","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:3098901","Dicoria canescens","Dicoria canescens",5018
"Dicranella cerviculata",1,0,"Dicranella cerviculata","Plantae","Bryophyta","Bryopsida","Dicranales","Dicranaceae","gbif","GBIF:5282102","Dicranella cerviculata","Dicranella cerviculata",5019
"Dicranella heteromalla",1,1,"Dicranella heteromalla","Plantae","Bryophyta","Bryopsida","Dicranales","Dicranaceae","gbif","GBIF:5281431","Dicranella heteromalla","Dicranella heteromalla",5020
"Dicranella palustris",1,0,"Dichodontium palustre","Plantae","Bryophyta","Bryopsida","Dicranales","Dicranaceae","gbif","GBIF:8397404","Dicranella palustris","Dicranella palustris",5021
"Dicranella rufescens",1,0,"Dicranella rufescens","Plantae","Bryophyta","Bryopsida","Dicranales","Dicranaceae","gbif","GBIF:5710583","Dicranella rufescens","Dicranella rufescens",5022
"Dicranella schreberiana",1,0,"Dicranella schreberiana","Plantae","Bryophyta","Bryopsida","Dicranales","Dicranaceae","gbif","GBIF:7726550","Dicranella schreberiana","Dicranella schreberiana",5023
"Dicranella staphylina",1,0,"Dicranella staphylina","Plantae","Bryophyta","Bryopsida","Dicranales","Dicranaceae","gbif","GBIF:5838487","Dicranella staphylina","Dicranella staphylina",5024
"Dicranella varia",1,0,"Dicranella varia","Plantae","Bryophyta","Bryopsida","Dicranales","Dicranaceae","gbif","GBIF:7599461","Dicranella varia","Dicranella varia",5025
"Dicranema revolutum",1,0,"Dicranema revolutum","Plantae","Rhodophyta","Florideophyceae","Gigartinales","Dicranemataceae","gbif","GBIF:2666448","Dicranema revolutum","Dicranema revolutum",5026
"Dicranodontium denudatum",1,0,"Dicranodontium denudatum","Plantae","Bryophyta","Bryopsida","Dicranales","Dicranaceae","gbif","GBIF:2675239","Dicranodontium denudatum","Dicranodontium denudatum",5027
