"species","v1","v2","scientificName","kingdom","phylum","class","order","family","db","db_code","reported_name_fixed","reported_name","ID"
"Lepidothrix coronata",1,1,"Lepidothrix coronata","Animalia","Chordata","Aves","Passeriformes","Pipridae","gbif","GBIF:5230528","Lepidothrix coronata","Lepidothrix coronata",8631
"Lepidotrigla microptera",1,0,"Lepidotrigla microptera","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Triglidae","gbif","GBIF:2336729","Lepidotrigla microptera","Lepidotrigla microptera",8632
"Lepomis cyanellus",0,1,"Lepomis cyanellus","Animalia","Chordata","Actinopterygii","Perciformes","Centrarchidae","gbif","GBIF:2394494","Lepomis cyanellus","Lepomis cyanellus",8633
"Lepomis gibbosus",1,1,"Lepomis gibbosus","Animalia","Chordata","Actinopterygii","Perciformes","Centrarchidae","gbif","GBIF:2394486","Lepomis gibbosus","Lepomis gibbosus",8634
"Lepomis humilis",0,1,"Lepomis humilis","Animalia","Chordata","Actinopterygii","Perciformes","Centrarchidae","gbif","GBIF:2394483","Lepomis humilis","Lepomis humilis",8635
"Lepomis macrochirus",1,1,"Lepomis macrochirus","Animalia","Chordata","Actinopterygii","Perciformes","Centrarchidae","gbif","GBIF:2394503","Lepomis macrochirus","Lepomis macrochirus",8636
"Lepophidium brevibarbe",1,1,"Lepophidium brevibarbe","Animalia","Chordata","Actinopterygii","Ophidiiformes","Ophidiidae","gbif","GBIF:2345601","Lepophidium brevibarbe","Lepophidium brevibarbe",8637
"Haustrum vinosum",1,0,"Bedeva vinosa","Animalia","Mollusca","Gastropoda","Neogastropoda","Muricidae","gbif","GBIF:7552712","Lepsiella vinosa","Lepsiella vinosa",8638
"Leptadenia pyrotechnica",1,0,"Leptadenia pyrotechnica","Plantae","Tracheophyta","Magnoliopsida","Gentianales","Apocynaceae","gbif","GBIF:3580180","Leptadenia pyrotechnica","Leptadenia pyrotechnica",8639
"Leptagonus decagonus",1,1,"Leptagonus decagonus","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Agonidae","gbif","GBIF:2337186","Leptagonus decagonus","Leptagonus decagonus",8640
"Sarritor frenatus",1,1,"Sarritor frenatus","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Agonidae","gbif","GBIF:5201627","Leptagonus frenatus","Leptagonus frenatus",8641
"Leptarthrus brevirostris",1,1,"Leptarthrus brevirostris","Animalia","Arthropoda","Insecta","Diptera","Asilidae","gbif","GBIF:1664505","Leptarthrus brevirostris","Leptarthrus brevirostris",8642
"Leptasterias hexactis",0,1,"Leptasterias hexactis","Animalia","Echinodermata","Asteroidea","Forcipulatida","Asteriidae","gbif","GBIF:2273926","Leptasterias hexactis","Leptasterias hexactis",8643
"Leptecophylla tameiameiae",1,1,"Leptecophylla tameiameiae","Plantae","Tracheophyta","Magnoliopsida","Ericales","Ericaceae","gbif","GBIF:4010523","Leptecophylla tameiameiae","Leptecophylla tameiameiae",8644
"Tenuiphantes alacris",1,1,"Tenuiphantes alacris","Animalia","Arthropoda","Arachnida","Araneae","Linyphiidae","gbif","GBIF:2135986","Lepthyphantes alacris","Lepthyphantes alacris",8645
"Oryphantes angulatus",1,0,"Oryphantes angulatus","Animalia","Arthropoda","Arachnida","Araneae","Linyphiidae","gbif","GBIF:2134341","Lepthyphantes angulatus","Lepthyphantes angulatus",8646
"Tenuiphantes cristatus",1,1,"Tenuiphantes cristatus","Animalia","Arthropoda","Arachnida","Araneae","Linyphiidae","gbif","GBIF:2135963","Lepthyphantes cristatus","Lepthyphantes cristatus",8647
"Palliduphantes ericaeus",1,1,"Palliduphantes ericaeus","Animalia","Arthropoda","Arachnida","Araneae","Linyphiidae","gbif","GBIF:2135753","Lepthyphantes ericaeus","Lepthyphantes ericaeus",8648
"Tenuiphantes flavipes",1,1,"Tenuiphantes flavipes","Animalia","Arthropoda","Arachnida","Araneae","Linyphiidae","gbif","GBIF:2135962","Lepthyphantes flavipes","Lepthyphantes flavipes",8649
"Lepthyphantes leprosus",1,0,"Lepthyphantes leprosus","Animalia","Arthropoda","Arachnida","Araneae","Linyphiidae","gbif","GBIF:2136895","Lepthyphantes leprosus","Lepthyphantes leprosus",8650
"Lepthyphantes mengei",1,0,"Tenuiphantes mengei","Animalia","Arthropoda","Arachnida","Araneae","Linyphiidae","gbif","GBIF:2135969","Lepthyphantes mengei","Lepthyphantes mengei",8651
"Lepthyphantes minutus",1,1,"Lepthyphantes minutus","Animalia","Arthropoda","Arachnida","Araneae","Linyphiidae","gbif","GBIF:2136937","Lepthyphantes minutus","Lepthyphantes minutus",8652
"Lepthyphantes obscurus",1,1,"Lepthyphantes obscurus","Animalia","Arthropoda","Arachnida","Araneae","Linyphiidae","gbif","GBIF:6098888","Lepthyphantes obscurus","Lepthyphantes obscurus",8653
"Palliduphantes pallidus",1,1,"Palliduphantes pallidus","Animalia","Arthropoda","Arachnida","Araneae","Linyphiidae","gbif","GBIF:2135758","Lepthyphantes pallidus","Lepthyphantes pallidus",8654
"Tenuiphantes tenebricola",1,0,"Tenuiphantes tenebricola","Animalia","Arthropoda","Arachnida","Araneae","Linyphiidae","gbif","GBIF:2135968","Lepthyphantes tenebricola","Lepthyphantes tenebricola",8655
"Tenuiphantes tenuis",1,1,"Tenuiphantes tenuis","Animalia","Arthropoda","Arachnida","Araneae","Linyphiidae","gbif","GBIF:2135959","Lepthyphantes tenuis","Lepthyphantes tenuis",8656
"Tenuiphantes zimmermanni",1,1,"Tenuiphantes zimmermanni","Animalia","Arthropoda","Arachnida","Araneae","Linyphiidae","gbif","GBIF:2135973","Lepthyphantes zimmermanni","Lepthyphantes zimmermanni",8657
"Lepthyphantes zimmermanni",1,1,"Tenuiphantes zimmermanni","Animalia","Arthropoda","Arachnida","Araneae","Linyphiidae","gbif","GBIF:2135973","Lepthyphantes zimmermanni","Lepthyphantes zimmermanni",8658
"Leptidea amurensis",1,1,"Leptidea amurensis","Animalia","Arthropoda","Insecta","Lepidoptera","Pieridae","gbif","GBIF:5137912","Leptidea amurensis","Leptidea amurensis",8659
"Leptidea juvernica",0,1,"Leptidea juvernica","Animalia","Arthropoda","Insecta","Lepidoptera","Pieridae","gbif","GBIF:5804895","Leptidea juvernica","Leptidea juvernica",8660
"Leptidea morsei",1,1,"Leptidea morsei","Animalia","Arthropoda","Insecta","Lepidoptera","Pieridae","gbif","GBIF:5137908","Leptidea morsei","Leptidea morsei",8661
"Leptidea sinapis",1,1,"Leptidea sinapis","Animalia","Arthropoda","Insecta","Lepidoptera","Pieridae","gbif","GBIF:5137903","Leptidea sinapis","Leptidea sinapis",8662
"Leptinella plumosa",0,1,"Leptinella plumosa","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:3097543","Leptinella plumosa","Leptinella plumosa",8663
"Leptobryum pyriforme",1,0,"Leptobryum pyriforme","Plantae","Bryophyta","Bryopsida","Bryales","Bryaceae","gbif","GBIF:2677444","Leptobryum pyriforme","Leptobryum pyriforme",8664
"Diplachne fusca",1,1,"Leptochloa fusca","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","gbif","GBIF:10886320","Leptochloa fusca","Leptochloa fusca subsp. fascicularis",8665
"Diplachne fusca",1,1,"Leptochloa fusca","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","gbif","GBIF:10886320","Leptochloa fusca","Leptochloa fusca subsp. uninervia",8666
"Dinebra panicea",1,1,"Leptochloa panicea","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","gbif","GBIF:2703872","Leptochloa panicea","Leptochloa panicea subsp. brachiata",8667
"Leptoclinus maculatus",1,1,"Leptoclinus maculatus","Animalia","Chordata","Actinopterygii","Perciformes","Stichaeidae","gbif","GBIF:2394832","Leptoclinus maculatus","Leptoclinus maculatus",8668
"Leptocoma sericea",1,1,"Leptocoma sericea","Animalia","Chordata","Aves","Passeriformes","Nectariniidae","gbif","GBIF:7340804","Leptocoma sericea","Leptocoma sericea",8669
"Leptodactylus albilabris",1,1,"Leptodactylus albilabris","Animalia","Chordata","Amphibia","Anura","Leptodactylidae","gbif","GBIF:5217590","Leptodactylidae albilabris","Leptodactylidae albilabris",8670
"Leptodactylidae albilabris",1,1,"Leptodactylus albilabris","Animalia","Chordata","Amphibia","Anura","Leptodactylidae","Bioshifts_v1",NA,"Leptodactylidae albilabris","Leptodactylidae albilabris",8671
"Leptodictyum riparium",1,0,"Leptodictyum riparium","Plantae","Bryophyta","Bryopsida","Hypnales","Amblystegiaceae","gbif","GBIF:8285995","Leptodictyum riparium","Leptodictyum riparium",8672
"Leptodon smithii",1,0,"Leptodon smithii","Plantae","Bryophyta","Bryopsida","Leucodontales","Leptodontaceae","gbif","GBIF:5282898","Leptodon smithii","Leptodon smithii",8673
"Leptodontium flexifolium",1,0,"Leptodontium flexifolium","Plantae","Bryophyta","Bryopsida","Pottiales","Pottiaceae","gbif","GBIF:5280722","Leptodontium flexifolium","Leptodontium flexifolium",8674
"Leptogaster cylindrica",1,1,"Leptogaster cylindrica","Animalia","Arthropoda","Insecta","Diptera","Asilidae","gbif","GBIF:5091025","Leptogaster cylindrica","Leptogaster cylindrica",8675
"Leptopelis mossambicus",1,1,"Leptopelis mossambicus","Animalia","Chordata","Amphibia","Anura","Arthroleptidae","gbif","GBIF:2429721","Leptopelis mossambicus","Leptopelis mossambicus",8676
"Leptopelis natalensis",1,1,"Leptopelis natalensis","Animalia","Chordata","Amphibia","Anura","Arthroleptidae","gbif","GBIF:2429714","Leptopelis natalensis","Leptopelis natalensis",8677
"Leptopelis xenodactylus",1,1,"Leptopelis xenodactylus","Animalia","Chordata","Amphibia","Anura","Arthroleptidae","gbif","GBIF:2429722","Leptopelis xenodactylus","Leptopelis xenodactylus",8678
"Leptophobia aripa",0,1,"Leptophobia aripa","Animalia","Arthropoda","Insecta","Lepidoptera","Pieridae","gbif","GBIF:1920426","Leptophobia aripa","Leptophobia aripa",8679
"Leptophobia aripa",1,0,"Leptophobia aripa","Animalia","Arthropoda","Insecta","Lepidoptera","Pieridae","gbif","GBIF:1920426","Leptophobia aripa","Leptophobia aripa elodia",8680
"Leptophyes punctatissima",1,1,"Leptophyes punctatissima","Animalia","Arthropoda","Insecta","Orthoptera","Tettigoniidae","gbif","GBIF:1688020","Leptophyes punctatissima","Leptophyes punctatissima",8681
"Leptopilina boulardi",1,1,"Leptopilina boulardi","Animalia","Arthropoda","Insecta","Hymenoptera","Figitidae","gbif","GBIF:4498091","Leptopilina boulardi","Leptopilina boulardi",8682
"Leptopogon amaurocephalus",0,1,"Leptopogon amaurocephalus","Animalia","Chordata","Aves","Passeriformes","Tyrannidae","gbif","GBIF:5229517","Leptopogon amaurocephalus","Leptopogon amaurocephalus",8683
"Leptopogon superciliaris",0,1,"Leptopogon superciliaris","Animalia","Chordata","Aves","Passeriformes","Tyrannidae","gbif","GBIF:5229505","Leptopogon superciliaris","Leptopogon superciliaris",8684
"Leptorhoptrum robustum",1,1,"Leptorhoptrum robustum","Animalia","Arthropoda","Arachnida","Araneae","Linyphiidae","gbif","GBIF:2134514","Leptorhoptrum robustum","Leptorhoptrum robustum",8685
"Leptosiphon acicularis",1,1,"Leptosiphon acicularis","Plantae","Tracheophyta","Magnoliopsida","Ericales","Polemoniaceae","gbif","GBIF:5659467","Leptosiphon acicularis","Leptosiphon acicularis",8686
"Leptosiphon ambiguus",1,1,"Leptosiphon ambiguus","Plantae","Tracheophyta","Magnoliopsida","Ericales","Polemoniaceae","gbif","GBIF:5659464","Leptosiphon ambiguus","Leptosiphon ambiguus",8687
"Leptosiphon androsaceus",1,1,"Leptosiphon androsaceus","Plantae","Tracheophyta","Magnoliopsida","Ericales","Polemoniaceae","gbif","GBIF:5659461","Leptosiphon androsaceus","Leptosiphon androsaceus",8688
"Leptosiphon aureus",1,1,"Leptosiphon aureus","Plantae",NA,"Magnoliopsida","Ericales","Polemoniaceae","itis","ITIS:845282","Leptosiphon aureus","Leptosiphon aureus",8689
"Leptosiphon aureus",1,1,"Leptosiphon aureus","Plantae",NA,"Magnoliopsida","Ericales","Polemoniaceae","itis","ITIS:845282","Leptosiphon aureus","Leptosiphon aureus subsp. aureus",8690
"Leptosiphon aureus",1,1,"Leptosiphon aureus","Plantae",NA,"Magnoliopsida","Ericales","Polemoniaceae","itis","ITIS:845282","Leptosiphon aureus","Leptosiphon aureus subsp. decorus",8691
"Leptosiphon bicolor",1,1,"Leptosiphon bicolor","Plantae","Tracheophyta","Magnoliopsida","Ericales","Polemoniaceae","gbif","GBIF:5659425","Leptosiphon bicolor","Leptosiphon bicolor",8692
"Leptosiphon bolanderi",1,1,"Leptosiphon bolanderi","Plantae","Tracheophyta","Magnoliopsida","Ericales","Polemoniaceae","gbif","GBIF:5659421","Leptosiphon bolanderi","Leptosiphon bolanderi",8693
"Leptosiphon breviculus",1,1,"Leptosiphon breviculus","Plantae","Tracheophyta","Magnoliopsida","Ericales","Polemoniaceae","gbif","GBIF:5659416","Leptosiphon breviculus","Leptosiphon breviculus",8694
"Leptosiphon ciliatus",1,1,"Leptosiphon ciliatus","Plantae","Tracheophyta","Magnoliopsida","Ericales","Polemoniaceae","gbif","GBIF:5659413","Leptosiphon ciliatus","Leptosiphon ciliatus",8695
"Leptosiphon filipes",1,1,"Leptosiphon filipes","Plantae","Tracheophyta","Magnoliopsida","Ericales","Polemoniaceae","gbif","GBIF:5659404","Leptosiphon filipes","Leptosiphon filipes",8696
"Leptosiphon floribundus",1,1,"Leptosiphon floribundum","Plantae","Tracheophyta","Magnoliopsida","Ericales","Polemoniaceae","gbif","GBIF:7130897","Leptosiphon floribundus","Leptosiphon floribundus",8697
"Leptosiphon floribundus",1,1,"Leptosiphon floribundum","Plantae","Tracheophyta","Magnoliopsida","Ericales","Polemoniaceae","gbif","GBIF:7130897","Leptosiphon floribundus","Leptosiphon floribundus subsp. glaber",8698
"Leptosiphon harknessii",1,1,"Leptosiphon harknessii","Plantae","Tracheophyta","Magnoliopsida","Ericales","Polemoniaceae","gbif","GBIF:5659385","Leptosiphon harknessii","Leptosiphon harknessii",8699
