PopId;RefID;Year;TaxaClass;Family;Genus;Species;G_s;Common;Continent;Country;Location;n;FST;GlobalFST;PopsCombo;GroupedCoord;N.Population;Ho;He;MNA;AR;Lat;Long;Msats;Lat_extent;Lat_max_DD;Lat_min_DD;Sum_areaM;Sum_areaKM;;;;;;;;;;;;;;
4181;R394;2015;Amphibia;Ambystomatidae;Ambystoma;maculatum;Ambystoma_maculatum;Spotted Salamander;NAm;USA;Heron;29;0.1241;Population;1;;10;0.707;0.755;NA;7.143;37.339;-88.919;7;22;52;30;8.93298E+12;8932979391;;;;;;;;;;;;;;
4182;R394;2015;Amphibia;Ambystomatidae;Ambystoma;maculatum;Ambystoma_maculatum;Spotted Salamander;NAm;USA;Hippie;29;0.1733;Population;1;;10;0.683;0.7;NA;6.143;37.542;-89.08;7;22;52;30;8.93298E+12;8932979391;;;;;;;;;;;;;;
4183;R394;2015;Amphibia;Ambystomatidae;Ambystoma;maculatum;Ambystoma_maculatum;Spotted Salamander;NAm;USA;Opossum;25;0.1951;Population;1;;10;0.618;0.586;NA;3.571;37.834;-89.477;7;22;52;30;8.93298E+12;8932979391;;;;;;;;;;;;;;
4184;R394;2015;Amphibia;Ambystomatidae;Ambystoma;maculatum;Ambystoma_maculatum;Spotted Salamander;NAm;USA;PRCA + CRCA + LCCA + St Francis;107;0.1473;Population;4;One Pop - Bigger N;10;0.426;0.48;NA;4.167;37.033;-91.214;7;22;52;30;8.93298E+12;8932979391;;;;;;;;;;;;;;
4185;R394;2015;Amphibia;Ambystomatidae;Ambystoma;maculatum;Ambystoma_maculatum;Spotted Salamander;NAm;USA;RE+ME+TO+FI;116;0.1094;Population;4;One Pop;10;0.551;0.583;NA;5.286;37.461;-90.244;7;22;52;30;8.93298E+12;8932979391;;;;;;;;;;;;;;
4186;R394;2015;Amphibia;Ambystomatidae;Ambystoma;maculatum;Ambystoma_maculatum;Spotted Salamander;NAm;USA;Thebes +Bean + Bald Knob;64;0.1112;Population;3;One Pop;10;0.69;0.7;NA;5.667;37.204;-89.415;7;22;52;30;8.93298E+12;8932979391;;;;;;;;;;;;;;
4187;R394;2015;Amphibia;Ambystomatidae;Ambystoma;maculatum;Ambystoma_maculatum;Spotted Salamander;NAm;USA;Wesselman;24;0.1839;Population;1;;10;0.696;0.682;NA;5;37.987;-87.512;7;22;52;30;8.93298E+12;8932979391;;;;;;;;;;;;;;
4188;R395;2013;Amphibia;Ambystomatidae;Ambystoma;opacum;Ambystoma_opacum;Marbled salamander;NAm;USA;Mammoth Cave National Park 1-8;96;0.043;Global;8;One Pop;3;NA;0.639;NA;NA;37.15323918;-86.10843997;10;14;43;29;1.68364E+12;1683641904;;;;;;;;;;;;;;
4189;R395;2013;Amphibia;Ambystomatidae;Ambystoma;opacum;Ambystoma_opacum;Marbled salamander;NAm;USA;Mammoth Cave National Park 26-50;265;0.043;Global;25;One Pop;3;0.528;0.639;19.75;NA;37.13808116;-86.07593982;10;14;43;29;1.68364E+12;1683641904;;;;;;;;;;;;;;
4190;R395;2013;Amphibia;Ambystomatidae;Ambystoma;opacum;Ambystoma_opacum;Marbled salamander;NAm;USA;Mammoth Cave National Park 9-25;183;0.043;Global;17;One Pop;3;NA;0.639;NA;NA;37.15221694;-86.05336057;10;14;43;29;1.68364E+12;1683641904;;;;;;;;;;;;;;
4191;R396;2009;Amphibia;Ambystomatidae;Ambystoma;maculatum;Ambystoma_maculatum;Spotted Salamander;NAm;USA;Brandywine;20;0.095;Population;1;;14;0.673;0.711;NA;NA;41.275534;-81.541714;8;22;52;30;8.93298E+12;8932979391;;;;;;;;;;;;;;
4192;R396;2009;Amphibia;Ambystomatidae;Ambystoma;maculatum;Ambystoma_maculatum;Spotted Salamander;NAm;USA;CVEEC;20;0.0567;Population;1;;14;0.637;0.691;NA;NA;41.202698;-81.574583;8;22;52;30;8.93298E+12;8932979391;;;;;;;;;;;;;;
4193;R396;2009;Amphibia;Ambystomatidae;Ambystoma;maculatum;Ambystoma_maculatum;Spotted Salamander;NAm;USA;Dogwood;20;0.0575;Population;1;;14;0.575;0.695;NA;NA;41.233869;-81.525902;8;22;52;30;8.93298E+12;8932979391;;;;;;;;;;;;;;
4194;R396;2009;Amphibia;Ambystomatidae;Ambystoma;maculatum;Ambystoma_maculatum;Spotted Salamander;NAm;USA;Eyeball;20;0.0881;Population;1;;14;0.501;0.628;NA;NA;41.210922;-81.565066;8;22;52;30;8.93298E+12;8932979391;;;;;;;;;;;;;;
4195;R396;2009;Amphibia;Ambystomatidae;Ambystoma;maculatum;Ambystoma_maculatum;Spotted Salamander;NAm;USA;Hourglass;26;0.0475;Population;1;;14;0.7;0.712;NA;NA;41.606302;-81.292448;8;22;52;30;8.93298E+12;8932979391;;;;;;;;;;;;;;
4196;R396;2009;Amphibia;Ambystomatidae;Ambystoma;maculatum;Ambystoma_maculatum;Spotted Salamander;NAm;USA;Langes;20;0.045;Population;1;;14;0.488;0.597;NA;NA;41.19994;-81.554843;8;22;52;30;8.93298E+12;8932979391;;;;;;;;;;;;;;
4197;R396;2009;Amphibia;Ambystomatidae;Ambystoma;maculatum;Ambystoma_maculatum;Spotted Salamander;NAm;USA;Lock 24;20;0.0419;Population;1;;14;0.569;0.702;NA;NA;41.168294;-81.574441;8;22;52;30;8.93298E+12;8932979391;;;;;;;;;;;;;;
4198;R396;2009;Amphibia;Ambystomatidae;Ambystoma;maculatum;Ambystoma_maculatum;Spotted Salamander;NAm;USA;Lock 29;20;0.0638;Population;1;;14;0.645;0.721;NA;NA;41.241756;-81.54883;8;22;52;30;8.93298E+12;8932979391;;;;;;;;;;;;;;
4199;R396;2009;Amphibia;Ambystomatidae;Ambystoma;maculatum;Ambystoma_maculatum;Spotted Salamander;NAm;USA;Multiflora + Meander;40;0.0388;Population;2;Middle;14;0.657;0.711;NA;NA;41.25557;-81.550667;8;22;52;30;8.93298E+12;8932979391;;;;;;;;;;;;;;
4200;R396;2009;Amphibia;Ambystomatidae;Ambystoma;maculatum;Ambystoma_maculatum;Spotted Salamander;NAm;USA;Owl;26;0.05;Population;1;;14;0.571;0.678;NA;NA;41.604925;-81.292979;8;22;52;30;8.93298E+12;8932979391;;;;;;;;;;;;;;
4201;R396;2009;Amphibia;Ambystomatidae;Ambystoma;maculatum;Ambystoma_maculatum;Spotted Salamander;NAm;USA;Sand Run;20;0.0481;Population;1;;14;0.62;0.662;NA;NA;41.119349;-81.530125;8;22;52;30;8.93298E+12;8932979391;;;;;;;;;;;;;;
4202;R396;2009;Amphibia;Ambystomatidae;Ambystoma;maculatum;Ambystoma_maculatum;Spotted Salamander;NAm;USA;Snag;20;0.0475;Population;1;;14;0.639;0.702;NA;NA;41.192777;-81.549078;8;22;52;30;8.93298E+12;8932979391;;;;;;;;;;;;;;
4203;R396;2009;Amphibia;Ambystomatidae;Ambystoma;maculatum;Ambystoma_maculatum;Spotted Salamander;NAm;USA;Twin1 + Twin2 + Twin 3;60;0.04;Population;3;Middle;14;0.632;0.706;NA;NA;41.344467;-81.458918;8;22;52;30;8.93298E+12;8932979391;;;;;;;;;;;;;;
4204;R396;2009;Amphibia;Ambystomatidae;Ambystoma;maculatum;Ambystoma_maculatum;Spotted Salamander;NAm;USA;Windhover;75;0.0473;Population;1;;14;0.622;0.7;NA;NA;41.16739;-81.606241;8;22;52;30;8.93298E+12;8932979391;;;;;;;;;;;;;;
4205;R397;2011;Amphibia;Ambystomatidae;Ambystoma;texanum;Ambystoma_texanum;Small mouthed salamander;NAm;USA;Ha1;20;0.0579;Population;1;;3;0.488;0.85;10.4;NA;40.570887;-83.844034;8;15;43;28;88500813.41;88500.81341;;;;;;;;;;;;;;
4206;R397;2011;Amphibia;Ambystomatidae;Ambystoma;texanum;Ambystoma_texanum;Small mouthed salamander;NAm;USA;Ha2;20;0.028;Population;1;;3;0.444;0.789;9;NA;40.553903;-83.662387;8;15;43;28;88500813.41;88500.81341;;;;;;;;;;;;;;
4207;R397;2011;Amphibia;Ambystomatidae;Ambystoma;texanum;Ambystoma_texanum;Small mouthed salamander;NAm;USA;Ha3L1; Ha3L4; Ha3L5; Ha7; Ha10;120;0.0148;Population;5;One Pop;3;0.569;0.791;10.383;NA;40.564757;-83.616109;8;15;43;28;88500813.41;88500.81341;;;;;;;;;;
4208;R398;2012;Amphibia;Ambystomatidae;Ambystoma;maculatum;Ambystoma_maculatum;Spotted Salamander;NAm;USA;Blacksmith;31;0.0304;Population;1;;24;0.701;0.706;NA;6.76;41.885025;-72.085759;14;22;52;30;8.93298E+12;8932979391;;;;;;;;;;;;;;
4209;R398;2012;Amphibia;Ambystomatidae;Ambystoma;maculatum;Ambystoma_maculatum;Spotted Salamander;NAm;USA;Harriman;31;0.0401;Population;1;;24;0.687;0.726;NA;6.5;41.267793;-74.053783;14;22;52;30;8.93298E+12;8932979391;;;;;;;;;;;;;;
4210;R398;2012;Amphibia;Ambystomatidae;Ambystoma;maculatum;Ambystoma_maculatum;Spotted Salamander;NAm;USA;Holyoke 20 + Dummerston;51;0.0315;Population;2;One Pop;24;0.683;0.7;NA;6.48;42.312256;-72.506406;14;22;52;30;8.93298E+12;8932979391;;;;;;;;;;;;;;
4211;R398;2012;Amphibia;Ambystomatidae;Ambystoma;maculatum;Ambystoma_maculatum;Spotted Salamander;NAm;USA;Holyoke 30;31;0.044;Population;1;;24;0.691;0.72;NA;5.88;42.30395;-72.545121;14;22;52;30;8.93298E+12;8932979391;;;;;;;;;;;;;;
4212;R398;2012;Amphibia;Ambystomatidae;Ambystoma;maculatum;Ambystoma_maculatum;Spotted Salamander;NAm;USA;Holyoke 6;31;0.0448;Population;1;;24;0.724;0.705;NA;6.38;42.310806;-72.466607;14;22;52;30;8.93298E+12;8932979391;;;;;;;;;;;;;;
4213;R398;2012;Amphibia;Ambystomatidae;Ambystoma;maculatum;Ambystoma_maculatum;Spotted Salamander;NAm;USA;Hurd;20;0.029;Population;1;;24;0.636;0.689;NA;6.22;41.5167;-72.540319;14;22;52;30;8.93298E+12;8932979391;;;;;;;;;;;;;;
4214;R398;2012;Amphibia;Ambystomatidae;Ambystoma;maculatum;Ambystoma_maculatum;Spotted Salamander;NAm;USA;Lamentation;31;0.0257;Population;1;;24;0.673;0.709;NA;6.85;41.57885;-72.765248;14;22;52;30;8.93298E+12;8932979391;;;;;;;;;;;;;;
4215;R398;2012;Amphibia;Ambystomatidae;Ambystoma;maculatum;Ambystoma_maculatum;Spotted Salamander;NAm;USA;Mount Tom;31;0.0408;Population;1;;24;0.657;0.688;NA;6.59;42.273739;-72.62935;14;22;52;30;8.93298E+12;8932979391;;;;;;;;;;;;;;
4216;R398;2012;Amphibia;Ambystomatidae;Ambystoma;maculatum;Ambystoma_maculatum;Spotted Salamander;NAm;USA;Northford 7 +1 +Trimountain + Yale Preserve;116;0.0289;Population;4;Middle;24;0.655;0.686;NA;6.648;41.394605;-72.792849;14;22;52;30;8.93298E+12;8932979391;;;;;;;;;;;;;;
4217;R398;2012;Amphibia;Ambystomatidae;Ambystoma;maculatum;Ambystoma_maculatum;Spotted Salamander;NAm;USA;Pinnacle;16;0.0335;Population;1;;24;0.791;0.749;NA;6.21;41.648149;-72.831291;14;22;52;30;8.93298E+12;8932979391;;;;;;;;;;;;;;
4218;R398;2012;Amphibia;Ambystomatidae;Ambystoma;maculatum;Ambystoma_maculatum;Spotted Salamander;NAm;USA;Pisgah;31;0.0311;Population;1;;24;0.648;0.691;NA;6.8;42.820571;-72.463254;14;22;52;30;8.93298E+12;8932979391;;;;;;;;;;;;;;
4219;R398;2012;Amphibia;Ambystomatidae;Ambystoma;maculatum;Ambystoma_maculatum;Spotted Salamander;NAm;USA;Ragged;31;0.0401;Population;1;;24;0.611;0.676;NA;6.12;41.618891;-72.817367;14;22;52;30;8.93298E+12;8932979391;;;;;;;;;;;;;;
4220;R398;2012;Amphibia;Ambystomatidae;Ambystoma;maculatum;Ambystoma_maculatum;Spotted Salamander;NAm;USA;Raspberry;31;0.0345;Population;1;;24;0.655;0.689;NA;6.21;41.349012;-72.906635;14;22;52;30;8.93298E+12;8932979391;;;;;;;;;;;;;;
4221;R398;2012;Amphibia;Ambystomatidae;Ambystoma;maculatum;Ambystoma_maculatum;Spotted Salamander;NAm;USA;Saltonstall;31;0.0309;Population;1;;24;0.663;0.682;NA;6.22;41.290245;-72.86107;14;22;52;30;8.93298E+12;8932979391;;;;;;;;;;;;;;
4222;R398;2012;Amphibia;Ambystomatidae;Ambystoma;maculatum;Ambystoma_maculatum;Spotted Salamander;NAm;USA;Talcott;31;0.0448;Population;1;;24;0.68;0.665;NA;6.1;41.82625;-72.795806;14;22;52;30;8.93298E+12;8932979391;;;;;;;;;;;;;;
4223;R398;2012;Amphibia;Ambystomatidae;Ambystoma;maculatum;Ambystoma_maculatum;Spotted Salamander;NAm;USA;Tariffville;20;0.0299;Population;1;;24;0.654;0.704;NA;6.35;41.895711;-72.733293;14;22;52;30;8.93298E+12;8932979391;;;;;;;;;;;;;;
4224;R398;2012;Amphibia;Ambystomatidae;Ambystoma;maculatum;Ambystoma_maculatum;Spotted Salamander;NAm;USA;Turnpike;31;0.0488;Population;1;;24;0.615;0.671;NA;6.37;42.125893;-72.681846;14;22;52;30;8.93298E+12;8932979391;;;;;;;;;;;;;;
4225;R398;2012;Amphibia;Ambystomatidae;Ambystoma;maculatum;Ambystoma_maculatum;Spotted Salamander;NAm;USA;Ward Pound;31;0.0399;Population;1;;24;0.659;0.676;NA;6.61;41.214234;-73.53544;14;22;52;30;8.93298E+12;8932979391;;;;;;;;;;;;;;
4226;R399;2013;Amphibia;Ambystomatidae;Ambystoma;maculatum;Ambystoma_maculatum;Spotted Salamander;NAm;USA;Greater Charlotte Area A;5;NA;NA;1;;6;0.589;0.803;NA;8;35.383045;-80.959506;5;22;52;30;8.93298E+12;8932979391;;;;;;;;;;;;;;
4227;R399;2013;Amphibia;Ambystomatidae;Ambystoma;maculatum;Ambystoma_maculatum;Spotted Salamander;NAm;USA;Greater Charlotte Area B;5;NA;NA;1;;6;0.648;0.731;NA;5.8;35.41697;-80.93684;5;22;52;30;8.93298E+12;8932979391;;;;;;;;;;;;;;
4228;R399;2013;Amphibia;Ambystomatidae;Ambystoma;maculatum;Ambystoma_maculatum;Spotted Salamander;NAm;USA;Greater Charlotte Area C;5;NA;NA;1;;6;0.639;0.794;NA;7.8;35.47225;-80.846979;5;22;52;30;8.93298E+12;8932979391;;;;;;;;;;;;;;
4229;R399;2013;Amphibia;Ambystomatidae;Ambystoma;maculatum;Ambystoma_maculatum;Spotted Salamander;NAm;USA;Greater Charlotte Area D;5;NA;NA;1;;6;0.65;0.618;NA;7.2;35.453393;-80.782238;5;22;52;30;8.93298E+12;8932979391;;;;;;;;;;;;;;
4230;R399;2013;Amphibia;Ambystomatidae;Ambystoma;maculatum;Ambystoma_maculatum;Spotted Salamander;NAm;USA;Greater Charlotte Area E;5;NA;NA;1;;6;0.471;0.787;NA;8.8;35.367249;-80.750182;5;22;52;30;8.93298E+12;8932979391;;;;;;;;;;;;;;
4231;R399;2013;Amphibia;Ambystomatidae;Ambystoma;maculatum;Ambystoma_maculatum;Spotted Salamander;NAm;USA;Greater Charlotte Area F;5;NA;NA;1;;6;0.588;0.69;NA;6.2;35.287314;-80.659854;5;22;52;30;8.93298E+12;8932979391;;;;;;;;;;;;;;
4232;R400;2010;Amphibia;Ambystomatidae;Ambystoma;macrodactylum;Ambystoma_macrodactylum;Long-toed Salamander;NAm;USA;1;24;0.3976;Population;1;;46;0.42;0.43;NA;NA;39.104;-120.203;18;22;59;37;1.44317E+12;1443168222;;;;;;;;;;;;;;
4233;R400;2010;Amphibia;Ambystomatidae;Ambystoma;macrodactylum;Ambystoma_macrodactylum;Long-toed Salamander;NAm;USA;2;24;0.2158;Population;1;;46;0.53;0.56;NA;NA;39.068;-120.202;18;22;59;37;1.44317E+12;1443168222;;;;;;;;;;;;;;
4234;R400;2010;Amphibia;Ambystomatidae;Ambystoma;macrodactylum;Ambystoma_macrodactylum;Long-toed Salamander;NAm;USA;3;16;0.2333;Population;1;;46;0.66;0.66;NA;NA;39.066;-120.186;18;22;59;37;1.44317E+12;1443168222;;;;;;;;;;;;;;
4235;R400;2010;Amphibia;Ambystomatidae;Ambystoma;macrodactylum;Ambystoma_macrodactylum;Long-toed Salamander;NAm;USA;4;15;0.2058;Population;1;;46;0.64;0.66;NA;NA;39.035;-120.163;18;22;59;37;1.44317E+12;1443168222;;;;;;;;;;;;;;
4236;R400;2010;Amphibia;Ambystomatidae;Ambystoma;macrodactylum;Ambystoma_macrodactylum;Long-toed Salamander;NAm;USA;5;25;0.2661;Population;1;;46;0.54;0.57;NA;NA;38.932;-120.107;18;22;59;37;1.44317E+12;1443168222;;;;;;;;;;;;;;
4237;R400;2010;Amphibia;Ambystomatidae;Ambystoma;macrodactylum;Ambystoma_macrodactylum;Long-toed Salamander;NAm;USA;6;24;0.2479;Population;1;;46;0.57;0.6;NA;NA;38.93;-120.099;18;22;59;37;1.44317E+12;1443168222;;;;;;;;;;;;;;
4238;R400;2010;Amphibia;Ambystomatidae;Ambystoma;macrodactylum;Ambystoma_macrodactylum;Long-toed Salamander;NAm;USA;7;24;0.2767;Population;1;;46;0.6;0.62;NA;NA;38.922;-120.142;18;22;59;37;1.44317E+12;1443168222;;;;;;;;;;;;;;
4239;R400;2010;Amphibia;Ambystomatidae;Ambystoma;macrodactylum;Ambystoma_macrodactylum;Long-toed Salamander;NAm;USA;8;24;0.3336;Population;1;;46;0.52;0.57;NA;NA;38.903;-120.044;18;22;59;37;1.44317E+12;1443168222;;;;;;;;;;;;;;
4240;R400;2010;Amphibia;Ambystomatidae;Ambystoma;macrodactylum;Ambystoma_macrodactylum;Long-toed Salamander;NAm;USA;9;11;0.247;Population;1;;46;0.63;0.67;NA;NA;38.891;-120.027;18;22;59;37;1.44317E+12;1443168222;;;;;;;;;;;;;;
4241;R400;2010;Amphibia;Ambystomatidae;Ambystoma;macrodactylum;Ambystoma_macrodactylum;Long-toed Salamander;NAm;USA;10;27;0.2779;Population;1;;46;0.57;0.5;NA;NA;38.874;-120.123;18;22;59;37;1.44317E+12;1443168222;;;;;;;;;;;;;;
4242;R400;2010;Amphibia;Ambystomatidae;Ambystoma;macrodactylum;Ambystoma_macrodactylum;Long-toed Salamander;NAm;USA;11;24;0.27;Population;1;;46;0.63;0.64;NA;NA;38.873;-120.122;18;22;59;37;1.44317E+12;1443168222;;;;;;;;;;;;;;
4243;R400;2010;Amphibia;Ambystomatidae;Ambystoma;macrodactylum;Ambystoma_macrodactylum;Long-toed Salamander;NAm;USA;12;9;0.3224;Population;1;;46;0.55;0.42;NA;NA;38.873;-120.129;18;22;59;37;1.44317E+12;1443168222;;;;;;;;;;;;;;
4244;R400;2010;Amphibia;Ambystomatidae;Ambystoma;macrodactylum;Ambystoma_macrodactylum;Long-toed Salamander;NAm;USA;13;24;0.1982;Population;1;;46;0.68;0.68;NA;NA;38.864;-120.051;18;22;59;37;1.44317E+12;1443168222;;;;;;;;;;;;;;
4245;R400;2010;Amphibia;Ambystomatidae;Ambystoma;macrodactylum;Ambystoma_macrodactylum;Long-toed Salamander;NAm;USA;14;18;0.2355;Population;1;;46;0.61;0.64;NA;NA;38.858;-120.128;18;22;59;37;1.44317E+12;1443168222;;;;;;;;;;;;;;
4246;R400;2010;Amphibia;Ambystomatidae;Ambystoma;macrodactylum;Ambystoma_macrodactylum;Long-toed Salamander;NAm;USA;15;24;0.2488;Population;1;;46;0.64;0.61;NA;NA;38.857;-120.115;18;22;59;37;1.44317E+12;1443168222;;;;;;;;;;;;;;
4247;R400;2010;Amphibia;Ambystomatidae;Ambystoma;macrodactylum;Ambystoma_macrodactylum;Long-toed Salamander;NAm;USA;16;24;0.2048;Population;1;;46;0.66;0.66;NA;NA;38.856;-120.057;18;22;59;37;1.44317E+12;1443168222;;;;;;;;;;;;;;
4248;R400;2010;Amphibia;Ambystomatidae;Ambystoma;macrodactylum;Ambystoma_macrodactylum;Long-toed Salamander;NAm;USA;17;24;0.1821;Population;1;;46;0.67;0.73;NA;NA;38.848;-120.042;18;22;59;37;1.44317E+12;1443168222;;;;;;;;;;;;;;
4249;R400;2010;Amphibia;Ambystomatidae;Ambystoma;macrodactylum;Ambystoma_macrodactylum;Long-toed Salamander;NAm;USA;18;19;0.2324;Population;1;;46;0.59;0.58;NA;NA;38.837;-119.945;18;22;59;37;1.44317E+12;1443168222;;;;;;;;;;;;;;
4250;R400;2010;Amphibia;Ambystomatidae;Ambystoma;macrodactylum;Ambystoma_macrodactylum;Long-toed Salamander;NAm;USA;19;24;0.2685;Population;1;;46;0.59;0.57;NA;NA;38.835;-119.945;18;22;59;37;1.44317E+12;1443168222;;;;;;;;;;;;;;
4251;R400;2010;Amphibia;Ambystomatidae;Ambystoma;macrodactylum;Ambystoma_macrodactylum;Long-toed Salamander;NAm;USA;20;19;0.2185;Population;1;;46;0.63;0.66;NA;NA;38.834;-120.034;18;22;59;37;1.44317E+12;1443168222;;;;;;;;;;;;;;
4252;R400;2010;Amphibia;Ambystomatidae;Ambystoma;macrodactylum;Ambystoma_macrodactylum;Long-toed Salamander;NAm;USA;21;31;0.2573;Population;1;;46;0.53;0.54;NA;NA;38.831;-119.944;18;22;59;37;1.44317E+12;1443168222;;;;;;;;;;;;;;
4253;R400;2010;Amphibia;Ambystomatidae;Ambystoma;macrodactylum;Ambystoma_macrodactylum;Long-toed Salamander;NAm;USA;22;22;0.3136;Population;1;;46;0.47;0.48;NA;NA;38.819;-119.939;18;22;59;37;1.44317E+12;1443168222;;;;;;;;;;;;;;
4254;R400;2010;Amphibia;Ambystomatidae;Ambystoma;macrodactylum;Ambystoma_macrodactylum;Long-toed Salamander;NAm;USA;23;26;0.2391;Population;1;;46;0.58;0.61;NA;NA;38.798;-120.029;18;22;59;37;1.44317E+12;1443168222;;;;;;;;;;;;;;
4255;R400;2010;Amphibia;Ambystomatidae;Ambystoma;macrodactylum;Ambystoma_macrodactylum;Long-toed Salamander;NAm;USA;24;24;0.2103;Population;1;;46;0.69;0.67;NA;NA;38.788;-119.948;18;22;59;37;1.44317E+12;1443168222;;;;;;;;;;;;;;
4256;R400;2010;Amphibia;Ambystomatidae;Ambystoma;macrodactylum;Ambystoma_macrodactylum;Long-toed Salamander;NAm;USA;25;24;0.2194;Population;1;;46;0.56;0.61;NA;NA;38.78;-120.01;18;22;59;37;1.44317E+12;1443168222;;;;;;;;;;;;;;
4257;R400;2010;Amphibia;Ambystomatidae;Ambystoma;macrodactylum;Ambystoma_macrodactylum;Long-toed Salamander;NAm;USA;26;7;0.2645;Population;1;;46;0.55;0.55;NA;NA;38.78;-120.017;18;22;59;37;1.44317E+12;1443168222;;;;;;;;;;;;;;
4258;R400;2010;Amphibia;Ambystomatidae;Ambystoma;macrodactylum;Ambystoma_macrodactylum;Long-toed Salamander;NAm;USA;27;24;0.2442;Population;1;;46;0.57;0.64;NA;NA;38.773;-120.017;18;22;59;37;1.44317E+12;1443168222;;;;;;;;;;;;;;
4259;R400;2010;Amphibia;Ambystomatidae;Ambystoma;macrodactylum;Ambystoma_macrodactylum;Long-toed Salamander;NAm;USA;28;24;0.2597;Population;1;;46;0.57;0.63;NA;NA;38.764;-120.037;18;22;59;37;1.44317E+12;1443168222;;;;;;;;;;;;;;
4260;R400;2010;Amphibia;Ambystomatidae;Ambystoma;macrodactylum;Ambystoma_macrodactylum;Long-toed Salamander;NAm;USA;29;24;0.2488;Population;1;;46;0.61;0.65;NA;NA;38.733;-120.02;18;22;59;37;1.44317E+12;1443168222;;;;;;;;;;;;;;
4261;R400;2010;Amphibia;Ambystomatidae;Ambystoma;macrodactylum;Ambystoma_macrodactylum;Long-toed Salamander;NAm;USA;a;30;0.1965;Population;1;;46;0.67;0.66;NA;NA;38.671;-120.118;18;22;59;37;1.44317E+12;1443168222;;;;;;;;;;;;;;
4262;R400;2010;Amphibia;Ambystomatidae;Ambystoma;macrodactylum;Ambystoma_macrodactylum;Long-toed Salamander;NAm;USA;b;15;0.2512;Population;1;;46;0.57;0.57;NA;NA;38.668;-120.138;18;22;59;37;1.44317E+12;1443168222;;;;;;;;;;;;;;
4263;R400;2010;Amphibia;Ambystomatidae;Ambystoma;macrodactylum;Ambystoma_macrodactylum;Long-toed Salamander;NAm;USA;c+d;47;0.1647;Population;2;Middle;46;0.165;0.165;NA;NA;38.659;-120.107;18;22;59;37;1.44317E+12;1443168222;;;;;;;;;;;;;;
4264;R400;2010;Amphibia;Ambystomatidae;Ambystoma;macrodactylum;Ambystoma_macrodactylum;Long-toed Salamander;NAm;USA;e;19;0.1929;Population;1;;46;0.57;0.61;NA;NA;38.658;-120.093;18;22;59;37;1.44317E+12;1443168222;;;;;;;;;;;;;;
4265;R400;2010;Amphibia;Ambystomatidae;Ambystoma;macrodactylum;Ambystoma_macrodactylum;Long-toed Salamander;NAm;USA;f;25;0.2053;Population;1;;46;0.52;0.58;NA;NA;38.655;-120.105;18;22;59;37;1.44317E+12;1443168222;;;;;;;;;;;;;;
4266;R400;2010;Amphibia;Ambystomatidae;Ambystoma;macrodactylum;Ambystoma_macrodactylum;Long-toed Salamander;NAm;USA;g;24;0.2024;Population;1;;46;0.54;0.55;NA;NA;38.654;-120.106;18;22;59;37;1.44317E+12;1443168222;;;;;;;;;;;;;;
4267;R400;2010;Amphibia;Ambystomatidae;Ambystoma;macrodactylum;Ambystoma_macrodactylum;Long-toed Salamander;NAm;USA;h;18;0.18;Population;1;;46;0.56;0.64;NA;NA;38.654;-120.102;18;22;59;37;1.44317E+12;1443168222;;;;;;;;;;;;;;
4268;R400;2010;Amphibia;Ambystomatidae;Ambystoma;macrodactylum;Ambystoma_macrodactylum;Long-toed Salamander;NAm;USA;i;24;0.2406;Population;1;;46;0.52;0.54;NA;NA;38.649;-120.056;18;22;59;37;1.44317E+12;1443168222;;;;;;;;;;;;;;
4269;R400;2010;Amphibia;Ambystomatidae;Ambystoma;macrodactylum;Ambystoma_macrodactylum;Long-toed Salamander;NAm;USA;j;24;0.2118;Population;1;;46;0.52;0.59;NA;NA;38.647;-120.141;18;22;59;37;1.44317E+12;1443168222;;;;;;;;;;;;;;
4270;R400;2010;Amphibia;Ambystomatidae;Ambystoma;macrodactylum;Ambystoma_macrodactylum;Long-toed Salamander;NAm;USA;k;20;0.2235;Population;1;;46;0.54;0.59;NA;NA;38.645;-120.139;18;22;59;37;1.44317E+12;1443168222;;;;;;;;;;;;;;
4271;R400;2010;Amphibia;Ambystomatidae;Ambystoma;macrodactylum;Ambystoma_macrodactylum;Long-toed Salamander;NAm;USA;l;19;0.2524;Population;1;;46;0.53;0.53;NA;NA;38.644;-120.094;18;22;59;37;1.44317E+12;1443168222;;;;;;;;;;;;;;
4272;R400;2010;Amphibia;Ambystomatidae;Ambystoma;macrodactylum;Ambystoma_macrodactylum;Long-toed Salamander;NAm;USA;m;24;0.2118;Population;1;;46;0.5;0.56;NA;NA;38.642;-120.069;18;22;59;37;1.44317E+12;1443168222;;;;;;;;;;;;;;
4273;R400;2010;Amphibia;Ambystomatidae;Ambystoma;macrodactylum;Ambystoma_macrodactylum;Long-toed Salamander;NAm;USA;n;17;0.2388;Population;1;;46;0.49;0.49;NA;NA;38.64;-120.079;18;22;59;37;1.44317E+12;1443168222;;;;;;;;;;;;;;
4274;R400;2010;Amphibia;Ambystomatidae;Ambystoma;macrodactylum;Ambystoma_macrodactylum;Long-toed Salamander;NAm;USA;o;24;0.1676;Population;1;;46;0.61;0.62;NA;NA;38.639;-120.069;18;22;59;37;1.44317E+12;1443168222;;;;;;;;;;;;;;
