PopId;RefID;Year;TaxaClass;Family;Genus;Species;G_s;Common;Continent;Country;Location;n;FST;GlobalFST;PopsCombo;GroupedCoord;N.Population;Ho;He;MNA;AR;Lat;Long;Msats;Lat_extent;Lat_max_DD;Lat_min_DD;Sum_areaM;Sum_areaKM;;;;;;;;;;;;;;
4275;R400;2010;Amphibia;Ambystomatidae;Ambystoma;macrodactylum;Ambystoma_macrodactylum;Long-toed Salamander;NAm;USA;p;17;0.1482;Population;1;;46;0.63;0.67;NA;NA;38.633;-120.08;18;22;59;37;1.44317E+12;1443168222;;;;;;;;;;;;;;
4276;R400;2010;Amphibia;Ambystomatidae;Ambystoma;macrodactylum;Ambystoma_macrodactylum;Long-toed Salamander;NAm;USA;q;16;0.1835;Population;1;;46;0.54;0.6;NA;NA;38.633;-120.092;18;22;59;37;1.44317E+12;1443168222;;;;;;;;;;;;;;
4277;R400;2010;Amphibia;Ambystomatidae;Ambystoma;macrodactylum;Ambystoma_macrodactylum;Long-toed Salamander;NAm;USA;r;24;0.1694;Population;1;;46;0.59;0.63;NA;NA;38.629;-120.088;18;22;59;37;1.44317E+12;1443168222;;;;;;;;;;;;;;
4278;R401 & R229;2005;Amphibia;Ambystomatidae;Ambystoma;tigrinum;Ambystoma_tigrinum;Blotched tiger salamander;NAm;USA;Buck;16;0.3448;Population;1;;8;0.219;0.212;2.125;NA;44.979324;-110.442013;8;34;53;19;259895510.2;259895.5102;;;;;;;;;;;;;;
4279;R401 & R229;2005;Amphibia;Ambystomatidae;Ambystoma;tigrinum;Ambystoma_tigrinum;Blotched tiger salamander;NAm;USA;Bunsen 2&3;40;0.1671;Population;2;Middle;8;0.362;0.345;2;NA;44.947259;-110.694012;8;34;53;19;259895510.2;259895.5102;;;;;;;;;;;;;;
4280;R401 & R229;2005;Amphibia;Ambystomatidae;Ambystoma;tigrinum;Ambystoma_tigrinum;Blotched tiger salamander;NAm;USA;Everts 2&4;35;0.1812;Population;2;Middle;8;0.239;0.288;2.375;NA;44.989038;-110.632901;8;34;53;19;259895510.2;259895.5102;;;;;;;;;;;;;;
4281;R401 & R229;2005;Amphibia;Ambystomatidae;Ambystoma;tigrinum;Ambystoma_tigrinum;Blotched tiger salamander;NAm;USA;Gardiner 1;20;0.2599;Population;1;;8;0.28;0.358;2.375;NA;45.032727;-110.764737;8;34;53;19;259895510.2;259895.5102;;;;;;;;;;;;;;
4282;R401 & R229;2005;Amphibia;Ambystomatidae;Ambystoma;tigrinum;Ambystoma_tigrinum;Blotched tiger salamander;NAm;USA;Gardiner 2;31;0.2974;Population;1;;8;0.23;0.263;2.125;NA;45.015255;-110.759243;8;34;53;19;259895510.2;259895.5102;;;;;;;;;;;;;;
4283;R401 & R229;2005;Amphibia;Ambystomatidae;Ambystoma;tigrinum;Ambystoma_tigrinum;Blotched tiger salamander;NAm;USA;Gardiner 3;16;0.2497;Population;1;;8;0.301;0.347;2.375;NA;45.000692;-110.748944;8;34;53;19;259895510.2;259895.5102;;;;;;;;;;;;;;
4284;R401 & R229;2005;Amphibia;Ambystomatidae;Ambystoma;tigrinum;Ambystoma_tigrinum;Blotched tiger salamander;NAm;USA;SC 34;18;0.2491;Population;1;;8;0.347;0.356;2;NA;44.966209;-110.493512;8;34;53;19;259895510.2;259895.5102;;;;;;;;;;;;;;
4285;R401 & R229;2005;Amphibia;Ambystomatidae;Ambystoma;tigrinum;Ambystoma_tigrinum;Blotched tiger salamander;NAm;USA;SC 38;23;0.1563;Population;1;;8;0.368;0.371;2.625;NA;44.981753;-110.477719;8;34;53;19;259895510.2;259895.5102;;;;;;;;;;;;;;
4286;R402;2014;Amphibia;Ambystomatidae;Ambystoma;tigrinum;Ambystoma_tigrinum;Sonora tiger salamander;NAm;USA;BOD;33;0.122;Population;1;;14;0.17;0.317;3.3;3.3;31.402469;-110.497398;10;34;53;19;259895510.2;259895.5102;;;;;;;;;;;;;;
4287;R402;2014;Amphibia;Ambystomatidae;Ambystoma;tigrinum;Ambystoma_tigrinum;Sonora tiger salamander;NAm;USA;CAD;10;0.1015;Population;1;;14;0.27;0.429;2.8;2.6;31.386058;-110.406075;10;34;53;19;259895510.2;259895.5102;;;;;;;;;;;;;;
4288;R402;2014;Amphibia;Ambystomatidae;Ambystoma;tigrinum;Ambystoma_tigrinum;Sonora tiger salamander;NAm;USA;DAN;18;0.1581;Population;1;;14;0.056;0.205;2.3;1.9;31.399539;-110.517998;10;34;53;19;259895510.2;259895.5102;;;;;;;;;;;;;;
4289;R402;2014;Amphibia;Ambystomatidae;Ambystoma;tigrinum;Ambystoma_tigrinum;Sonora tiger salamander;NAm;USA;GYP;17;0.0723;Population;1;;14;0.229;0.31;3.2;3.2;31.380782;-110.485725;10;34;53;19;259895510.2;259895.5102;;;;;;;;;;;;;;
4290;R402;2014;Amphibia;Ambystomatidae;Ambystoma;tigrinum;Ambystoma_tigrinum;Sonora tiger salamander;NAm;USA;HDI;11;0.1104;Population;1;;14;0.227;0.324;2.9;2.7;31.395436;-110.45414;10;34;53;19;259895510.2;259895.5102;;;;;;;;;;;;;;
4291;R402;2014;Amphibia;Ambystomatidae;Ambystoma;tigrinum;Ambystoma_tigrinum;Sonora tiger salamander;NAm;USA;HUA;22;0.1037;Population;1;;14;0.15;0.307;3.7;3.4;31.364953;-110.522118;10;34;53;19;259895510.2;259895.5102;;;;;;;;;;;;;;
4292;R402;2014;Amphibia;Ambystomatidae;Ambystoma;tigrinum;Ambystoma_tigrinum;Sonora tiger salamander;NAm;USA;INZ+OUT;27;0.093;Population;2;One Pop;14;0.178;0.374;3.25;3.15;31.407158;-110.507011;10;34;53;19;259895510.2;259895.5102;;;;;;;;;;;;;;
4293;R402;2014;Amphibia;Ambystomatidae;Ambystoma;tigrinum;Ambystoma_tigrinum;Sonora tiger salamander;NAm;USA;LES;10;0.2168;Population;1;;14;0.23;0.436;2.7;2.5;31.414776;-110.509758;10;34;53;19;259895510.2;259895.5102;;;;;;;;;;;;;;
4294;R402;2014;Amphibia;Ambystomatidae;Ambystoma;tigrinum;Ambystoma_tigrinum;Sonora tiger salamander;NAm;USA;MVT;14;0.1697;Population;1;;14;0.35;0.399;3;2.6;31.459887;-110.549583;10;34;53;19;259895510.2;259895.5102;;;;;;;;;;;;;;
4295;R402;2014;Amphibia;Ambystomatidae;Ambystoma;tigrinum;Ambystoma_tigrinum;Sonora tiger salamander;NAm;USA;PC1;17;0.1264;Population;1;;14;0.153;0.335;2.8;2.4;31.342671;-110.55851;10;34;53;19;259895510.2;259895.5102;;;;;;;;;;;;;;
4296;R402;2014;Amphibia;Ambystomatidae;Ambystoma;tigrinum;Ambystoma_tigrinum;Sonora tiger salamander;NAm;USA;PYL;13;0.1278;Population;1;;14;0.157;0.299;2.4;2.3;31.340912;-110.471992;10;34;53;19;259895510.2;259895.5102;;;;;;;;;;;;;;
4297;R402;2014;Amphibia;Ambystomatidae;Ambystoma;tigrinum;Ambystoma_tigrinum;Sonora tiger salamander;NAm;USA;SCE;40;0.2009;Population;1;;14;0.209;0.343;3.7;3.7;31.352054;-110.415688;10;34;53;19;259895510.2;259895.5102;;;;;;;;;;;;;;
4298;R402;2014;Amphibia;Ambystomatidae;Ambystoma;tigrinum;Ambystoma_tigrinum;Sonora tiger salamander;NAm;USA;TER+WTT;22;0.1312;Population;2;One Pop;14;0.123;0.23;2.35;1.95;31.418878;-110.593529;10;34;53;19;259895510.2;259895.5102;;;;;;;;;;;;;;
4299;R402;2014;Amphibia;Ambystomatidae;Ambystoma;tigrinum;Ambystoma_tigrinum;Sonora tiger salamander;NAm;USA;WHN;21;0.1415;Population;1;;14;0.259;0.404;3.3;3.1;31.455787;-110.45826;10;34;53;19;259895510.2;259895.5102;;;;;;;;;;;;;;
4300;R234;2014;Amphibia;Ambystomatidae;Ambystoma;leorae;Ambystoma_leorae;Lenora's Stream Salamander;NAm;MEX;Iztaccihuatl-Popocatepetl National Park D1;27;0.024;Population;1;;3;0.79;0.58;4.3;NA;19.3525;-98.66972222;9;0;19;19;35300938.61;35300.93861;;;;;;;;;;;;;;
4301;R234;2014;Amphibia;Ambystomatidae;Ambystoma;leorae;Ambystoma_leorae;Lenora's Stream Salamander;NAm;MEX;Iztaccihuatl-Popocatepetl National Park D2;61;0.0235;Population;1;;3;0.57;0.58;3.9;NA;19.5902777;-98.1269444;9;0;19;19;35300938.61;35300.93861;;;;;;;;;;;;;;
4302;R234;2014;Amphibia;Ambystomatidae;Ambystoma;leorae;Ambystoma_leorae;Lenora's Stream Salamander;NAm;MEX;Iztaccihuatl-Popocatepetl National Park D3ñD6;79;0.0165;Population;4;Middle;3;0.62;0.67;5;NA;19.111325;-98.607505;9;0;19;19;35300938.61;35300.93861;;;;;;;;;;;;;;
4303;R403;2014;Amphibia;Ambystomatidae;Ambystoma;leorae;Ambystoma_leorae;Lenora's Stream Salamander;NAm;MEX;Volcano Tlaloc 1;31;0.0245;Population;1;;3;0.849;0.616;4.22;3.889;19.3525;-98.6697;9;0;19;19;35300938.61;35300.93861;;;;;;;;;;;;;;
4304;R403;2014;Amphibia;Ambystomatidae;Ambystoma;leorae;Ambystoma_leorae;Lenora's Stream Salamander;NAm;MEX;Volcano Tlaloc 2;22;0.024;Population;1;;3;0.763;0.627;3.88;4.441;19.5902;-99.126;9;0;19;19;35300938.61;35300.93861;;;;;;;;;;;;;;
4305;R403;2014;Amphibia;Ambystomatidae;Ambystoma;leorae;Ambystoma_leorae;Lenora's Stream Salamander;NAm;MEX;Volcano Tlaloc 3;44;0.0166;Population;1;;3;0.803;0.596;5;4.441;19.3525;-98.6697;9;0;19;19;35300938.61;35300.93861;;;;;;;;;;;;;;
4306;R404;2013;Amphibia;Ambystomatidae;Ambystoma;maculatum;Ambystoma_maculatum;Spotted Salamander;NAm;USA;Meander early;19;0.0698;Population;1;;3;NA;NA;NA;NA;41.251014;-81.553754;8;22;52;30;8.93298E+12;8932979391;;;;;;;;;;;;;;
4307;R404;2013;Amphibia;Ambystomatidae;Ambystoma;maculatum;Ambystoma_maculatum;Spotted Salamander;NAm;USA;Meander late;13;0.0576;Population;1;;3;NA;NA;NA;NA;41.251014;-81.553754;8;22;52;30;8.93298E+12;8932979391;;;;;;;;;;;;;;
4308;R404;2013;Amphibia;Ambystomatidae;Ambystoma;maculatum;Ambystoma_maculatum;Spotted Salamander;NAm;USA;Multiflora + Lock 24;57;0.0329;Population;2;Middle;3;NA;NA;NA;NA;41.167645;-81.577299;8;22;52;30;8.93298E+12;8932979391;;;;;;;;;;;;;;
4309;R405;2014;Amphibia;Ambystomatidae;Ambystoma;tigrinum;Ambystoma_tigrinum;Tiger salamander;NAm;USA;New Jersey;96;0.1286;Population;1;;2;0.44;0.463;1.978;NA;39.046702;-74.879585;12;34;53;19;259895510.2;259895.5102;;;;;;;;;;;;;;
4310;R405;2014;Amphibia;Ambystomatidae;Ambystoma;tigrinum;Ambystoma_tigrinum;Tiger salamander;NAm;USA;New York;343;0.1872;Population;1;;2;0.396;0.481;2.118;NA;40.860165;-72.865614;12;34;53;19;259895510.2;259895.5102;;;;;;;;;;;;;;
4311;R406;2014;Amphibia;Ambystomatidae;Ambystoma;californiense;Ambystoma_californiense;California tiger salamander;NAm;USA;Los Vaqueros 1;14;0.056;Population;1;;16;0.589;NA;9.778;NA;37.790834;-121.729104;9;4;39;35;145250491.4;145250.4914;;;;;;;;;;;;;;
4312;R406;2014;Amphibia;Ambystomatidae;Ambystoma;californiense;Ambystoma_californiense;California tiger salamander;NAm;USA;Los Vaqueros 10;14;0.0632;Population;1;;16;NA;NA;NA;NA;37.774203;-121.734474;9;4;39;35;145250491.4;145250.4914;;;;;;;;;;;;;;
4313;R406;2014;Amphibia;Ambystomatidae;Ambystoma;californiense;Ambystoma_californiense;California tiger salamander;NAm;USA;Los Vaqueros 11;14;0.0986;Population;1;;16;NA;NA;NA;NA;37.819862;-121.688692;9;4;39;35;145250491.4;145250.4914;;;;;;;;;;;;;;
4314;R406;2014;Amphibia;Ambystomatidae;Ambystoma;californiense;Ambystoma_californiense;California tiger salamander;NAm;USA;Los Vaqueros 12;14;0.0563;Population;1;;16;NA;NA;NA;NA;37.765889;-121.72781;9;4;39;35;145250491.4;145250.4914;;;;;;;;;;;;;;
4315;R406;2014;Amphibia;Ambystomatidae;Ambystoma;californiense;Ambystoma_californiense;California tiger salamander;NAm;USA;Los Vaqueros 13;14;0.0625;Population;1;;16;NA;NA;NA;NA;37.869366;-121.703989;9;4;39;35;145250491.4;145250.4914;;;;;;;;;;;;;;
4316;R406;2014;Amphibia;Ambystomatidae;Ambystoma;californiense;Ambystoma_californiense;California tiger salamander;NAm;USA;Los Vaqueros 14;14;0.1032;Population;1;;16;NA;NA;NA;NA;37.85665;-121.742821;9;4;39;35;145250491.4;145250.4914;;;;;;;;;;;;;;
4317;R406;2014;Amphibia;Ambystomatidae;Ambystoma;californiense;Ambystoma_californiense;California tiger salamander;NAm;USA;Los Vaqueros 15;14;0.0758;Population;1;;16;NA;NA;NA;NA;37.790701;-121.76733;9;4;39;35;145250491.4;145250.4914;;;;;;;;;;;;;;
4318;R406;2014;Amphibia;Ambystomatidae;Ambystoma;californiense;Ambystoma_californiense;California tiger salamander;NAm;USA;Los Vaqueros 16;14;0.08;Population;1;;16;NA;NA;NA;NA;37.780561;-121.768415;9;4;39;35;145250491.4;145250.4914;;;;;;;;;;;;;;
4319;R406;2014;Amphibia;Ambystomatidae;Ambystoma;californiense;Ambystoma_californiense;California tiger salamander;NAm;USA;Los Vaqueros 2;14;0.0669;Population;1;;16;NA;NA;NA;NA;37.840147;-121.760971;9;4;39;35;145250491.4;145250.4914;;;;;;;;;;;;;;
4320;R406;2014;Amphibia;Ambystomatidae;Ambystoma;californiense;Ambystoma_californiense;California tiger salamander;NAm;USA;Los Vaqueros 3;14;0.0581;Population;1;;16;NA;NA;NA;NA;37.859647;-121.691586;9;4;39;35;145250491.4;145250.4914;;;;;;;;;;;;;;
4321;R406;2014;Amphibia;Ambystomatidae;Ambystoma;californiense;Ambystoma_californiense;California tiger salamander;NAm;USA;Los Vaqueros 4;14;0.0827;Population;1;;16;NA;NA;NA;NA;37.807572;-121.7211;9;4;39;35;145250491.4;145250.4914;;;;;;;;;;;;;;
4322;R406;2014;Amphibia;Ambystomatidae;Ambystoma;californiense;Ambystoma_californiense;California tiger salamander;NAm;USA;Los Vaqueros 5;14;0.0679;Population;1;;16;NA;NA;NA;NA;37.866122;-121.713289;9;4;39;35;145250491.4;145250.4914;;;;;;;;;;;;;;
4323;R406;2014;Amphibia;Ambystomatidae;Ambystoma;californiense;Ambystoma_californiense;California tiger salamander;NAm;USA;Los Vaqueros 6;14;0.0542;Population;1;;16;NA;NA;NA;NA;37.862905;-121.735378;9;4;39;35;145250491.4;145250.4914;;;;;;;;;;;;;;
4324;R406;2014;Amphibia;Ambystomatidae;Ambystoma;californiense;Ambystoma_californiense;California tiger salamander;NAm;USA;Los Vaqueros 7;14;0.1359;Population;1;;16;NA;NA;NA;NA;37.85672;-121.728857;9;4;39;35;145250491.4;145250.4914;;;;;;;;;;;;;;
4325;R406;2014;Amphibia;Ambystomatidae;Ambystoma;californiense;Ambystoma_californiense;California tiger salamander;NAm;USA;Los Vaqueros 8;14;0.1365;Population;1;;16;NA;NA;NA;NA;37.828216;-121.761882;9;4;39;35;145250491.4;145250.4914;;;;;;;;;;;;;;
4326;R406;2014;Amphibia;Ambystomatidae;Ambystoma;californiense;Ambystoma_californiense;California tiger salamander;NAm;USA;Los Vaqueros 9;14;0.0852;Population;1;;16;NA;NA;NA;NA;37.780542;-121.758833;9;4;39;35;145250491.4;145250.4914;;;;;;;;;;;;;;
4327;R407;2011;Amphibia;Ambystomatidae;Ambystoma;californiense;Ambystoma_californiense;California tiger salamander;NAm;USA;Chance Ranch Corral Pond;22;0.089;Population;1;;10;0.92;0.89;NA;18.99;37.489451;-120.425344;11;4;39;35;145250491.4;145250.4914;;;;;;;;;;;;;;
4328;R407;2011;Amphibia;Ambystomatidae;Ambystoma;californiense;Ambystoma_californiense;California tiger salamander;NAm;USA;Chance Ranch Salamander Pond;18;0.086;Population;1;;10;0.77;0.84;NA;20.04;37.500693;-120.424881;11;4;39;35;145250491.4;145250.4914;;;;;;;;;;;;;;
4329;R407;2011;Amphibia;Ambystomatidae;Ambystoma;californiense;Ambystoma_californiense;California tiger salamander;NAm;USA;Cyril Smith Trust Bull Pond;22;0.074;Population;1;;10;0.73;0.81;NA;21.29;37.399972;-120.430787;11;4;39;35;145250491.4;145250.4914;;;;;;;;;;;;;;
4330;R407;2011;Amphibia;Ambystomatidae;Ambystoma;californiense;Ambystoma_californiense;California tiger salamander;NAm;USA;Flying M Conservario Pond;23;0.078;Population;1;;10;0.73;0.78;NA;18.91;37.42373;-120.353419;11;4;39;35;145250491.4;145250.4914;;;;;;;;;;;;;;
4331;R407;2011;Amphibia;Ambystomatidae;Ambystoma;californiense;Ambystoma_californiense;California tiger salamander;NAm;USA;One Eyed Vernal Pool;21;0.068;Population;1;;10;0.77;0.81;NA;21.35;37.33091;-120.355716;11;4;39;35;145250491.4;145250.4914;;;;;;;;;;;;;;
4332;R407;2011;Amphibia;Ambystomatidae;Ambystoma;californiense;Ambystoma_californiense;California tiger salamander;NAm;USA;Virginia Smith Trust La Paloma Pond;20;0.113;Population;1;;10;0.7;0.8;NA;17.76;37.422348;-120.395089;11;4;39;35;145250491.4;145250.4914;;;;;;;;;;;;;;
4333;R407;2011;Amphibia;Ambystomatidae;Ambystoma;californiense;Ambystoma_californiense;California tiger salamander;NAm;USA;Virginia Smith Trust Pond 1;19;0.065;Population;1;;10;0.76;0.82;NA;24.01;37.375294;-120.380202;11;4;39;35;145250491.4;145250.4914;;;;;;;;;;;;;;
4334;R407;2011;Amphibia;Ambystomatidae;Ambystoma;californiense;Ambystoma_californiense;California tiger salamander;NAm;USA;Virginia Smith Trust Pond 2;17;0.077;Population;1;;10;0.74;0.75;NA;14.19;37.405757;-120.381276;11;4;39;35;145250491.4;145250.4914;;;;;;;;;;;;;;
4335;R407;2011;Amphibia;Ambystomatidae;Ambystoma;californiense;Ambystoma_californiense;California tiger salamander;NAm;USA;Virginia Smith Trust Pond 3;20;0.095;Population;1;;10;0.71;0.76;NA;21.64;37.383743;-120.364409;11;4;39;35;145250491.4;145250.4914;;;;;;;;;;;;;;
4336;R407;2011;Amphibia;Ambystomatidae;Ambystoma;californiense;Ambystoma_californiense;California tiger salamander;NAm;USA;Virginia Smith Trust Pond 4;21;0.126;Population;1;;10;0.7;0.82;NA;15.58;37.414028;-120.341251;11;4;39;35;145250491.4;145250.4914;;;;;;;;;;;;;;
4337;R408;2014;Amphibia;Ambystomatidae;Ambystoma;opacum;Ambystoma_opacum;Marbled salamander;NAm;USA;m1;30;0.1076;Population;1;;25;NA;0.654;5.4;4.8;42.438;-72.521;8;14;43;29;1.68364E+12;1683641904;;;;;;;;;;;;;;
4338;R408;2014;Amphibia;Ambystomatidae;Ambystoma;opacum;Ambystoma_opacum;Marbled salamander;NAm;USA;m10;30;0.083;Population;1;;25;NA;0.72;7.4;6;42.291;-72.549;8;14;43;29;1.68364E+12;1683641904;;;;;;;;;;;;;;
4339;R408;2014;Amphibia;Ambystomatidae;Ambystoma;opacum;Ambystoma_opacum;Marbled salamander;NAm;USA;m11;11;0.1744;Population;1;;25;NA;0.612;3.8;3.8;42.25;-72.635;8;14;43;29;1.68364E+12;1683641904;;;;;;;;;;;;;;
4340;R408;2014;Amphibia;Ambystomatidae;Ambystoma;opacum;Ambystoma_opacum;Marbled salamander;NAm;USA;m12;30;0.107;Population;1;;25;NA;0.702;8.1;6.3;42.245;-72.645;8;14;43;29;1.68364E+12;1683641904;;;;;;;;;;;;;;
4341;R408;2014;Amphibia;Ambystomatidae;Ambystoma;opacum;Ambystoma_opacum;Marbled salamander;NAm;USA;m13;29;0.0668;Population;1;;25;NA;0.779;8.1;6.7;42.237;-72.643;8;14;43;29;1.68364E+12;1683641904;;;;;;;;;;;;;;
4342;R408;2014;Amphibia;Ambystomatidae;Ambystoma;opacum;Ambystoma_opacum;Marbled salamander;NAm;USA;m14;30;0.1282;Population;1;;25;NA;0.565;3.9;3.3;42.226;-72.644;8;14;43;29;1.68364E+12;1683641904;;;;;;;;;;;;;;
4343;R408;2014;Amphibia;Ambystomatidae;Ambystoma;opacum;Ambystoma_opacum;Marbled salamander;NAm;USA;m15;30;0.0686;Population;1;;25;NA;0.766;8.5;6.8;42.225;-72.644;8;14;43;29;1.68364E+12;1683641904;;;;;;;;;;;;;;
4344;R408;2014;Amphibia;Ambystomatidae;Ambystoma;opacum;Ambystoma_opacum;Marbled salamander;NAm;USA;m16-m21;178;0.0479;Population;6;Middle;25;NA;0.783;9.066;7.166;42.221;-72.646;8;14;43;29;1.68364E+12;1683641904;;;;;;;;;;;;;;
4345;R408;2014;Amphibia;Ambystomatidae;Ambystoma;opacum;Ambystoma_opacum;Marbled salamander;NAm;USA;m2;30;0.0874;Population;1;;25;NA;0.725;7.1;5.9;42.389;-72.667;8;14;43;29;1.68364E+12;1683641904;;;;;;;;;;;;;;
4346;R408;2014;Amphibia;Ambystomatidae;Ambystoma;opacum;Ambystoma_opacum;Marbled salamander;NAm;USA;m22;30;0.0656;Population;1;;25;NA;0.803;8.6;6.9;42.202;-72.65;8;14;43;29;1.68364E+12;1683641904;;;;;;;;;;;;;;
4347;R408;2014;Amphibia;Ambystomatidae;Ambystoma;opacum;Ambystoma_opacum;Marbled salamander;NAm;USA;m23;30;0.0689;Population;1;;25;NA;0.835;10.1;7.8;42.201;-72.651;8;14;43;29;1.68364E+12;1683641904;;;;;;;;;;;;;;
4348;R408;2014;Amphibia;Ambystomatidae;Ambystoma;opacum;Ambystoma_opacum;Marbled salamander;NAm;USA;m24;30;0.129;Population;1;;25;NA;0.638;5.1;4.5;42.153;-72.676;8;14;43;29;1.68364E+12;1683641904;;;;;;;;;;;;;;
4349;R408;2014;Amphibia;Ambystomatidae;Ambystoma;opacum;Ambystoma_opacum;Marbled salamander;NAm;USA;m25;30;0.087;Population;1;;25;NA;0.798;8.3;6.8;42.157;-72.676;8;14;43;29;1.68364E+12;1683641904;;;;;;;;;;;;;;
4350;R408;2014;Amphibia;Ambystomatidae;Ambystoma;opacum;Ambystoma_opacum;Marbled salamander;NAm;USA;m26;30;0.084;Population;1;;25;NA;0.712;6.4;5.4;42.148;-72.678;8;14;43;29;1.68364E+12;1683641904;;;;;;;;;;;;;;
4351;R408;2014;Amphibia;Ambystomatidae;Ambystoma;opacum;Ambystoma_opacum;Marbled salamander;NAm;USA;m27;20;0.0796;Population;1;;25;NA;0.826;8.4;7.2;42.153;-72.681;8;14;43;29;1.68364E+12;1683641904;;;;;;;;;;;;;;
4352;R408;2014;Amphibia;Ambystomatidae;Ambystoma;opacum;Ambystoma_opacum;Marbled salamander;NAm;USA;m28;30;0.1298;Population;1;;25;NA;0.718;4.3;3.9;42.057;-72.264;8;14;43;29;1.68364E+12;1683641904;;;;;;;;;;;;;;
4353;R408;2014;Amphibia;Ambystomatidae;Ambystoma;opacum;Ambystoma_opacum;Marbled salamander;NAm;USA;m29;30;0.1015;Population;1;;25;NA;0.756;6.8;5.7;42.036;-72.3;8;14;43;29;1.68364E+12;1683641904;;;;;;;;;;;;;;
4354;R408;2014;Amphibia;Ambystomatidae;Ambystoma;opacum;Ambystoma_opacum;Marbled salamander;NAm;USA;m3;30;0.0879;Population;1;;25;NA;0.747;7.4;6.2;42.3915;-72.668;8;14;43;29;1.68364E+12;1683641904;;;;;;;;;;;;;;
4355;R408;2014;Amphibia;Ambystomatidae;Ambystoma;opacum;Ambystoma_opacum;Marbled salamander;NAm;USA;m4;30;0.2196;Population;1;;25;NA;0.479;2.5;2.4;42.338;-72.706;8;14;43;29;1.68364E+12;1683641904;;;;;;;;;;;;;;
4356;R408;2014;Amphibia;Ambystomatidae;Ambystoma;opacum;Ambystoma_opacum;Marbled salamander;NAm;USA;m5;29;0.0997;Population;1;;25;NA;0.76;7.5;6.2;42.323;-72.695;8;14;43;29;1.68364E+12;1683641904;;;;;;;;;;;;;;
4357;R408;2014;Amphibia;Ambystomatidae;Ambystoma;opacum;Ambystoma_opacum;Marbled salamander;NAm;USA;m6;31;0.1236;Population;1;;25;NA;0.655;6;4.8;42.297;-72.534;8;14;43;29;1.68364E+12;1683641904;;;;;;;;;;;;;;
4358;R408;2014;Amphibia;Ambystomatidae;Ambystoma;opacum;Ambystoma_opacum;Marbled salamander;NAm;USA;m7;30;0.1001;Population;1;;25;NA;0.732;7.3;5.9;42.298;-72.536;8;14;43;29;1.68364E+12;1683641904;;;;;;;;;;;;;;
4359;R408;2014;Amphibia;Ambystomatidae;Ambystoma;opacum;Ambystoma_opacum;Marbled salamander;NAm;USA;m8;30;0.062;Population;1;;25;NA;0.819;8.5;7.1;42.298;-72.539;8;14;43;29;1.68364E+12;1683641904;;;;;;;;;;;;;;
4360;R408;2014;Amphibia;Ambystomatidae;Ambystoma;opacum;Ambystoma_opacum;Marbled salamander;NAm;USA;m9;30;0.0729;Population;1;;25;NA;0.776;7.9;6.4;42.294;-72.546;8;14;43;29;1.68364E+12;1683641904;;;;;;;;;;;;;;
4361;R408;2014;Amphibia;Ambystomatidae;Ambystoma;maculatum;Ambystoma_maculatum;Spotted Salamander;NAm;USA;s1-s19;440;0.0251;Population;19;Middle;25;NA;0.744;7.005;6.105;42.674;-72.319;8;22;52;30;8.93298E+12;8932979391;;;;;;;;;;;;;;
4362;R409;2007;Amphibia;Ambystomatidae;Ambystoma;maculatum;Ambystoma_maculatum;Spotted Salamander;NAm;USA;AP+BF+BP+RP+SP+GS+HP+NSG;206;0.0589;Population;8;Middle;22;0.492;0.689;NA;2.53;42.40642014;-76.39681597;11;22;52;30;8.93298E+12;8932979391;;;;;;;;;;;;;;
4363;R409;2007;Amphibia;Ambystomatidae;Ambystoma;maculatum;Ambystoma_maculatum;Spotted Salamander;NAm;USA;BOG;25;0.103;Population;1;;22;0.46;0.634;NA;2.59;42.52814722;-76.82548611;11;22;52;30;8.93298E+12;8932979391;;;;;;;;;;;;;;
4364;R409;2007;Amphibia;Ambystomatidae;Ambystoma;maculatum;Ambystoma_maculatum;Spotted Salamander;NAm;USA;BR;23;0.0672;Population;1;;22;0.5;0.709;NA;2.53;42.32544444;-76.52058333;11;22;52;30;8.93298E+12;8932979391;;;;;;;;;;;;;;
4365;R409;2007;Amphibia;Ambystomatidae;Ambystoma;maculatum;Ambystoma_maculatum;Spotted Salamander;NAm;USA;BUF;26;0.055;Population;1;;22;0.557;0.73;NA;2.53;42.40794444;-76.51197222;11;22;52;30;8.93298E+12;8932979391;;;;;;;;;;;;;;
4366;R409;2007;Amphibia;Ambystomatidae;Ambystoma;maculatum;Ambystoma_maculatum;Spotted Salamander;NAm;USA;CEP;15;0.0764;Population;1;;22;0.638;0.712;NA;2.59;42.51030556;-76.31411111;11;22;52;30;8.93298E+12;8932979391;;;;;;;;;;;;;;
4367;R409;2007;Amphibia;Ambystomatidae;Ambystoma;maculatum;Ambystoma_maculatum;Spotted Salamander;NAm;USA;CL;21;0.0996;Population;1;;22;0.537;0.695;NA;2.59;42.43377778;-76.30588889;11;22;52;30;8.93298E+12;8932979391;;;;;;;;;;;;;;
4368;R409;2007;Amphibia;Ambystomatidae;Ambystoma;maculatum;Ambystoma_maculatum;Spotted Salamander;NAm;USA;CNC;29;0.0812;Population;1;;22;0.487;0.664;NA;2.53;42.50402778;-76.45908333;11;22;52;30;8.93298E+12;8932979391;;;;;;;;;;;;;;
