"V1","spp","CommonName","Source","PrimerNote","Country","Site","lat","lon","stockid","CollectionYear","NumMarkers","MarkerName","CrossSpp","n","Repeat","He","Hese","file","spp_new"
6238,"Mycteroperca microlepis","Gag","Cushman et al. 2009 CJFAS",0,"USA","North Carolina",34.395923,-76.355826,"GAGSATLC","1999-2005",1,"CA2",1,165,"2",0.773,NA,"ppdat","Mycteroperca microlepis"
6239,"Mycteroperca microlepis","Gag","Cushman et al. 2009 CJFAS",0,"USA","North Carolina",34.395923,-76.355826,"GAGSATLC","1999-2005",1,"CA6",1,165,"2",0.706,NA,"ppdat","Mycteroperca microlepis"
6240,"Mycteroperca microlepis","Gag","Cushman et al. 2009 CJFAS",0,"USA","North Carolina",34.395923,-76.355826,"GAGSATLC","1999-2005",1,"GAG045",0,165,"2",0.752,NA,"ppdat","Mycteroperca microlepis"
6241,"Mycteroperca microlepis","Gag","Cushman et al. 2009 CJFAS",0,"USA","North Carolina",34.395923,-76.355826,"GAGSATLC","1999-2005",1,"MBO029",1,164,"2",0.93,NA,"ppdat","Mycteroperca microlepis"
6242,"Mycteroperca microlepis","Gag","Cushman et al. 2009 CJFAS",0,"USA","North Carolina",34.395923,-76.355826,"GAGSATLC","1999-2005",1,"GAG023",0,165,"2",0.925,NA,"ppdat","Mycteroperca microlepis"
6243,"Mycteroperca microlepis","Gag","Cushman et al. 2009 CJFAS",0,"USA","North Carolina",34.395923,-76.355826,"GAGSATLC","1999-2005",1,"MBO086",1,165,"2",0.908,NA,"ppdat","Mycteroperca microlepis"
6244,"Mycteroperca microlepis","Gag","Cushman et al. 2009 CJFAS",0,"USA","North Carolina",34.395923,-76.355826,"GAGSATLC","1999-2005",1,"GAG038",0,163,"2",0.692,NA,"ppdat","Mycteroperca microlepis"
6245,"Mycteroperca microlepis","Gag","Cushman et al. 2009 CJFAS",0,"USA","North Carolina",34.395923,-76.355826,"GAGSATLC","1999-2005",1,"GAG010",0,165,"2",0.906,NA,"ppdat","Mycteroperca microlepis"
6246,"Mycteroperca microlepis","Gag","Cushman et al. 2009 CJFAS",0,"USA","North Carolina",34.395923,-76.355826,"GAGSATLC","1999-2005",1,"MBO088",1,165,"2",0.931,NA,"ppdat","Mycteroperca microlepis"
6247,"Mycteroperca microlepis","Gag","Cushman et al. 2009 CJFAS",0,"USA","North Carolina",34.395923,-76.355826,"GAGSATLC","1999-2005",1,"GAG007",0,165,"2",0.464,NA,"ppdat","Mycteroperca microlepis"
6248,"Mycteroperca microlepis","Gag","Cushman et al. 2009 CJFAS",0,"USA","Northwestern coast of Florida",28.833642,-84.863595,"GAGGM","",1,"MBO088",1,211,"2",0.934,NA,"ppdat","Mycteroperca microlepis"
6249,"Mycteroperca microlepis","Gag","Cushman et al. 2009 CJFAS",0,"USA","Northwestern coast of Florida",28.833642,-84.863595,"GAGGM","",1,"MBO029",1,211,"2",0.922,NA,"ppdat","Mycteroperca microlepis"
6250,"Mycteroperca microlepis","Gag","Cushman et al. 2009 CJFAS",0,"USA","Northwestern coast of Florida",28.833642,-84.863595,"GAGGM","",1,"MBO086",1,211,"2",0.909,NA,"ppdat","Mycteroperca microlepis"
6251,"Mycteroperca microlepis","Gag","Cushman et al. 2009 CJFAS",0,"USA","Northwestern coast of Florida",28.833642,-84.863595,"GAGGM","",1,"MBO048",1,207,"4",0.718,NA,"ppdat","Mycteroperca microlepis"
6252,"Mycteroperca microlepis","Gag","Cushman et al. 2009 CJFAS",0,"USA","Northwestern coast of Florida",28.833642,-84.863595,"GAGGM","",1,"CA6",1,209,"2",0.739,NA,"ppdat","Mycteroperca microlepis"
6253,"Mycteroperca microlepis","Gag","Cushman et al. 2009 CJFAS",0,"USA","Northwestern coast of Florida",28.833642,-84.863595,"GAGGM","",1,"GAG045",0,208,"2",0.767,NA,"ppdat","Mycteroperca microlepis"
6254,"Mycteroperca microlepis","Gag","Cushman et al. 2009 CJFAS",0,"USA","Northwestern coast of Florida",28.833642,-84.863595,"GAGGM","",1,"GAG023",0,211,"2",0.913,NA,"ppdat","Mycteroperca microlepis"
6255,"Mycteroperca microlepis","Gag","Cushman et al. 2009 CJFAS",0,"USA","Northwestern coast of Florida",28.833642,-84.863595,"GAGGM","",1,"GAG038",0,208,"2",0.666,NA,"ppdat","Mycteroperca microlepis"
6256,"Mycteroperca microlepis","Gag","Cushman et al. 2009 CJFAS",0,"USA","Northwestern coast of Florida",28.833642,-84.863595,"GAGGM","",1,"GAG007",0,208,"2",0.48,NA,"ppdat","Mycteroperca microlepis"
6257,"Mycteroperca microlepis","Gag","Cushman et al. 2009 CJFAS",0,"USA","Northwestern coast of Florida",28.833642,-84.863595,"GAGGM","",1,"CA2",1,211,"2",0.76,NA,"ppdat","Mycteroperca microlepis"
6258,"Mycteroperca microlepis","Gag","Cushman et al. 2009 CJFAS",0,"USA","Northwestern coast of Florida",28.833642,-84.863595,"GAGGM","",1,"GAG010",0,211,"2",0.915,NA,"ppdat","Mycteroperca microlepis"
6259,"Mycteroperca microlepis","Gag","Cushman et al. 2009 CJFAS",0,"USA","South Carolina",32.787385,-79.109024,"GAGSATLC","1999-2001",1,"CA2",1,124,"2",0.71,NA,"ppdat","Mycteroperca microlepis"
6260,"Mycteroperca microlepis","Gag","Cushman et al. 2009 CJFAS",0,"USA","South Carolina",32.787385,-79.109024,"GAGSATLC","1999-2001",1,"GAG023",0,124,"2",0.911,NA,"ppdat","Mycteroperca microlepis"
6261,"Mycteroperca microlepis","Gag","Cushman et al. 2009 CJFAS",0,"USA","South Carolina",32.787385,-79.109024,"GAGSATLC","1999-2001",1,"MBO086",1,124,"2",0.907,NA,"ppdat","Mycteroperca microlepis"
6262,"Mycteroperca microlepis","Gag","Cushman et al. 2009 CJFAS",0,"USA","South Carolina",32.787385,-79.109024,"GAGSATLC","1999-2001",1,"GAG038",0,123,"2",0.632,NA,"ppdat","Mycteroperca microlepis"
6263,"Mycteroperca microlepis","Gag","Cushman et al. 2009 CJFAS",0,"USA","South Carolina",32.787385,-79.109024,"GAGSATLC","1999-2001",1,"MBO088",1,123,"2",0.941,NA,"ppdat","Mycteroperca microlepis"
6264,"Mycteroperca microlepis","Gag","Cushman et al. 2009 CJFAS",0,"USA","South Carolina",32.787385,-79.109024,"GAGSATLC","1999-2001",1,"MBO048",1,123,"4",0.722,NA,"ppdat","Mycteroperca microlepis"
6265,"Mycteroperca microlepis","Gag","Cushman et al. 2009 CJFAS",0,"USA","South Carolina",32.787385,-79.109024,"GAGSATLC","1999-2001",1,"CA6",1,124,"2",0.7,NA,"ppdat","Mycteroperca microlepis"
6266,"Mycteroperca microlepis","Gag","Cushman et al. 2009 CJFAS",0,"USA","South Carolina",32.787385,-79.109024,"GAGSATLC","1999-2001",1,"GAG010",0,124,"2",0.905,NA,"ppdat","Mycteroperca microlepis"
6267,"Mycteroperca microlepis","Gag","Cushman et al. 2009 CJFAS",0,"USA","South Carolina",32.787385,-79.109024,"GAGSATLC","1999-2001",1,"GAG007",0,124,"2",0.499,NA,"ppdat","Mycteroperca microlepis"
6268,"Mycteroperca microlepis","Gag","Cushman et al. 2009 CJFAS",0,"USA","South Carolina",32.787385,-79.109024,"GAGSATLC","1999-2001",1,"GAG045",0,124,"2",0.754,NA,"ppdat","Mycteroperca microlepis"
6269,"Mycteroperca microlepis","Gag","Cushman et al. 2009 CJFAS",0,"USA","South Carolina",32.787385,-79.109024,"GAGSATLC","1999-2001",1,"MBO029",1,124,"2",0.925,NA,"ppdat","Mycteroperca microlepis"
6270,"Mycteroperca microlepis","Gag","Cushman et al. 2009 CJFAS",0,"USA","Southwestern coast of Florida",26.119191,-82.804319,"GAGGM","",1,"GAG023",0,128,"2",0.915,NA,"ppdat","Mycteroperca microlepis"
6271,"Mycteroperca microlepis","Gag","Cushman et al. 2009 CJFAS",0,"USA","Southwestern coast of Florida",26.119191,-82.804319,"GAGGM","",1,"CA6",1,131,"2",0.719,NA,"ppdat","Mycteroperca microlepis"
6272,"Mycteroperca microlepis","Gag","Cushman et al. 2009 CJFAS",0,"USA","Southwestern coast of Florida",26.119191,-82.804319,"GAGGM","",1,"GAG045",0,129,"2",0.768,NA,"ppdat","Mycteroperca microlepis"
6273,"Mycteroperca microlepis","Gag","Cushman et al. 2009 CJFAS",0,"USA","Southwestern coast of Florida",26.119191,-82.804319,"GAGGM","",1,"MBO088",1,131,"2",0.933,NA,"ppdat","Mycteroperca microlepis"
6274,"Mycteroperca microlepis","Gag","Cushman et al. 2009 CJFAS",0,"USA","Southwestern coast of Florida",26.119191,-82.804319,"GAGGM","",1,"MBO029",1,129,"2",0.935,NA,"ppdat","Mycteroperca microlepis"
6275,"Mycteroperca microlepis","Gag","Cushman et al. 2009 CJFAS",0,"USA","Southwestern coast of Florida",26.119191,-82.804319,"GAGGM","",1,"GAG010",0,130,"2",0.887,NA,"ppdat","Mycteroperca microlepis"
6276,"Mycteroperca microlepis","Gag","Cushman et al. 2009 CJFAS",0,"USA","Southwestern coast of Florida",26.119191,-82.804319,"GAGGM","",1,"MBO086",1,131,"2",0.902,NA,"ppdat","Mycteroperca microlepis"
6277,"Mycteroperca microlepis","Gag","Cushman et al. 2009 CJFAS",0,"USA","Southwestern coast of Florida",26.119191,-82.804319,"GAGGM","",1,"GAG007",0,131,"2",0.463,NA,"ppdat","Mycteroperca microlepis"
6278,"Mycteroperca microlepis","Gag","Cushman et al. 2009 CJFAS",0,"USA","Southwestern coast of Florida",26.119191,-82.804319,"GAGGM","",1,"CA2",1,131,"2",0.76,NA,"ppdat","Mycteroperca microlepis"
6279,"Mycteroperca microlepis","Gag","Cushman et al. 2009 CJFAS",0,"USA","Southwestern coast of Florida",26.119191,-82.804319,"GAGGM","",1,"MBO048",1,130,"4",0.723,NA,"ppdat","Mycteroperca microlepis"
6280,"Mycteroperca microlepis","Gag","Cushman et al. 2009 CJFAS",0,"USA","Southwestern coast of Florida",26.119191,-82.804319,"GAGGM","",1,"GAG038",0,128,"2",0.674,NA,"ppdat","Mycteroperca microlepis"
6281,"Mycteroperca microlepis","Gag","Jue 2010 Thesis",0,"Mexico","Campeche Bank",23.389321,-87.983487,"GAGGM","",1,"GAG045",0,241,NA,0.773,NA,"ppdat","Mycteroperca microlepis"
6282,"Mycteroperca microlepis","Gag","Jue 2010 Thesis",0,"Mexico","Campeche Bank",23.389321,-87.983487,"GAGGM","",1,"MBO048",1,241,NA,0.741,NA,"ppdat","Mycteroperca microlepis"
6283,"Mycteroperca microlepis","Gag","Jue 2010 Thesis",0,"Mexico","Campeche Bank",23.389321,-87.983487,"GAGGM","",1,"CA-6",1,241,NA,0.766,NA,"ppdat","Mycteroperca microlepis"
6284,"Mycteroperca microlepis","Gag","Jue 2010 Thesis",0,"Mexico","Campeche Bank",23.389321,-87.983487,"GAGGM","",1,"GAG007",0,241,NA,0.471,NA,"ppdat","Mycteroperca microlepis"
6285,"Mycteroperca microlepis","Gag","Jue 2010 Thesis",0,"Mexico","Campeche Bank",23.389321,-87.983487,"GAGGM","",1,"MBO088",1,241,NA,0.928,NA,"ppdat","Mycteroperca microlepis"
6286,"Mycteroperca microlepis","Gag","Jue 2010 Thesis",0,"Mexico","Campeche Bank",23.389321,-87.983487,"GAGGM","",1,"CA-2",1,241,NA,0.773,NA,"ppdat","Mycteroperca microlepis"
6287,"Mycteroperca microlepis","Gag","Jue 2010 Thesis",0,"Mexico","Campeche Bank",23.389321,-87.983487,"GAGGM","",1,"MBO029",1,241,NA,0.929,NA,"ppdat","Mycteroperca microlepis"
6288,"Mycteroperca microlepis","Gag","Jue 2010 Thesis",0,"Mexico","Campeche Bank",23.389321,-87.983487,"GAGGM","",1,"GAG023",0,241,NA,0.912,NA,"ppdat","Mycteroperca microlepis"
6289,"Mycteroperca microlepis","Gag","Jue 2010 Thesis",0,"Mexico","Campeche Bank",23.389321,-87.983487,"GAGGM","",1,"MBO086",1,241,NA,0.918,NA,"ppdat","Mycteroperca microlepis"
6290,"Mycteroperca microlepis","Gag","Jue 2010 Thesis",0,"Mexico","Campeche Bank",23.389321,-87.983487,"GAGGM","",1,"GAG010",0,241,NA,0.91,NA,"ppdat","Mycteroperca microlepis"
6291,"Mycteroperca microlepis","Gag","Jue 2010 Thesis",0,"USA","Northwest Florida Shelf",29.185168,-84.823353,"GAGGM","",1,"MBO029",1,85,NA,0.922,NA,"ppdat","Mycteroperca microlepis"
6292,"Mycteroperca microlepis","Gag","Jue 2010 Thesis",0,"USA","Northwest Florida Shelf",29.185168,-84.823353,"GAGGM","",1,"CA-2",1,85,NA,0.762,NA,"ppdat","Mycteroperca microlepis"
6293,"Mycteroperca microlepis","Gag","Jue 2010 Thesis",0,"USA","Northwest Florida Shelf",29.185168,-84.823353,"GAGGM","",1,"MBO088",1,85,NA,0.934,NA,"ppdat","Mycteroperca microlepis"
6294,"Mycteroperca microlepis","Gag","Jue 2010 Thesis",0,"USA","Northwest Florida Shelf",29.185168,-84.823353,"GAGGM","",1,"GAG045",0,85,NA,0.763,NA,"ppdat","Mycteroperca microlepis"
6295,"Mycteroperca microlepis","Gag","Jue 2010 Thesis",0,"USA","Northwest Florida Shelf",29.185168,-84.823353,"GAGGM","",1,"GAG010",0,85,NA,0.913,NA,"ppdat","Mycteroperca microlepis"
6296,"Mycteroperca microlepis","Gag","Jue 2010 Thesis",0,"USA","Northwest Florida Shelf",29.185168,-84.823353,"GAGGM","",1,"GAG007",0,85,NA,0.475,NA,"ppdat","Mycteroperca microlepis"
6297,"Mycteroperca microlepis","Gag","Jue 2010 Thesis",0,"USA","Northwest Florida Shelf",29.185168,-84.823353,"GAGGM","",1,"MBO086",1,85,NA,0.908,NA,"ppdat","Mycteroperca microlepis"
6298,"Mycteroperca microlepis","Gag","Jue 2010 Thesis",0,"USA","Northwest Florida Shelf",29.185168,-84.823353,"GAGGM","",1,"CA-6",1,85,NA,0.739,NA,"ppdat","Mycteroperca microlepis"
6299,"Mycteroperca microlepis","Gag","Jue 2010 Thesis",0,"USA","Northwest Florida Shelf",29.185168,-84.823353,"GAGGM","",1,"GAG023",0,85,NA,0.91,NA,"ppdat","Mycteroperca microlepis"
6300,"Mycteroperca microlepis","Gag","Jue 2010 Thesis",0,"USA","Northwest Florida Shelf",29.185168,-84.823353,"GAGGM","",1,"MBO048",1,85,NA,0.728,NA,"ppdat","Mycteroperca microlepis"
6301,"Mycteroperca microlepis","Gag","Jue 2010 Thesis",0,"USA","South West Florida Shelf",25.23912,-82.492183,"GAGGM","",1,"GAG007",0,148,NA,0.461,NA,"ppdat","Mycteroperca microlepis"
6302,"Mycteroperca microlepis","Gag","Jue 2010 Thesis",0,"USA","South West Florida Shelf",25.23912,-82.492183,"GAGGM","",1,"GAG010",0,148,NA,0.886,NA,"ppdat","Mycteroperca microlepis"
6303,"Mycteroperca microlepis","Gag","Jue 2010 Thesis",0,"USA","South West Florida Shelf",25.23912,-82.492183,"GAGGM","",1,"CA-6",1,148,NA,0.724,NA,"ppdat","Mycteroperca microlepis"
6304,"Mycteroperca microlepis","Gag","Jue 2010 Thesis",0,"USA","South West Florida Shelf",25.23912,-82.492183,"GAGGM","",1,"MBO048",1,148,NA,0.712,NA,"ppdat","Mycteroperca microlepis"
6305,"Mycteroperca microlepis","Gag","Jue 2010 Thesis",0,"USA","South West Florida Shelf",25.23912,-82.492183,"GAGGM","",1,"GAG023",0,148,NA,0.909,NA,"ppdat","Mycteroperca microlepis"
6306,"Mycteroperca microlepis","Gag","Jue 2010 Thesis",0,"USA","South West Florida Shelf",25.23912,-82.492183,"GAGGM","",1,"MBO029",1,148,NA,0.934,NA,"ppdat","Mycteroperca microlepis"
6307,"Mycteroperca microlepis","Gag","Jue 2010 Thesis",0,"USA","South West Florida Shelf",25.23912,-82.492183,"GAGGM","",1,"CA-2",1,148,NA,0.765,NA,"ppdat","Mycteroperca microlepis"
6308,"Mycteroperca microlepis","Gag","Jue 2010 Thesis",0,"USA","South West Florida Shelf",25.23912,-82.492183,"GAGGM","",1,"GAG045",0,148,NA,0.76,NA,"ppdat","Mycteroperca microlepis"
6309,"Mycteroperca microlepis","Gag","Jue 2010 Thesis",0,"USA","South West Florida Shelf",25.23912,-82.492183,"GAGGM","",1,"MBO086",1,148,NA,0.906,NA,"ppdat","Mycteroperca microlepis"
6310,"Mycteroperca microlepis","Gag","Jue 2010 Thesis",0,"USA","South West Florida Shelf",25.23912,-82.492183,"GAGGM","",1,"MBO088",1,148,NA,0.933,NA,"ppdat","Mycteroperca microlepis"
6315,"Mycteroperca phenax","","Zatcoff et al. 2004 Mar Bio",0,"USA","Florida east coast",31.0604,-77.5149,NA,"2000",1,"Gag23",1,22,"2",0.926,NA,"ppdat","Mycteroperca phenax"
6316,"Mycteroperca phenax","","Zatcoff et al. 2004 Mar Bio",0,"USA","Florida east coast",31.0604,-77.5149,NA,"2000",1,"Gag45",1,26,"2",0.384,NA,"ppdat","Mycteroperca phenax"
6317,"Mycteroperca phenax","","Zatcoff et al. 2004 Mar Bio",0,"USA","Florida east coast",31.0604,-77.5149,NA,"2000",1,"Mbo29",1,24,"2",0.93,NA,"ppdat","Mycteroperca phenax"
6318,"Mycteroperca phenax","","Zatcoff et al. 2004 Mar Bio",0,"USA","Florida east coast",31.0604,-77.5149,NA,"2000",1,"Mbo66",1,26,"2",0.486,NA,"ppdat","Mycteroperca phenax"
6319,"Mycteroperca phenax","","Zatcoff et al. 2004 Mar Bio",0,"USA","Florida east coast",31.0604,-77.5149,NA,"2000",1,"Mbo88",1,26,"2",0.884,NA,"ppdat","Mycteroperca phenax"
6320,"Mycteroperca phenax","","Zatcoff et al. 2004 Mar Bio",0,"USA","Florida east coast",31.0604,-77.5149,NA,"2000",1,"Mbo48",1,26,"4",0.594,NA,"ppdat","Mycteroperca phenax"
6321,"Mycteroperca phenax","","Zatcoff et al. 2004 Mar Bio",0,"USA","Florida Keys",24,-82,NA,"2000",1,"Mbo88",1,45,"2",0.881,NA,"ppdat","Mycteroperca phenax"
6322,"Mycteroperca phenax","","Zatcoff et al. 2004 Mar Bio",0,"USA","Florida Keys",24,-82,NA,"2000",1,"Gag23",1,45,"2",0.89,NA,"ppdat","Mycteroperca phenax"
6323,"Mycteroperca phenax","","Zatcoff et al. 2004 Mar Bio",0,"USA","Florida Keys",24,-82,NA,"2000",1,"Gag45",1,46,"2",0.238,NA,"ppdat","Mycteroperca phenax"
6324,"Mycteroperca phenax","","Zatcoff et al. 2004 Mar Bio",0,"USA","Florida Keys",24,-82,NA,"2000",1,"Mbo29",1,42,"2",0.944,NA,"ppdat","Mycteroperca phenax"
6325,"Mycteroperca phenax","","Zatcoff et al. 2004 Mar Bio",0,"USA","Florida Keys",24,-82,NA,"2000",1,"Mbo48",1,46,"4",0.61,NA,"ppdat","Mycteroperca phenax"
6326,"Mycteroperca phenax","","Zatcoff et al. 2004 Mar Bio",0,"USA","Florida Keys",24,-82,NA,"2000",1,"Mbo66",1,46,"2",0.431,NA,"ppdat","Mycteroperca phenax"
6327,"Mycteroperca phenax","","Zatcoff et al. 2004 Mar Bio",0,"USA","Florida panhandle",30.7346,-79.9058,NA,"1999",1,"Gag23",1,32,"2",0.904,NA,"ppdat","Mycteroperca phenax"
6328,"Mycteroperca phenax","","Zatcoff et al. 2004 Mar Bio",0,"USA","Florida panhandle",30.7346,-79.9058,NA,"1999",1,"Gag45",1,34,"2",0.265,NA,"ppdat","Mycteroperca phenax"
6329,"Mycteroperca phenax","","Zatcoff et al. 2004 Mar Bio",0,"USA","Florida panhandle",30.7346,-79.9058,NA,"1999",1,"Mbo29",1,33,"2",0.944,NA,"ppdat","Mycteroperca phenax"
6330,"Mycteroperca phenax","","Zatcoff et al. 2004 Mar Bio",0,"USA","Florida panhandle",30.7346,-79.9058,NA,"1999",1,"Mbo48",1,34,"4",0.596,NA,"ppdat","Mycteroperca phenax"
6331,"Mycteroperca phenax","","Zatcoff et al. 2004 Mar Bio",0,"USA","Florida panhandle",30.7346,-79.9058,NA,"1999",1,"Mbo66",1,34,"2",0.52,NA,"ppdat","Mycteroperca phenax"
6332,"Mycteroperca phenax","","Zatcoff et al. 2004 Mar Bio",0,"USA","Florida panhandle",30.7346,-79.9058,NA,"1999",1,"Mbo88",1,34,"2",0.876,NA,"ppdat","Mycteroperca phenax"
6333,"Mycteroperca phenax","","Zatcoff et al. 2004 Mar Bio",0,"USA","Florida southwest coast",25,-83,NA,"2000-2001",1,"Gag23",1,52,"2",0.906,NA,"ppdat","Mycteroperca phenax"
6334,"Mycteroperca phenax","","Zatcoff et al. 2004 Mar Bio",0,"USA","Florida southwest coast",25,-83,NA,"2000-2001",1,"Gag45",1,52,"2",0.213,NA,"ppdat","Mycteroperca phenax"
6335,"Mycteroperca phenax","","Zatcoff et al. 2004 Mar Bio",0,"USA","Florida southwest coast",25,-83,NA,"2000-2001",1,"Mbo29",1,48,"2",0.935,NA,"ppdat","Mycteroperca phenax"
6336,"Mycteroperca phenax","","Zatcoff et al. 2004 Mar Bio",0,"USA","Florida southwest coast",25,-83,NA,"2000-2001",1,"Mbo48",1,51,"4",0.574,NA,"ppdat","Mycteroperca phenax"
6337,"Mycteroperca phenax","","Zatcoff et al. 2004 Mar Bio",0,"USA","Florida southwest coast",25,-83,NA,"2000-2001",1,"Mbo66",1,52,"2",0.492,NA,"ppdat","Mycteroperca phenax"
6338,"Mycteroperca phenax","","Zatcoff et al. 2004 Mar Bio",0,"USA","Florida southwest coast",25,-83,NA,"2000-2001",1,"Mbo88",1,52,"2",0.888,NA,"ppdat","Mycteroperca phenax"
6339,"Mycteroperca phenax","","Zatcoff et al. 2004 Mar Bio",0,"USA","Florida west coast",28,-84,NA,"1999-2001",1,"Gag23",1,83,"2",0.896,NA,"ppdat","Mycteroperca phenax"
6340,"Mycteroperca phenax","","Zatcoff et al. 2004 Mar Bio",0,"USA","Florida west coast",28,-84,NA,"1999-2001",1,"Gag45",1,86,"2",0.223,NA,"ppdat","Mycteroperca phenax"
6341,"Mycteroperca phenax","","Zatcoff et al. 2004 Mar Bio",0,"USA","Florida west coast",28,-84,NA,"1999-2001",1,"Mbo29",1,85,"2",0.942,NA,"ppdat","Mycteroperca phenax"
6342,"Mycteroperca phenax","","Zatcoff et al. 2004 Mar Bio",0,"USA","Florida west coast",28,-84,NA,"1999-2001",1,"Mbo48",1,85,"4",0.599,NA,"ppdat","Mycteroperca phenax"
6343,"Mycteroperca phenax","","Zatcoff et al. 2004 Mar Bio",0,"USA","Florida west coast",28,-84,NA,"1999-2001",1,"Mbo66",1,86,"2",0.514,NA,"ppdat","Mycteroperca phenax"
6344,"Mycteroperca phenax","","Zatcoff et al. 2004 Mar Bio",0,"USA","Florida west coast",28,-84,NA,"1999-2001",1,"Mbo88",1,76,"2",0.891,NA,"ppdat","Mycteroperca phenax"
6345,"Mycteroperca phenax","","Zatcoff et al. 2004 Mar Bio",0,"USA","Georgia",31,-80,NA,"2000",1,"Mbo48",1,17,"4",0.469,NA,"ppdat","Mycteroperca phenax"
6346,"Mycteroperca phenax","","Zatcoff et al. 2004 Mar Bio",0,"USA","Georgia",31,-80,NA,"2000",1,"Gag23",1,17,"2",0.866,NA,"ppdat","Mycteroperca phenax"
6347,"Mycteroperca phenax","","Zatcoff et al. 2004 Mar Bio",0,"USA","Georgia",31,-80,NA,"2000",1,"Gag45",1,17,"2",0.219,NA,"ppdat","Mycteroperca phenax"
6348,"Mycteroperca phenax","","Zatcoff et al. 2004 Mar Bio",0,"USA","Georgia",31,-80,NA,"2000",1,"Mbo29",1,17,"2",0.923,NA,"ppdat","Mycteroperca phenax"
6349,"Mycteroperca phenax","","Zatcoff et al. 2004 Mar Bio",0,"USA","Georgia",31,-80,NA,"2000",1,"Mbo66",1,17,"2",0.508,NA,"ppdat","Mycteroperca phenax"
6350,"Mycteroperca phenax","","Zatcoff et al. 2004 Mar Bio",0,"USA","Georgia",31,-80,NA,"2000",1,"Mbo88",1,17,"2",0.904,NA,"ppdat","Mycteroperca phenax"
6351,"Mycteroperca phenax","","Zatcoff et al. 2004 Mar Bio",0,"USA","South Carolina",32,-79,NA,"1996-2000",1,"Gag45",1,58,"2",0.346,NA,"ppdat","Mycteroperca phenax"
6352,"Mycteroperca phenax","","Zatcoff et al. 2004 Mar Bio",0,"USA","South Carolina",32,-79,NA,"1996-2000",1,"Mbo29",1,54,"2",0.924,NA,"ppdat","Mycteroperca phenax"
6353,"Mycteroperca phenax","","Zatcoff et al. 2004 Mar Bio",0,"USA","South Carolina",32,-79,NA,"1996-2000",1,"Mbo48",1,58,"4",0.506,NA,"ppdat","Mycteroperca phenax"
6354,"Mycteroperca phenax","","Zatcoff et al. 2004 Mar Bio",0,"USA","South Carolina",32,-79,NA,"1996-2000",1,"Mbo66",1,58,"2",0.472,NA,"ppdat","Mycteroperca phenax"
6355,"Mycteroperca phenax","","Zatcoff et al. 2004 Mar Bio",0,"USA","South Carolina",32,-79,NA,"1996-2000",1,"Mbo88",1,54,"2",0.887,NA,"ppdat","Mycteroperca phenax"
6356,"Mycteroperca phenax","","Zatcoff et al. 2004 Mar Bio",0,"USA","South Carolina",32,-79,NA,"1996-2000",1,"Gag23",1,52,"2",0.909,NA,"ppdat","Mycteroperca phenax"
6357,"Mycteroperca rubra","","Carreras-Carbonell et al. 2008 Cons Gen",1,"Spain and France","Balearic Is., Corsica Is. (France), Mataro",41.557922,5.072021,NA,"",11,"",1,8,NA,0.204,NA,"ppdat","Mycteroperca rubra"
6358,"Naso unicornis","Bluespine unicornfish","Horne et al. 2010 Cons Gen Res 2:191-194",1,"Guam","Guam",13.433702,144.515547,NA,"",1,"Nuni01",0,90,"2",0.79,NA,"msats001","Naso unicornis"
6359,"Naso unicornis","Bluespine unicornfish","Horne et al. 2010 Cons Gen Res 2:191-194",1,"Guam","Guam",13.433702,144.515547,NA,"",1,"Nuni03",0,90,"2",0.93,NA,"msats001","Naso unicornis"
6360,"Naso unicornis","Bluespine unicornfish","Horne et al. 2010 Cons Gen Res 2:191-194",1,"Guam","Guam",13.433702,144.515547,NA,"",1,"Nuni05",0,90,"2",0.88,NA,"msats001","Naso unicornis"
6361,"Naso unicornis","Bluespine unicornfish","Horne et al. 2010 Cons Gen Res 2:191-194",1,"Guam","Guam",13.433702,144.515547,NA,"",1,"Nuni07",0,90,"2",0.91,NA,"msats001","Naso unicornis"
6362,"Naso unicornis","Bluespine unicornfish","Horne et al. 2010 Cons Gen Res 2:191-194",1,"Guam","Guam",13.433702,144.515547,NA,"",1,"Nuni08",0,90,"3",0.75,NA,"msats001","Naso unicornis"
6363,"Naso unicornis","Bluespine unicornfish","Horne et al. 2010 Cons Gen Res 2:191-194",1,"Guam","Guam",13.433702,144.515547,NA,"",1,"Nuni09",0,90,"4",0.88,NA,"msats001","Naso unicornis"
6364,"Naso unicornis","Bluespine unicornfish","Horne et al. 2010 Cons Gen Res 2:191-194",1,"Guam","Guam",13.433702,144.515547,NA,"",1,"Nuni10",0,90,"4",0.88,NA,"msats001","Naso unicornis"
6365,"Naso unicornis","Bluespine unicornfish","Horne et al. 2010 Cons Gen Res 2:191-194",1,"Guam","Guam",13.433702,144.515547,NA,"",1,"Nuni11",0,90,"3",0.51,NA,"msats001","Naso unicornis"
6366,"Naso unicornis","Bluespine unicornfish","Horne et al. 2010 Cons Gen Res 2:191-194",1,"Guam","Guam",13.433702,144.515547,NA,"",1,"Nuni12",0,90,"4",0.88,NA,"msats001","Naso unicornis"
6367,"Naso unicornis","Bluespine unicornfish","Horne et al. 2010 Cons Gen Res 2:191-194",1,"Guam","Guam",13.433702,144.515547,NA,"",1,"Nuni14",0,90,"3",0.81,NA,"msats001","Naso unicornis"
