"V1","spp","CommonName","Source","Country","Site","lat","lon","stockid","CollectionYear","MarkerName","n","bp","He","Hese","Pi","Pise","spp_new"
762,"Microstomus pacificus","Dover sole","Stepien 1999","USA","Cape Mendocino, Northern California",40,-124,"DSOLEPCOAST","","control region",19,471,0.98,NA,0.011,NA,"Microstomus pacificus"
763,"Microstomus pacificus","Dover sole","Stepien 1999","USA","Seward, Bering Sea, Alaska",58.573926,-149.248033,"DSOLEGA","","control region",17,471,1,NA,0.015,NA,"Microstomus pacificus"
764,"Miichthys miiuy","Miiuy croaker","Cheng et al. 2011 Biochemical Systematics and Ecology 39:718-724","East China Sea","Ruian ",27.1,120.066666666667,NA,"","control region",14,369,1,NA,0.00906,NA,"Miichthys miiuy"
765,"Miichthys miiuy","Miiuy croaker","Cheng et al. 2011 Biochemical Systematics and Ecology 39:718-724","East China Sea","Wenling",28.05,121.068055555556,NA,"","control region",12,369,1,NA,0.00819,NA,"Miichthys miiuy"
766,"Miichthys miiuy","Miiuy croaker","Cheng et al. 2011 Biochemical Systematics and Ecology 39:718-724","East China Sea","Wenzhou",28,121,NA,"","control region",13,369,0.98718,NA,0.01004,NA,"Miichthys miiuy"
767,"Miichthys miiuy","Miiuy croaker","Cheng et al. 2011 Biochemical Systematics and Ecology 39:718-724","East China Sea","Xiangshan",29.05,122.018055555556,NA,"","control region",11,369,1,NA,0.01413,NA,"Miichthys miiuy"
768,"Miichthys miiuy","Miiuy croaker","Cheng et al. 2011 Biochemical Systematics and Ecology 39:718-724","East China Sea","Yueqing",28.0166666666667,121.033333333333,NA,"","control region",12,369,1,NA,0.00952,NA,"Miichthys miiuy"
769,"Miichthys miiuy","Miiuy croaker","Cheng et al. 2011 Biochemical Systematics and Ecology 39:718-724","East China Sea","Zhoushan",30,122.05,NA,"","control region",14,369,0.87912,NA,0.00882,NA,"Miichthys miiuy"
770,"Myripristis berndti","Blotcheye soldierfish","Craig et al. 2007","Central West Pacific","Canton Island",-2.8,-171.550505,NA,"","cytb",7,644,0.952,NA,0.003,NA,"Myripristis berndti"
771,"Myripristis berndti","Blotcheye soldierfish","Craig et al. 2007","Central West Pacific","Kiribati",1.82,-157.096621,NA,"","cytb",12,644,0.53,NA,0.003,NA,"Myripristis berndti"
772,"Myripristis berndti","Blotcheye soldierfish","Craig et al. 2007","Central West Pacific","Lizard Island",-14.65,145.410793,NA,"","cytb",9,644,0.722,NA,0.003,NA,"Myripristis berndti"
773,"Myripristis berndti","Blotcheye soldierfish","Craig et al. 2007","Central West Pacific","Marquesas",-9.45,-139.05401,NA,"","cytb",18,644,0.634,NA,0.001,NA,"Myripristis berndti"
774,"Myripristis berndti","Blotcheye soldierfish","Craig et al. 2007","Central West Pacific","Moorea",-17.5,-149.978141,NA,"","cytb",18,644,0.686,NA,0.003,NA,"Myripristis berndti"
775,"Myripristis berndti","Blotcheye soldierfish","Craig et al. 2007","East Pacific","Clipperton",10.3,-109.249751,NA,"","cytb",15,644,0.533,NA,0.004,NA,"Myripristis berndti"
776,"Myripristis berndti","Blotcheye soldierfish","Craig et al. 2007","East Pacific","Panama",7.69,-82.636009,NA,"","cytb",19,644,0.626,NA,0.004,NA,"Myripristis berndti"
777,"Myripristis berndti","Blotcheye soldierfish","Craig et al. 2007","Hawaii","French Frigate Shoals",23.75,-166.178168,NA,"","cytb",31,644,0.624,NA,0.002,NA,"Myripristis berndti"
778,"Myripristis berndti","Blotcheye soldierfish","Craig et al. 2007","Hawaii","Hawaii",19.93,-156.296867,NA,"","cytb",31,644,0.416,NA,0.001,NA,"Myripristis berndti"
779,"Myripristis berndti","Blotcheye soldierfish","Craig et al. 2007","Hawaii","Kure",28.39,-178.336444,NA,"","cytb",16,644,0.7,NA,0.003,NA,"Myripristis berndti"
780,"Myripristis berndti","Blotcheye soldierfish","Craig et al. 2007","Hawaii","Lanai",20.82,-157.142693,NA,"","cytb",13,644,0.423,NA,0.001,NA,"Myripristis berndti"
781,"Myripristis berndti","Blotcheye soldierfish","Craig et al. 2007","Hawaii","Midway",28.22,-177.507787,NA,"","cytb",22,644,0.597,NA,0.003,NA,"Myripristis berndti"
782,"Myripristis berndti","Blotcheye soldierfish","Craig et al. 2007","Hawaii","Molokai",21.13,-157.47715,NA,"","cytb",18,644,0.484,NA,0.002,NA,"Myripristis berndti"
783,"Myripristis berndti","Blotcheye soldierfish","Craig et al. 2007","Hawaii","Niihau",21.87,-160.341981,NA,"","cytb",8,644,0.643,NA,0.001,NA,"Myripristis berndti"
784,"Myripristis berndti","Blotcheye soldierfish","Craig et al. 2007","Hawaii","Pearl & Hermes",27.84,-175.80274,NA,"","cytb",5,644,0.6,NA,0.004,NA,"Myripristis berndti"
785,"Myripristis berndti","Blotcheye soldierfish","Craig et al. 2007","Indian Ocean","Cocos-Keeling",-12.1,96.769297,NA,"","cytb",5,644,0.7,NA,0.002,NA,"Myripristis berndti"
786,"Myripristis berndti","Blotcheye soldierfish","Craig et al. 2007","Indian Ocean","Seychelles",-4.68,55.291537,NA,"","cytb",15,644,0.829,NA,0.004,NA,"Myripristis berndti"
787,"Myripristis berndti","Blotcheye soldierfish","Craig et al. 2007","West Pacific","Akajima",38.39,141.518794,NA,"","cytb",6,644,0.8,NA,0.004,NA,"Myripristis berndti"
788,"Myripristis berndti","Blotcheye soldierfish","Craig et al. 2007","West Pacific","Okinawa",26.34,128.225279,NA,"","cytb",7,644,0.286,NA,0.002,NA,"Myripristis berndti"
789,"Myripristis berndti","Reef fish ","Muths et al. 2011 Marine Ecology Progress Series 443: 167-180","Southwestwern Indian Ocean","Europa ",-22.167813,40.365264,NA,"","cytb",45,771,0.416,NA,NA,NA,"Myripristis berndti"
790,"Myripristis berndti","Reef fish ","Muths et al. 2011 Marine Ecology Progress Series 443: 167-180","Southwestwern Indian Ocean","Geyser ",-13.119451,45.656996,NA,"","cytb",31,771,0.4,NA,NA,NA,"Myripristis berndti"
791,"Myripristis berndti","Reef fish ","Muths et al. 2011 Marine Ecology Progress Series 443: 167-180","Southwestwern Indian Ocean","Glorieuses ",-12.212411,46.54919,NA,"","cytb",46,771,0.437,NA,NA,NA,"Myripristis berndti"
792,"Myripristis berndti","Reef fish ","Muths et al. 2011 Marine Ecology Progress Series 443: 167-180","Southwestwern Indian Ocean","Juan de Nova ",-16.936367,42.833112,NA,"","cytb",37,771,0.41,NA,NA,NA,"Myripristis berndti"
793,"Myripristis berndti","Reef fish ","Muths et al. 2011 Marine Ecology Progress Series 443: 167-180","Southwestwern Indian Ocean","Kenya",-3.306071,40.516287,NA,"","cytb",11,771,0.441,NA,NA,NA,"Myripristis berndti"
794,"Myripristis berndti","Reef fish ","Muths et al. 2011 Marine Ecology Progress Series 443: 167-180","Southwestwern Indian Ocean","Madagascar",-17.113171,50.133192,NA,"","cytb",21,771,0.353,NA,NA,NA,"Myripristis berndti"
795,"Myripristis berndti","Reef fish ","Muths et al. 2011 Marine Ecology Progress Series 443: 167-180","Southwestwern Indian Ocean","Mayotte ",-12.444792,44.926579,NA,"","cytb",46,771,0.409,NA,NA,NA,"Myripristis berndti"
796,"Myripristis berndti","Reef fish ","Muths et al. 2011 Marine Ecology Progress Series 443: 167-180","Southwestwern Indian Ocean","Moheli ",-12.416251,43.765684,NA,"","cytb",18,771,0.306,NA,NA,NA,"Myripristis berndti"
797,"Myripristis berndti","Reef fish ","Muths et al. 2011 Marine Ecology Progress Series 443: 167-180","Southwestwern Indian Ocean","Moroni ",-12.078651,43.171645,NA,"","cytb",44,771,0.321,NA,NA,NA,"Myripristis berndti"
798,"Myripristis berndti","Reef fish ","Muths et al. 2011 Marine Ecology Progress Series 443: 167-180","Southwestwern Indian Ocean","Reunion ",-20.699116,54.897288,NA,"","cytb",44,771,0.388,NA,NA,NA,"Myripristis berndti"
799,"Myripristis jacobus","Blackbar soldierfish","Bowen et al. 2006 Marine Biology 149:899-913","Brazil","Brazil",-9.406,-33.756674,NA,"1990-1997","cytb",10,744,0.378,NA,0.001,NA,"Myripristis jacobus"
800,"Myripristis jacobus","Blackbar soldierfish","Bowen et al. 2006 Marine Biology 149:899-913","Britain","Ascension",-7.929,-14.197362,NA,"1990-1997","cytb",13,744,0.615,NA,0.002,NA,"Myripristis jacobus"
801,"Myripristis jacobus","Blackbar soldierfish","Bowen et al. 2006 Marine Biology 149:899-913","Grenada","Grenada",12.297,-61.775228,NA,"1990-1997","cytb",16,744,0.892,NA,0.004,NA,"Myripristis jacobus"
802,"Myripristis jacobus","Blackbar soldierfish","Bowen et al. 2006 Marine Biology 149:899-913","Sao Tome and Principe","Sao Tome",0.324,6.860847,NA,"1990-1997","cytb",20,744,0.758,NA,0.003,NA,"Myripristis jacobus"
803,"Myripristis jacobus","Blackbar soldierfish","Bowen et al. 2006 Marine Biology 149:899-913","USA","Florida",25.086,-81.841437,NA,"1990-1997","cytb",10,744,0.978,NA,0.004,NA,"Myripristis jacobus"
804,"Ophiodon elongatus","Lingcod","Markos Rogers-Bennet Dennis 2007","USA","Bodega Bay, California",38.334,-123.096967,"LINGCODSPCOAST","2000","cytochrome c oxidase subunit I",47,548,NA,NA,0.003,NA,"Ophiodon elongatus"
805,"Ophiodon elongatus","Lingcod","Markos Rogers-Bennet Dennis 2007","USA","Eureka, California",40.820319,-124.225185,"LINGCODSPCOAST","2000","cytochrome c oxidase subunit I",40,548,NA,NA,0.003,NA,"Ophiodon elongatus"
806,"Ophiodon elongatus","Lingcod","Markos Rogers-Bennet Dennis 2007","USA","Kodiak Island, Alaska",57.017,-152.806854,NA,"1999","cytochrome c oxidase subunit I",6,548,NA,NA,0.004,NA,"Ophiodon elongatus"
807,"Ophiodon elongatus","Lingcod","Markos Rogers-Bennet Dennis 2007","USA","Monterey Bay, California",36.614,-122.153004,"LINGCODSPCOAST","2000","cytochrome c oxidase subunit I",12,548,NA,NA,0.004,NA,"Ophiodon elongatus"
808,"Ophiodon elongatus","Lingcod","Markos Rogers-Bennet Dennis 2007","USA","Point Defiance, Washington",47.413,-122.377085,"LINGCODNPCOAST","1999","cytochrome c oxidase subunit I",15,548,NA,NA,0.004,NA,"Ophiodon elongatus"
809,"Ophiodon elongatus","Lingcod","Markos Rogers-Bennet Dennis 2007","USA","San Francisco, California",37.818,-122.544719,"LINGCODSPCOAST","2000","cytochrome c oxidase subunit I",30,548,NA,NA,0.003,NA,"Ophiodon elongatus"
810,"Ophiodon elongatus","Lingcod","Markos Rogers-Bennet Dennis 2007","USA","San Juan Islands, Washington",48.517,-122.953711,"LINGCODNPCOAST","1999","cytochrome c oxidase subunit I",20,548,NA,NA,0.002,NA,"Ophiodon elongatus"
811,"Ophiodon elongatus","Lingcod","Markos Rogers-Bennet Dennis 2007","USA","Straits of Juan de Fuca, Washington",48.316,-123.28435,"LINGCODNPCOAST","1999","cytochrome c oxidase subunit I",16,548,NA,NA,0.001,NA,"Ophiodon elongatus"
812,"Opistognathus aurifrons","Yellowhead jawfish","Ho et al. 2012 Marine Ecology Progress Series 444:275-287","Bahamas","Bimini ",25.59,-79.315,NA,"2009","control region and COI",9,1029,1,NA,0.0136,NA,"Opistognathus aurifrons"
813,"Opistognathus aurifrons","Yellowhead jawfish","Ho et al. 2012 Marine Ecology Progress Series 444:275-287","Netherlands Antilles","Aruba ",12.852,-70.057,NA,"2009","control region and COI",15,1029,1,NA,0.02584,NA,"Opistognathus aurifrons"
814,"Opistognathus aurifrons","Yellowhead jawfish","Ho et al. 2012 Marine Ecology Progress Series 444:275-287","United States","South Florida ",25.349,-80.259,NA,"2009","control region and COI",15,1029,1,NA,0.01007,NA,"Opistognathus aurifrons"
815,"Opistognathus aurifrons","Yellowhead jawfish","Ho et al. 2012 Marine Ecology Progress Series 444:275-287","US Virgin Islands ","St. Thomas ",18.318,-64.99,NA,"2009","control region and COI",14,1029,1,NA,0.01625,NA,"Opistognathus aurifrons"
816,"Pagrus major","Red seabream ","Hamasaki et al. 2010 Journal of Fish Biology 77:2123-2136","Japan ","central Kagoshima Bay ",31.3833,130.6609,NA,"2003","control region",86,495,0.99,0.005,0.025,0.013,"Pagrus major"
817,"Pagrus major","Red seabream ","Hamasaki et al. 2010 Journal of Fish Biology 77:2123-2136","Japan ","East China Sea ",31.6427,130.2557,NA,"2003","control region",86,495,0.996,0.003,0.026,0.013,"Pagrus major"
818,"Pagrus major","Red seabream ","Hamasaki et al. 2010 Journal of Fish Biology 77:2123-2136","Japan ","inner Kagoshima Bay ",31.6629,130.7021,NA,"2003","control region",58,495,0.96,0.012,0.023,0.012,"Pagrus major"
819,"Pagrus major","Red seabream ","Hamasaki et al. 2010 Journal of Fish Biology 77:2123-2136","Japan ","Shibushi Bay ",31.3924,131.1111,NA,"2003","control region",63,495,0.996,0.004,0.026,0.013,"Pagrus major"
820,"Pagrus pagrus","Red porgy","Ball et al. 2007 Mar Biol 150:1321-1332","Greece, Eastern North Atlantic/Mediterranean","Mediterranean/Crete",35.201,21.953582,NA,"1994","control region",48,526,0.997,NA,0.014,NA,"Pagrus pagrus"
821,"Pagrus pagrus","Red porgy","Ball et al. 2007 Mar Biol 150:1321-1332","Morocco, Eastern North Atlantic/Mediterranean","Madeira",32.88,-9.930182,NA,"1997-1998","control region",43,526,0.995,NA,0.014,NA,"Pagrus pagrus"
822,"Pagrus pagrus","Red porgy","Ball et al. 2007 Mar Biol 150:1321-1332","Portugal, Eastern North Atlantic/Mediterranean","Azores",37.85,-26.533325,NA,"1997-1998","control region",32,526,1,NA,0.013,NA,"Pagrus pagrus"
823,"Pagrus pagrus","Red porgy","Ball et al. 2007 Mar Biol 150:1321-1332","USA","Gulf of Mexico/Louisiana",29.9,-88.535012,NA,"1999","control region",46,526,0.987,NA,0.01,NA,"Pagrus pagrus"
824,"Pagrus pagrus","Red porgy","Ball et al. 2007 Mar Biol 150:1321-1332","USA","Gulf of Mexico/Panama City, FL",30.155,-85.857669,NA,"2003","control region",20,526,0.984,NA,0.008,NA,"Pagrus pagrus"
825,"Pagrus pagrus","Red porgy","Ball et al. 2007 Mar Biol 150:1321-1332","USA, Western North Atlantic","Georgia",31.5,-80.844436,"RPORGYSATLC","2000-2002","control region",20,526,1,NA,0.008,NA,"Pagrus pagrus"
826,"Pagrus pagrus","Red porgy","Ball et al. 2007 Mar Biol 150:1321-1332","USA, Western North Atlantic","North Carolina",34.5,-76.254793,"RPORGYSATLC","1999-2002","control region",49,526,0.991,NA,0.011,NA,"Pagrus pagrus"
827,"Pagrus pagrus","Red porgy","Ball et al. 2007 Mar Biol 150:1321-1332","USA, Western North Atlantic","South Carolina",33,-78.7278,"RPORGYSATLC","1996-2002","control region",60,526,0.996,NA,0.01,NA,"Pagrus pagrus"
828,"Pampus argenteus","Silver pomfret","Peng et. al 2009 Biochemical Systematics and Ecology 37:626-632","China","Bohai Sea",37.56,119.4,NA,"","control region",13,357,0.79,0.024961509,0.004,0.00027735,"Pampus argenteus"
829,"Pampus argenteus","Silver pomfret","Peng et. al 2009 Biochemical Systematics and Ecology 37:626-632","China","East China Sea",29.8,123.11,NA,"","control region",22,357,0.89,0.008528029,0.007,0.000213201,"Pampus argenteus"
830,"Pampus argenteus","Silver pomfret","Peng et. al 2009 Biochemical Systematics and Ecology 37:626-632","China","South China Sea",21.89,115.96,NA,"","control region",10,357,0.89,0.025298221,0.007,0.000632456,"Pampus argenteus"
831,"Paralichthys californicus","California Halibut","Craig et al. 2011 Bulletin, Southern California Academy of Sciences 110:141-151","Mexico","Bahia Asunction",26.0833333333333,-113.965277777778,NA,"","cytb",23,700,0.585,0.1222,0.001648,0.001242,"Paralichthys californicus"
832,"Paralichthys californicus","California Halibut","Craig et al. 2011 Bulletin, Southern California Academy of Sciences 110:141-151","Mexico","Bahia Magdelena",25,-111.916666666667,NA,"","cytb",26,700,0.7538,0.09,0.002282,0.001569,"Paralichthys californicus"
833,"Paralichthys californicus","California Halibut","Craig et al. 2011 Bulletin, Southern California Academy of Sciences 110:141-151","Mexico","Ensenada/ Todos Santos",29,-115,NA,"","cytb",28,700,0.8201,0.0736,0.002785,0.001823,"Paralichthys californicus"
834,"Paralichthys californicus","California Halibut","Craig et al. 2011 Bulletin, Southern California Academy of Sciences 110:141-151","Mexico","Punta Banda",27.0833333333333,-113.916666666667,NA,"","cytb",35,700,0.7109,0.0869,0.002739,0.001786,"Paralichthys californicus"
835,"Paralichthys californicus","California Halibut","Craig et al. 2011 Bulletin, Southern California Academy of Sciences 110:141-151","Mexico","Tijuana Estuary",32.0833333333333,-117,NA,"","cytb",34,700,0.8092,0.0703,0.002947,0.001893,"Paralichthys californicus"
836,"Paralichthys californicus","California Halibut","Craig et al. 2011 Bulletin, Southern California Academy of Sciences 110:141-151","USA","Agua Hedionda",32.0833333333333,-117,NA,"","cytb",14,700,0.9231,0.0604,0.003566,0.002307,"Paralichthys californicus"
837,"Paralichthys californicus","California Halibut","Craig et al. 2011 Bulletin, Southern California Academy of Sciences 110:141-151","USA","Half Moon Bay",37,-123,NA,"","cytb",17,700,0.8824,0.0718,0.002894,0.001925,"Paralichthys californicus"
838,"Paralichthys californicus","California Halibut","Craig et al. 2011 Bulletin, Southern California Academy of Sciences 110:141-151","USA","Los Angeles",34,-118,NA,"","cytb",26,700,0.7785,0.0792,0.002548,0.001707,"Paralichthys californicus"
839,"Paralichthys californicus","California Halibut","Craig et al. 2011 Bulletin, Southern California Academy of Sciences 110:141-151","USA","Mission Bay",33,-117,NA,"","cytb",38,700,0.8192,0.0621,0.003116,0.001972,"Paralichthys californicus"
840,"Paralichthys californicus","California Halibut","Craig et al. 2011 Bulletin, Southern California Academy of Sciences 110:141-151","USA","Oceanside Harbor",33,-117,NA,"","cytb",31,700,0.7269,0.0832,0.002078,0.001453,"Paralichthys californicus"
841,"Paralichthys californicus","California Halibut","Craig et al. 2011 Bulletin, Southern California Academy of Sciences 110:141-151","USA","San Diego",33.1333333333333,-117,NA,"","cytb",30,700,0.6805,0.0951,0.002093,0.001463,"Paralichthys californicus"
842,"Paralichthys californicus","California Halibut","Craig et al. 2011 Bulletin, Southern California Academy of Sciences 110:141-151","USA","San Diego Bay",33,-117,NA,"","cytb",35,700,0.8185,0.0667,0.002833,0.001833,"Paralichthys californicus"
843,"Paralichthys californicus","California Halibut","Craig et al. 2011 Bulletin, Southern California Academy of Sciences 110:141-151","USA","San Dieguito",33.1333333333333,-115.916666666667,NA,"","cytb",27,700,0.735,0.092,0.001991,0.001415,"Paralichthys californicus"
844,"Paralichthys californicus","California Halibut","Craig et al. 2011 Bulletin, Southern California Academy of Sciences 110:141-151","USA","Santa Barbara",34.1333333333333,-120,NA,"","cytb",11,700,0.8182,0.1191,0.002563,0.001816,"Paralichthys californicus"
845,"Paralichthys olivaceus","Bastard halibut","Shigenobu et. al 2007 Fisheries Science 73:1104-1112","Japan","AKT",40,139.9,"OFLOUNNSJ","2003","ND2 and ND5",45,2871,0.999,0.000745356,0.0084,0.000626099,"Paralichthys olivaceus"
846,"Paralichthys olivaceus","Bastard halibut","Shigenobu et. al 2007 Fisheries Science 73:1104-1112","Japan","CHB",35.8,140.8,"OFLOUNPAC","2003","ND2 and ND5",74,2871,0.9979,0.000116248,0.0083,0.000476615,"Paralichthys olivaceus"
847,"Paralichthys olivaceus","Bastard halibut","Shigenobu et. al 2007 Fisheries Science 73:1104-1112","Japan","EHM",34,133.1,"OFLOUNSETO","2003/2004","ND2 and ND5",112,2871,0.9968,0.000179533,0.0079,0.000368515,"Paralichthys olivaceus"
848,"Paralichthys olivaceus","Bastard halibut","Shigenobu et. al 2007 Fisheries Science 73:1104-1112","Japan","FKI",35.600444,135.352528,"OFLOUNNSJ","2003","ND2 and ND5",126,2871,0.9933,0.000712697,0.0083,0.000374166,"Paralichthys olivaceus"
849,"Paralichthys olivaceus","Bastard halibut","Shigenobu et. al 2007 Fisheries Science 73:1104-1112","Japan","HKD",43.2,140.4,"OFLOUNNSJ","2003/2005","ND2 and ND5",55,2871,0.9987,0.000512392,0.008,0.000525876,"Paralichthys olivaceus"
850,"Paralichthys olivaceus","Bastard halibut","Shigenobu et. al 2007 Fisheries Science 73:1104-1112","Japan","KGS",31.731742,129.986771,"OFLOUNECS","2004","ND2 and ND5",64,2871,0.996,0.000525,0.0082,5e-04,"Paralichthys olivaceus"
851,"Paralichthys olivaceus","Bastard halibut","Shigenobu et. al 2007 Fisheries Science 73:1104-1112","Japan","MYG",37.2,141,"OFLOUNPAC","2003","ND2 and ND5",39,2871,0.998,0.000208167,0.008,0.0006245,"Paralichthys olivaceus"
852,"Paralichthys olivaceus","Bastard halibut","Shigenobu et. al 2007 Fisheries Science 73:1104-1112","Japan","NGS",32.7,129.5,"OFLOUNECS","2005","ND2 and ND5",42,2871,0.9988,0.000848668,0.0085,0.000648074,"Paralichthys olivaceus"
853,"Paralichthys olivaceus","Bastard halibut","Shigenobu et. al 2007 Fisheries Science 73:1104-1112","Japan","TTR",35.4,133.7,"OFLOUNNSJ","2003/2004","ND2 and ND5",165,2871,0.9981,0.000210195,0.0083,0.000319185,"Paralichthys olivaceus"
