"V1","spp","CommonName","Source","Country","Site","lat","lon","stockid","CollectionYear","MarkerName","n","bp","He","Hese","Pi","Pise","spp_new"
639,"Lipophrys pholis","Shanny","Francisco, Faria, Lengkeek et al. 2011","Portugal","Lagos",37.104,3.0525,NA,"","control region",31,380,0.989,NA,0.031,NA,"Lipophrys pholis"
640,"Lipophrys pholis","Shanny","Francisco, Faria, Lengkeek et al. 2011","Spain","Cadiz",36.518,-5.96444444444444,NA,"","control region",15,380,1,NA,0.028,NA,"Lipophrys pholis"
641,"Lipophrys pholis","Shanny","Francisco, Faria, Lengkeek et al. 2011","Spain","Camarinas",43.293,-8.98111111111111,NA,"","control region",21,380,0.981,NA,0.029,NA,"Lipophrys pholis"
642,"Lipophrys pholis","Shanny","Francisco, Faria, Lengkeek et al. 2011","Spain","Gijon",43.676,-4.88333333333333,NA,"","control region",20,380,0.984,NA,0.03,NA,"Lipophrys pholis"
643,"Lipophrys pholis","Shanny","Francisco, Faria, Lengkeek et al. 2011","The Netherlands","Neeltje Jans",51.7,3.11666666666667,NA,"","control region",19,380,1,NA,0.028,NA,"Lipophrys pholis"
644,"Lithognathus mormyrus","Sand steenbras","Sala-Bozano et. al 2009 Molecular Ecology 18:4811-4826","Greece","AEG 08",35.5105555555556,25.1199972222222,NA,"2008","control region",18,263,0.98,NA,0.0335,NA,"Lithognathus mormyrus"
645,"Lithognathus mormyrus","Sand steenbras","Sala-Bozano et. al 2009 Molecular Ecology 18:4811-4826","Italy","ADR 07",43.43,16.59,NA,"2007","control region",20,263,0.895,NA,0.0358,NA,"Lithognathus mormyrus"
646,"Lithognathus mormyrus","Sand steenbras","Sala-Bozano et. al 2009 Molecular Ecology 18:4811-4826","Italy","TYR 07",41.4,12.84,NA,"2007","control region",20,263,0.968,NA,0.0323,NA,"Lithognathus mormyrus"
647,"Lithognathus mormyrus","Sand steenbras","Sala-Bozano et. al 2009 Molecular Ecology 18:4811-4826","South Africa","IND 08",-28.14,31.0433333333333,NA,"2008","control region",24,263,0.967,NA,0.0511,NA,"Lithognathus mormyrus"
648,"Lithognathus mormyrus","Sand steenbras","Sala-Bozano et. al 2009 Molecular Ecology 18:4811-4826","Spain","ALB 07",36.68,-3.61,NA,"2007","control region",39,263,0.916,NA,0.0182,NA,"Lithognathus mormyrus"
649,"Lithognathus mormyrus","Sand steenbras","Sala-Bozano et. al 2009 Molecular Ecology 18:4811-4826","Spain","ATL 07",36.5576944444444,-5.73313888888889,NA,"2007","control region",22,263,0.602,NA,0.0696,NA,"Lithognathus mormyrus"
650,"Lithognathus mormyrus","Sand steenbras","Sala-Bozano et. al 2009 Molecular Ecology 18:4811-4826","Spain","BA 06",42.0361611111111,3.20611944444444,NA,"2006","control region",20,263,0.889,NA,0.0161,NA,"Lithognathus mormyrus"
651,"Lutjanus analis","Mutton snapper","Carson et al. 2011 Fishery Bulletin 109:416-428","USA","Florida Keys",24.628389,-81.94968,"MUTSNAPSATLCGM","2008","ND4",27,590,0.835,NA,0.003,NA,"Lutjanus analis"
652,"Lutjanus analis","Mutton snapper","Carson et al. 2011 Fishery Bulletin 109:416-428","USA","Puerto Rico-East",18.285333,-65.560956,NA,"2008","ND4",29,590,0.873,NA,0.004,NA,"Lutjanus analis"
653,"Lutjanus analis","Mutton snapper","Carson et al. 2011 Fishery Bulletin 109:416-428","USA","Puerto Rico-West",18.196788,-67.317098,NA,"2008","ND4",25,590,0.818,NA,0.004,NA,"Lutjanus analis"
654,"Lutjanus analis","Mutton snapper","Carson et al. 2011 Fishery Bulletin 109:416-428","USA","St. Croix",17.725,-64.97,NA,"2008","ND4",27,590,0.835,NA,0.003,NA,"Lutjanus analis"
655,"Lutjanus analis","Mutton snapper","Carson et al. 2011 Fishery Bulletin 109:416-428","USA","St. Thomas",18.269149,-64.968369,NA,"2008","ND4",26,590,0.818,NA,0.004,NA,"Lutjanus analis"
656,"Lutjanus carponotatus","Spanish flag snapper","Veilleux et. al 2011 Fisheries Research 108:74-80","Australia","Cape Bossut",-18.6,121.53,NA,"2002","HVR I",16,399,0.95,NA,0.013,0.007,"Lutjanus carponotatus"
657,"Lutjanus carponotatus","Spanish flag snapper","Veilleux et. al 2011 Fisheries Research 108:74-80","Australia","Cape Keraudrin",-19.8,119.73,NA,"2002","HVR I",13,399,0.987,NA,0.01,0.007,"Lutjanus carponotatus"
658,"Lutjanus carponotatus","Spanish flag snapper","Veilleux et. al 2011 Fisheries Research 108:74-80","Australia","Cape Preston",-20.69,116.5,NA,"2002","HVR I",21,399,0.991,NA,0.024,0.013,"Lutjanus carponotatus"
659,"Lutjanus carponotatus","Spanish flag snapper","Veilleux et. al 2011 Fisheries Research 108:74-80","Australia","Cape Voltaire",-14.3,125.5,NA,"2002","HVR I",20,399,0.984,NA,0.048,0.025,"Lutjanus carponotatus"
660,"Lutjanus carponotatus","Spanish flag snapper","Veilleux et. al 2011 Fisheries Research 108:74-80","Australia","Emeriau Point",-16.8,122.4,NA,"2002","HVR I",14,399,1,NA,0.021,0.011,"Lutjanus carponotatus"
661,"Lutjanus carponotatus","Spanish flag snapper","Veilleux et. al 2011 Fisheries Research 108:74-80","Australia","Hall Point",-15.6,124.2,NA,"2002","HVR I",14,399,1,NA,0.053,0.028,"Lutjanus carponotatus"
662,"Lutjanus carponotatus","Spanish flag snapper","Veilleux et. al 2011 Fisheries Research 108:74-80","Australia","Locker Point",-21.7,114.5,NA,"2002","HVR I",19,399,0.983,NA,0.03,0.016,"Lutjanus carponotatus"
663,"Lutjanus carponotatus","Spanish flag snapper ","Evans et al. 2010 Fisheries Research 102:16-25","Australia ","Capricorn Bunker Islands ",-23,151,NA,"2006.5","HVR I",43,392,0.78,NA,0.012,0.006,"Lutjanus carponotatus"
664,"Lutjanus carponotatus","Spanish flag snapper ","Evans et al. 2010 Fisheries Research 102:16-25","Australia ","Keppel Islands ",-23,150,NA,"2006.5","HVR I",45,392,0.662,NA,0.012,0.007,"Lutjanus carponotatus"
665,"Lutjanus carponotatus","Spanish flag snapper ","Evans et al. 2010 Fisheries Research 102:16-25","Australia ","Palm Islands ",-18,146,NA,"2006.5","HVR I",42,392,0.804,NA,0.013,0.007,"Lutjanus carponotatus"
666,"Lutjanus carponotatus","Spanish flag snapper ","Evans et al. 2010 Fisheries Research 102:16-25","Australia ","Whitsunday Islands ",-20,148,NA,"2006.5","HVR I",58,392,0.794,NA,0.009,0.005,"Lutjanus carponotatus"
667,"Lutjanus fulvus","Blacktail Snapper ","Gaither et al. 2010 Journal of Biogeography 37:133-147 ","Australia ","Cocos-Keeling ",-12.1489,96.8648,NA,"","cytb",9,480,0.78,0.11,0.003,0.002,"Lutjanus fulvus"
668,"Lutjanus fulvus","Blacktail Snapper ","Gaither et al. 2010 Journal of Biogeography 37:133-147 ","French Polynesia ","Marquesas ",-9.8451,-138.9919,NA,"","cytb",48,480,0.72,0.04,0.002,0.002,"Lutjanus fulvus"
669,"Lutjanus fulvus","Blacktail Snapper ","Gaither et al. 2010 Journal of Biogeography 37:133-147 ","French Polynesia ","Moorea ",-17.4846,-149.8646,NA,"","cytb",48,480,0.12,0.06,3e-04,0.001,"Lutjanus fulvus"
670,"Lutjanus fulvus","Blacktail Snapper ","Gaither et al. 2010 Journal of Biogeography 37:133-147 ","Republic of Kiribati ","Kanton ",-2.7947,-171.6292,NA,"","cytb",46,480,0.66,0.08,0.003,0.002,"Lutjanus fulvus"
671,"Lutjanus fulvus","Blacktail Snapper ","Gaither et al. 2010 Journal of Biogeography 37:133-147 ","Republic of Kiribati ","Kiritimati ",1.7632,-157.4777,NA,"","cytb",15,480,0.34,0.13,0.001,0.001,"Lutjanus fulvus"
672,"Lutjanus fulvus","Blacktail Snapper ","Gaither et al. 2012 Proceedings of the Royal Society B 279:3948-3957","United States","Hawai'i Island ",19.5803,-156.0226,NA,"","cytb",40,480,0.73,0.04,0.007,0.004,"Lutjanus fulvus"
673,"Lutjanus fulvus","Blacktail Snapper ","Gaither et al. 2012 Proceedings of the Royal Society B 279:3948-3957","United States","Kaua'i ",21.8872,-159.681,NA,"","cytb",36,480,0.77,0.05,0.007,0.004,"Lutjanus fulvus"
674,"Lutjanus fulvus","Blacktail Snapper ","Gaither et al. 2012 Proceedings of the Royal Society B 279:3948-3957","United States","Maui",20.5068,-156.45,NA,"","cytb",41,480,0.75,0.04,0.007,0.004,"Lutjanus fulvus"
675,"Lutjanus fulvus","Blacktail Snapper ","Gaither et al. 2012 Proceedings of the Royal Society B 279:3948-3957","United States","O'ahu",21.4925,-158.3121,NA,"","cytb",40,480,0.73,0.05,0.007,0.004,"Lutjanus fulvus"
676,"Lutjanus kasmira","Alfonsino ","Gaither et al. 2010 Journal of Biogeography 37:133-147 ","Australia ","Christmas Island ",-10.4139,105.6128,NA,"","cytb",15,475,0.84,0.09,0.003,0.002,"Lutjanus kasmira"
677,"Lutjanus kasmira","Alfonsino ","Gaither et al. 2010 Journal of Biogeography 37:133-147 ","Australia ","Cocos-Keeling ",-12.1489,96.8648,NA,"","cytb",35,475,0.54,0.1,0.002,0.002,"Lutjanus kasmira"
678,"Lutjanus kasmira","Alfonsino ","Gaither et al. 2010 Journal of Biogeography 37:133-147 ","French Polynesia ","Marquesas ",-9.8451,-138.9919,NA,"","cytb",47,475,0.84,0.04,0.004,0.003,"Lutjanus kasmira"
679,"Lutjanus kasmira","Alfonsino ","Gaither et al. 2010 Journal of Biogeography 37:133-147 ","French Polynesia ","Moorea ",-17.4846,-149.8646,NA,"","cytb",49,475,0.54,0.08,0.002,0.001,"Lutjanus kasmira"
680,"Lutjanus kasmira","Alfonsino ","Gaither et al. 2010 Journal of Biogeography 37:133-147 ","Republic of Fiji","Fiji ",-17.1636,177.9207,NA,"","cytb",31,475,0.5,0.11,0.001,0.001,"Lutjanus kasmira"
681,"Lutjanus kasmira","Alfonsino ","Gaither et al. 2010 Journal of Biogeography 37:133-147 ","Republic of Kiribati ","Kiritimati ",1.7632,-157.4777,NA,"","cytb",49,475,0.69,0.07,0.003,0.002,"Lutjanus kasmira"
682,"Lutjanus kasmira","Alfonsino ","Gaither et al. 2010 Journal of Biogeography 37:133-147 ","Republic of the Seychelles ","Seychelles ",-4.5029,55.5814,NA,"","cytb",20,475,0.74,0.11,0.004,0.003,"Lutjanus kasmira"
683,"Lutjanus kasmira","Alfonsino ","Gaither et al. 2010 Journal of Biogeography 37:133-147 ","South Africa ","Sodwana Bay ",-29.1359,31.8612,NA,"","cytb",35,475,0.82,0.06,0.004,0.003,"Lutjanus kasmira"
684,"Lutjanus kasmira","Alfonsino ","Gaither et al. 2010 Journal of Biogeography 37:133-147 ","United Kingdom (British Indian Ocean Territory)  ","Diego Garcia ",-7.3299,72.3836,NA,"","cytb",34,475,0.88,0.05,0.005,0.003,"Lutjanus kasmira"
685,"Lutjanus kasmira","Alfonsino ","Gaither et al. 2010 Journal of Biogeography 37:133-147 ","United States","Guam ",13.5083,144.5962,NA,"","cytb",50,475,0.59,0.08,0.002,0.002,"Lutjanus kasmira"
686,"Lutjanus kasmira","Bluestriped Snapper ","Gaither et al. 2010 Molecular Ecology 19:1107-1121","United States","French Frigate Shoals ",24.1701,-165.8272,NA,"","control region",40,575,0.997,0.006,0.033,0.017,"Lutjanus kasmira"
687,"Lutjanus kasmira","Bluestriped Snapper ","Gaither et al. 2010 Molecular Ecology 19:1107-1121","United States","Hilo ",20.07,-154.95,NA,"","control region",51,575,0.985,0.008,0.037,0.018,"Lutjanus kasmira"
688,"Lutjanus kasmira","Bluestriped Snapper ","Gaither et al. 2010 Molecular Ecology 19:1107-1121","United States","Kauai ",22.472,-159.712,NA,"","control region",36,575,0.989,0.01,0.035,0.018,"Lutjanus kasmira"
689,"Lutjanus kasmira","Bluestriped Snapper ","Gaither et al. 2010 Molecular Ecology 19:1107-1121","United States","Kona ",19.08,-156.27,NA,"","control region",50,575,0.989,0.007,0.038,0.019,"Lutjanus kasmira"
690,"Lutjanus kasmira","Bluestriped Snapper ","Gaither et al. 2010 Molecular Ecology 19:1107-1121","United States","Kure ",28.4176,-178.2825,NA,"","control region",9,575,1,0.052,0.034,0.019,"Lutjanus kasmira"
691,"Lutjanus kasmira","Bluestriped Snapper ","Gaither et al. 2010 Molecular Ecology 19:1107-1121","United States","Maro ",23.5029,-170.2849,NA,"","control region",21,575,0.981,0.023,0.036,0.018,"Lutjanus kasmira"
692,"Lutjanus kasmira","Bluestriped Snapper ","Gaither et al. 2010 Molecular Ecology 19:1107-1121","United States","Maui Nui ",21.3,-156.498,NA,"","control region",39,575,0.985,0.011,0.034,0.017,"Lutjanus kasmira"
693,"Lutjanus kasmira","Bluestriped Snapper ","Gaither et al. 2010 Molecular Ecology 19:1107-1121","United States","Midway ",28.1884,-177.4215,NA,"","control region",40,575,0.989,0.009,0.046,0.023,"Lutjanus kasmira"
694,"Lutjanus kasmira","Bluestriped Snapper ","Gaither et al. 2010 Molecular Ecology 19:1107-1121","United States","Necker ",23.5685,-164.7032,NA,"","control region",49,575,0.986,0.008,0.035,0.018,"Lutjanus kasmira"
695,"Lutjanus kasmira","Bluestriped Snapper ","Gaither et al. 2010 Molecular Ecology 19:1107-1121","United States","Oahu",21.131,-158.113,NA,"","control region",50,575,0.992,0.006,0.033,0.017,"Lutjanus kasmira"
696,"Lutjanus kasmira","Bluestriped Snapper ","Gaither et al. 2012 Proceedings of the Royal Society B 279:3948-3957","United States","Hawai'i Island ",19.5803,-156.0226,NA,"","cytb",49,447,0.89,0.03,0.005,0.003,"Lutjanus kasmira"
697,"Lutjanus kasmira","Bluestriped Snapper ","Gaither et al. 2012 Proceedings of the Royal Society B 279:3948-3957","United States","O'ahu",21.131,-158.113,NA,"","cytb",44,447,0.93,0.02,0.005,0.003,"Lutjanus kasmira"
698,"Lutjanus purpureus","Southern red snapper","Gomes et. al 2008 Genetics and Molecular Biology 31(1):372-376","Brazil","Amapa",3.33333333333333,-49.3166666666667,NA,"","control region",37,400,0.997,0.001150793,0.025,0.000164399,"Lutjanus purpureus"
699,"Lutjanus purpureus","Southern red snapper","Gomes et. al 2008 Genetics and Molecular Biology 31(1):372-376","Brazil","Maranhao",2.21666666666667,-41.35,NA,"","control region",26,400,0.997,0.002353394,0.027,0.000392232,"Lutjanus purpureus"
700,"Lutjanus purpureus","Southern red snapper","Gomes et. al 2008 Genetics and Molecular Biology 31(1):372-376","Brazil","Para",0.133333333333333,-46.4666666666667,NA,"","control region",30,400,0.998,0.001643168,0.027,0.000182574,"Lutjanus purpureus"
701,"Lutjanus synagris","Lane Snapper ","Gold et al. 2011 North American Journal of Fisheries Management 31:209-223","United States","Florida Keys (Marathon)",24.7556,-81.1231,NA,"2008","ND4",32,590,NA,NA,0.0046,NA,"Lutjanus synagris"
702,"Lutjanus synagris","Lane Snapper ","Gold et al. 2011 North American Journal of Fisheries Management 31:209-223","United States","Puerto Rico-east ",18.3004,-65.5919,NA,"2008","ND4",25,590,NA,NA,0.0044,NA,"Lutjanus synagris"
703,"Lutjanus synagris","Lane Snapper ","Gold et al. 2011 North American Journal of Fisheries Management 31:209-223","United States","Puerto Rico-west ",18.3161,-67.3991,NA,"2008","ND4",26,590,NA,NA,0.0024,NA,"Lutjanus synagris"
704,"Lutjanus synagris","Lane Snapper ","Gold et al. 2011 North American Journal of Fisheries Management 31:209-223","United States","St. Croix ",17.7231,-64.9064,NA,"2008","ND4",25,590,NA,NA,0.0024,NA,"Lutjanus synagris"
705,"Lutjanus synagris","Lane Snapper ","Gold et al. 2011 North American Journal of Fisheries Management 31:209-223","United States","St. Thomas ",18.3004,-64.9602,NA,"2008","ND4",25,590,NA,NA,0.0029,NA,"Lutjanus synagris"
706,"Macrodon ancylodon","King weakfish","Santos et al. 2006","Argentina","Argentina",-35.604,-56.466452,NA,"","cytb",11,789,0.673,NA,0.0014,NA,"Macrodon ancylodon"
707,"Macrodon ancylodon","King weakfish","Santos et al. 2006","Brazil","Amapa",2.285,-49.963305,NA,"","cytb",10,789,0.644,NA,0.002,NA,"Macrodon ancylodon"
708,"Macrodon ancylodon","King weakfish","Santos et al. 2006","Brazil","Bahia",-12.64,-37.23107,NA,"","cytb",6,789,0.8,NA,0.0021,NA,"Macrodon ancylodon"
709,"Macrodon ancylodon","King weakfish","Santos et al. 2006","Brazil","Espirito Santo",-19.27,-39.324875,NA,"","cytb",17,789,0.515,NA,0.001,NA,"Macrodon ancylodon"
710,"Macrodon ancylodon","King weakfish","Santos et al. 2006","Brazil","Maranhao",-2.175,-42.480425,NA,"","cytb",15,789,0.676,NA,0.0017,NA,"Macrodon ancylodon"
711,"Macrodon ancylodon","King weakfish","Santos et al. 2006","Brazil","Para",-0.352,-70.696404,NA,"","cytb",11,789,0.618,NA,0.002,NA,"Macrodon ancylodon"
712,"Macrodon ancylodon","King weakfish","Santos et al. 2006","Brazil","Parana",-25.899,-48.176975,NA,"","cytb",11,789,0.782,NA,0.0016,NA,"Macrodon ancylodon"
713,"Macrodon ancylodon","King weakfish","Santos et al. 2006","Brazil","Pernambuco",-8.277,-34.367456,NA,"","cytb",10,789,0.844,NA,0.003,NA,"Macrodon ancylodon"
714,"Macrodon ancylodon","King weakfish","Santos et al. 2006","Brazil","Rio Grande do Sul",-30.827,-49.439139,NA,"","cytb",8,789,0.607,NA,0.0021,NA,"Macrodon ancylodon"
715,"Macrodon ancylodon","King weakfish","Santos et al. 2006","Brazil","Santa Catarina",-26.893,-48.078328,NA,"","cytb",9,789,0.806,NA,0.0025,NA,"Macrodon ancylodon"
716,"Macrodon ancylodon","King weakfish","Santos et al. 2006","Brazil","Sao Paulo",-24.026,-44.881442,NA,"","cytb",12,789,0.909,NA,0.0027,NA,"Macrodon ancylodon"
717,"Macrodon ancylodon","King weakfish","Santos et al. 2006","Venezuela","Venezuela",12.254082,-70.696404,NA,"","cytb",10,789,0.644,NA,0.0012,NA,"Macrodon ancylodon"
718,"Makaira nigricans","Blue marlin","McDowell et al. 2007 Gulf and Caribbean Research 19:75-82","Ghana","Eastern Atlantic",5.8,1.188582,"BMARLINATL","1998","control region",18,904,0.993,NA,0.121,NA,"Makaira nigricans"
719,"Makaira nigricans","Blue marlin","McDowell et al. 2007 Gulf and Caribbean Research 19:75-82","Jamaica","Caribeean Sea",18.2,-75.998842,"BMARLINATL","1998","control region",11,904,1,NA,0.129,NA,"Makaira nigricans"
720,"Makaira nigricans","Blue marlin","McDowell et al. 2007 Gulf and Caribbean Research 19:75-82","USA","Western North Atlantic, US mid-Atlantic",41.112,-69.688391,"BMARLINATL","1997","control region",15,904,1,NA,0.115,NA,"Makaira nigricans"
721,"Menidia menidia","Atlantic silverside","Mach et al. 2011 Marine Biology 158:515-530 ","USA","Broad Cove, ME",44.02,69.24,NA,"2005.5","D-loop",39,340,0.33,NA,0.001,NA,"Menidia menidia"
722,"Menidia menidia","Atlantic silverside","Mach et al. 2011 Marine Biology 158:515-530 ","USA","Folly Beach, SC",32.43,79.05,NA,"2006","D-loop",15,340,0.86,NA,0.005,NA,"Menidia menidia"
723,"Menidia menidia","Atlantic silverside","Mach et al. 2011 Marine Biology 158:515-530 ","USA","Hatteras Inlet, NC",35.11,75.42,NA,"2006","D-loop",23,340,0.45,NA,0.002,NA,"Menidia menidia"
724,"Menidia menidia","Atlantic silverside","Mach et al. 2011 Marine Biology 158:515-530 ","USA","Jekyll Island, GA",31.03,81.26,NA,"2006","D-loop",24,340,0.7,NA,0.004,NA,"Menidia menidia"
725,"Menidia menidia","Atlantic silverside","Mach et al. 2011 Marine Biology 158:515-530 ","USA","Joggins, NS",45.3,64.29,NA,"2005","D-loop",27,340,0.08,NA,0.001,NA,"Menidia menidia"
726,"Menidia menidia","Atlantic silverside","Mach et al. 2011 Marine Biology 158:515-530 ","USA","Kittery Point, ME",43.05,70.4,NA,"2006","D-loop",22,340,0.55,NA,0.002,NA,"Menidia menidia"
727,"Menidia menidia","Atlantic silverside","Mach et al. 2011 Marine Biology 158:515-530 ","USA","Little River, SC",33.52,78.36,NA,"2005","D-loop",20,340,0.84,NA,0.005,NA,"Menidia menidia"
728,"Menidia menidia","Atlantic silverside","Mach et al. 2011 Marine Biology 158:515-530 ","USA","Magdalen Island, QUE",47.24,61.51,NA,"2006","D-loop",20,340,0.53,NA,0.002,NA,"Menidia menidia"
729,"Menidia menidia","Atlantic silverside","Mach et al. 2011 Marine Biology 158:515-530 ","USA","Mill River, PEI",46.47,64.08,NA,"2005.5","D-loop",39,340,0.4,NA,0.001,NA,"Menidia menidia"
730,"Menidia menidia","Atlantic silverside","Mach et al. 2011 Marine Biology 158:515-530 ","USA","Morehead City, NC",34.43,76.41,NA,"2005.5","D-loop",39,340,0.58,NA,0.002,NA,"Menidia menidia"
731,"Menidia menidia","Atlantic silverside","Mach et al. 2011 Marine Biology 158:515-530 ","USA","Mt. Desert Island, ME",44.26,68.2,NA,"2006","D-loop",23,340,0.25,NA,0.001,NA,"Menidia menidia"
732,"Menidia menidia","Atlantic silverside","Mach et al. 2011 Marine Biology 158:515-530 ","USA","Narragansett Bay, RI",41.38,71.24,NA,"2006","D-loop",21,340,0.82,NA,0.004,NA,"Menidia menidia"
733,"Menidia menidia","Atlantic silverside","Mach et al. 2011 Marine Biology 158:515-530 ","USA","Oregon Inlet, NC",35.47,75.31,NA,"2006","D-loop",23,340,0.8,NA,0.004,NA,"Menidia menidia"
734,"Menidia menidia","Atlantic silverside","Mach et al. 2011 Marine Biology 158:515-530 ","USA","Patchogue, NJ",40.45,73,NA,"2005.5","D-loop",34,340,0.73,NA,0.004,NA,"Menidia menidia"
735,"Menidia menidia","Atlantic silverside","Mach et al. 2011 Marine Biology 158:515-530 ","USA","Patterson Park, MD",38.24,76.31,NA,"2006","D-loop",23,340,0.46,NA,0.002,NA,"Menidia menidia"
736,"Menidia menidia","Atlantic silverside","Mach et al. 2011 Marine Biology 158:515-530 ","USA","Pawleys Island, SC",33.24,79.08,NA,"2006","D-loop",23,340,0.85,NA,0.004,NA,"Menidia menidia"
737,"Menidia menidia","Atlantic silverside","Mach et al. 2011 Marine Biology 158:515-530 ","USA","Sandy Hook, NJ",40.25,73.59,NA,"2006","D-loop",23,340,0.63,NA,0.003,NA,"Menidia menidia"
738,"Menidia menidia","Atlantic silverside","Mach et al. 2011 Marine Biology 158:515-530 ","USA","Sandy Pt Park, MD",39.01,76.24,NA,"2006","D-loop",24,340,0.5,NA,0.002,NA,"Menidia menidia"
739,"Menidia menidia","Atlantic silverside","Mach et al. 2011 Marine Biology 158:515-530 ","USA","Silver Beach, VA",37.29,75.57,NA,"2005.5","D-loop",33,340,0.54,NA,0.002,NA,"Menidia menidia"
740,"Menidia menidia","Atlantic silverside","Mach et al. 2011 Marine Biology 158:515-530 ","USA","St. Andrews, NB",45.05,67.04,NA,"2005.5","D-loop",39,340,0.31,NA,0.001,NA,"Menidia menidia"
741,"Menidia menidia","Atlantic silverside","Mach et al. 2011 Marine Biology 158:515-530 ","USA","St. Augustine Beach, FL",29.41,81.15,NA,"2005","D-loop",19,340,0.6,NA,0.003,NA,"Menidia menidia"
742,"Menidia menidia","Atlantic silverside","Mach et al. 2011 Marine Biology 158:515-530 ","USA","St. John, NB",45.13,66.08,NA,"2006","D-loop",19,340,0.11,NA,0.001,NA,"Menidia menidia"
743,"Menidia menidia","Atlantic silverside","Mach et al. 2011 Marine Biology 158:515-530 ","USA","Tuckerton, NJ",39.24,74.2,NA,"2005.5","D-loop",25,340,0.64,NA,0.004,NA,"Menidia menidia"
744,"Menidia menidia","Atlantic silverside","Mach et al. 2011 Marine Biology 158:515-530 ","USA","Tybee Island, GA",32,80.57,NA,"2005.5","D-loop",39,340,0.76,NA,0.004,NA,"Menidia menidia"
745,"Menidia menidia","Atlantic silverside","Mach et al. 2011 Marine Biology 158:515-530 ","USA","Waquoit Bay, MA",41.35,70.31,NA,"2005.5","D-loop",36,340,0.5,NA,0.002,NA,"Menidia menidia"
746,"Merluccius albidus","North American hakes ","Machado-Schiaffino et al. 2010 Molecular Phylogenetics and Evolution 55:552-558","USA","Ma-C",37.5,-74,NA,"2003","control region",28,900,0.548,NA,0.0669,NA,"Merluccius albidus"
747,"Merluccius albidus","North American hakes ","Machado-Schiaffino et al. 2010 Molecular Phylogenetics and Evolution 55:552-558","USA","Ma-N",40,-70,NA,"2003","control region",27,900,0.655,NA,0.0798,NA,"Merluccius albidus"
748,"Merluccius albidus","North American hakes ","Machado-Schiaffino et al. 2010 Molecular Phylogenetics and Evolution 55:552-558","USA","Ma-S",35.5,-74.5,NA,"2003","control region",35,900,0.694,NA,0.0793,NA,"Merluccius albidus"
749,"Merluccius bilinearis","North American hakes ","Machado-Schiaffino et al. 2010 Molecular Phylogenetics and Evolution 55:552-558","USA","Mb-CN",41,-69,"SHAKEGOMNGB","2003","control region",117,900,0.827,NA,0.0044,NA,"Merluccius bilinearis"
750,"Merluccius bilinearis","North American hakes ","Machado-Schiaffino et al. 2010 Molecular Phylogenetics and Evolution 55:552-558","USA","Mb-CS",39.5,-72,"SHAKESGBMATL","2003","control region",32,900,0.699,NA,0.0029,NA,"Merluccius bilinearis"
751,"Merluccius bilinearis","North American hakes ","Machado-Schiaffino et al. 2010 Molecular Phylogenetics and Evolution 55:552-558","USA","Mb-N",43,-66.5,"SHAKEGOMNGB","2003","control region",29,900,0.855,NA,0.0047,NA,"Merluccius bilinearis"
752,"Merluccius bilinearis","North American hakes ","Machado-Schiaffino et al. 2010 Molecular Phylogenetics and Evolution 55:552-558","USA","Mb-S",37.5,-74,"SHAKESGBMATL","2003","control region",30,900,0.637,NA,0.0024,NA,"Merluccius bilinearis"
753,"Merluccius capensis","Shallow-water Cape hake","von der Heyden Lipinski Matthee 2007","Namibia","Namibia",-27.5,14.809363,"CHAKESA","2005","control region",74,414,0.87,NA,0.0057,NA,"Merluccius capensis"
754,"Merluccius capensis","Shallow-water Cape hake","von der Heyden Lipinski Matthee 2007","South Africa","SA1",-30,16.523231,"CHAKESA","2005","control region",157,414,0.88,NA,0.006,NA,"Merluccius capensis"
755,"Merluccius capensis","Shallow-water Cape hake","von der Heyden Lipinski Matthee 2007","South Africa","SA2",-33.5,17.621864,"CHAKESA","2005","control region",81,414,0.85,NA,0.0053,NA,"Merluccius capensis"
756,"Merluccius paradoxus","Deep-water Cape hake ","von der Heyden Lipinski Matthee 2007","Namibia","Namibia",-28,15.018104,"DEEPCHAKESA","2005","control region",56,414,0.57,NA,0.0015,NA,"Merluccius paradoxus"
757,"Merluccius paradoxus","Deep-water Cape hake ","von der Heyden Lipinski Matthee 2007","South Africa","SA2B",-33.5,17.731727,"DEEPCHAKESA","2005","control region",143,414,0.52,NA,0.0013,NA,"Merluccius paradoxus"
758,"Merluccius paradoxus","Deep-water Cape hake ","von der Heyden Lipinski Matthee 2007","South Africa ","SA1B",-30,16.31449,"DEEPCHAKESA","2005","control region",134,414,0.44,NA,0.0011,NA,"Merluccius paradoxus"
759,"Micropogonias furnieri","Whitemouth croaker","Pereira et. al 2009 Journal of Fish Biology 75:321-331","Argentina","Bahia Blanca",-39.05,-61.8,NA,"","control region",27,750,0.558,NA,0.0024,NA,"Micropogonias furnieri"
760,"Micropogonias furnieri","Whitemouth croaker","Pereira et. al 2009 Journal of Fish Biology 75:321-331","Brazil","Atlantic Ocean",-33.6,-53.06,NA,"","control region",27,750,0.986,NA,0.0078,NA,"Micropogonias furnieri"
761,"Micropogonias furnieri","Whitemouth croaker","Pereira et. al 2009 Journal of Fish Biology 75:321-331","Urugauy","Rio de la Plata",-34.7,-57.08,NA,"","control region",26,750,0.455,NA,0.0036,NA,"Micropogonias furnieri"
