"PopId","RefID","Year","TaxaClass","Family","Genus","Species","G_s","Common","Continent","Country","Location","n","FST","GlobalFST","PopsCombo","GroupedCoord","Ho","He","MNA","AR","Lat","Long","Msats","spp","spp_new"
7972,"R971",2010,"Mammalia","Mustelidae","Lontra","canadensis","Lontra_canadensis","River otter","NAm","USA","Roubidoux + Niangua","13","5.3400000000000003E-2","Population",2,"Middle","0.56899999999999995","0.65200000000000002","4.1500000000000004","2.4500000000000002",37.6011375,-92.4892405,"10","Lontra canadensis","Lontra canadensis"
7973,"R972",2012,"Mammalia","Mustelidae","Lontra","canadensis","Lontra_canadensis","River otter","NAm","USA","Bitteroot + Blackfoot","38","3.56E-2","Population",2,"Middle","0.629","0.67500000000000004","NA","4.0999999999999996",45.977247,-114.156147,"11","Lontra canadensis","Lontra canadensis"
7974,"R972",2012,"Mammalia","Mustelidae","Lontra","canadensis","Lontra_canadensis","River otter","NAm","USA","Clearwater (MT)","18","5.79E-2","Population",1,NA,"0.55600000000000005","0.6","NA","3.46",47.124333,-113.45033,"11","Lontra canadensis","Lontra canadensis"
7975,"R972",2012,"Mammalia","Mustelidae","Lontra","canadensis","Lontra_canadensis","River otter","NAm","USA","Lochsa (ID)","15","7.0999999999999994E-2","Population",1,NA,"0.63600000000000001","0.61499999999999999","NA","3.65",46.329494,-115.076002,"11","Lontra canadensis","Lontra canadensis"
7976,"R972",2012,"Mammalia","Mustelidae","Lontra","canadensis","Lontra_canadensis","River otter","NAm","USA","Lower Clark Fork (MT)","15","6.08E-2","Population",1,NA,"0.66700000000000004","0.68","NA","4.21",47.009368,-114.373056,"11","Lontra canadensis","Lontra canadensis"
7977,"R972",2012,"Mammalia","Mustelidae","Lontra","canadensis","Lontra_canadensis","River otter","NAm","USA","Salmon (ID)","7","9.1200000000000003E-2","Population",1,NA,"0.66200000000000003","0.57699999999999996","NA","3.27",45.009138,-115.321029,"11","Lontra canadensis","Lontra canadensis"
7978,"R972",2012,"Mammalia","Mustelidae","Lontra","canadensis","Lontra_canadensis","River otter","NAm","USA","Upper Clark Fork (MT)","14","5.1700000000000003E-2","Population",1,NA,"0.68200000000000005","0.67300000000000004","NA","4.04",46.196799,-112.339784,"11","Lontra canadensis","Lontra canadensis"
7979,"R973",2012,"Mammalia","Mustelidae","Lontra","canadensis","Lontra_canadensis","River otter","NAm","MEX","Lacandon","34","8.9999999999999993E-3","Population",1,NA,"0.55000000000000004","0.64","4.75","NA",17.020448,-91.598509,"8","Lontra canadensis","Lontra canadensis"
7980,"R974",2016,"Mammalia","Mustelidae","Lontra","longicaudis","Lontra_longicaudis","Neotropical river otter","SAm","ARG","Lower Delta of Parana River","33","NA","NA",1,NA,"0.56299999999999994","0.52600000000000002","4.88","4.5730000000000004",-34.006406,-58.490908,"8","Lontra longicaudis","Lontra longicaudis"
7981,"R975",2013,"Mammalia","Mustelidae","Lontra","longicaudis","Lontra_longicaudis","Neotropical river otter","SAm","BRA","Maquine Valley","27","NA","NA",1,NA,"0.83099999999999996","0.73699999999999999","6.5","5.9589999999999996",-29.4651,-51.947107,"8","Lontra longicaudis","Lontra longicaudis"
7982,"R976",2009,"Mammalia","Mustelidae","Lontra","longicaudis","Lontra_longicaudis","Neotropical river otter","SAm","BRA","Taim Ecological Station","16","5.8999999999999997E-2","Population",1,NA,"0.29899999999999999","0.68100000000000005","NA","NA",-32.66666667,-52.83333333,"5","Lontra longicaudis","Lontra longicaudis"
7983,"R976",2009,"Mammalia","Mustelidae","Lontra","longicaudis","Lontra_longicaudis","Neotropical river otter","SAm","BRA","Vargas stream","11","5.8999999999999997E-2","Population",1,NA,"0.35499999999999998","0.72399999999999998","NA","NA",-32.5,-52.5,"5","Lontra longicaudis","Lontra longicaudis"
7984,"R977",2003,"Mammalia","Mustelidae","Martes","americana","Martes_americana","American Marten","NAm","CAN","Ear Falls - Logged 11","47","6.0000000000000001E-3","Population",1,NA,"NA","NA","NA","NA",50.38,-93.13,"7","Martes americana","Martes americana"
7985,"R977",2003,"Mammalia","Mustelidae","Martes","americana","Martes_americana","American Marten","NAm","CAN","Ear Falls - Logged 7","25","6.0000000000000001E-3","Population",1,NA,"NA","NA","NA","NA",50.38,-93.13,"7","Martes americana","Martes americana"
7986,"R977",2003,"Mammalia","Mustelidae","Martes","americana","Martes_americana","American Marten","NAm","CAN","Ear Falls - Unlogged 3","41","6.1999999999999998E-3","Population",1,NA,"NA","NA","NA","NA",50.38,-93.13,"7","Martes americana","Martes americana"
7987,"R977",2003,"Mammalia","Mustelidae","Martes","americana","Martes_americana","American Marten","NAm","CAN","Ear Falls - Unlogged 4","56","6.1999999999999998E-3","Population",1,NA,"NA","NA","NA","NA",50.38,-93.13,"7","Martes americana","Martes americana"
7988,"R978",2007,"Mammalia","Mustelidae","Martes","pennanti","Martes_pennanti","Fisher","NAm","USA","Adirondack","131","0.1205","Population",1,NA,"NA","0.59899999999999998","5.88","5.53",44.515901,-75.39203,"16","Martes pennanti","Pekania pennanti"
7989,"R978",2007,"Mammalia","Mustelidae","Martes","pennanti","Martes_pennanti","Fisher","NAm","CAN","Algonquin","161","6.0299999999999999E-2","Population",1,NA,"NA","0.65900000000000003","6.25","5.55",45.568987,-78.790208,"16","Martes pennanti","Pekania pennanti"
7990,"R978",2007,"Mammalia","Mustelidae","Martes","pennanti","Martes_pennanti","Fisher","NAm","CAN","Bancroft","59","6.0499999999999998E-2","Population",1,NA,"NA","0.65","6.19","5.69",45.020207,-77.579955,"16","Martes pennanti","Pekania pennanti"
7991,"R978",2007,"Mammalia","Mustelidae","Martes","pennanti","Martes_pennanti","Fisher","NAm","CAN","Bruce Pen.","25","0.109","Population",1,NA,"NA","0.64","4.3099999999999996","NA",45.172331,-81.447152,"16","Martes pennanti","Pekania pennanti"
7992,"R978",2007,"Mammalia","Mustelidae","Martes","pennanti","Martes_pennanti","Fisher","NAm","CAN","Gatineau","236","5.8799999999999998E-2","Population",1,NA,"NA","0.65900000000000003","6.75","6.02",44.992643,-76.377676,"16","Martes pennanti","Pekania pennanti"
7993,"R978",2007,"Mammalia","Mustelidae","Martes","pennanti","Martes_pennanti","Fisher","NAm","CAN","Manitoulin Island","49","6.88E-2","Population",1,NA,"NA","0.63100000000000001","4.5599999999999996","NA",45.754484,-81.708446,"16","Martes pennanti","Pekania pennanti"
7994,"R978",2007,"Mammalia","Mustelidae","Martes","pennanti","Martes_pennanti","Fisher","NAm","CAN","Midhurst","108","0.05","Population",1,NA,"NA","0.67900000000000005","6.88","6.11",44.793507,-79.68566,"16","Martes pennanti","Pekania pennanti"
7995,"R979",2011,"Mammalia","Mustelidae","Martes","pennanti","Martes_pennanti","Fisher","NAm","USA","Central","179","6.4000000000000001E-2","Population",1,NA,"0.56999999999999995","0.59","5.09","4.57",43.646189,-72.407822,"10","Martes pennanti","Pekania pennanti"
7996,"R979",2011,"Mammalia","Mustelidae","Martes","pennanti","Martes_pennanti","Fisher","NAm","USA","East","201","9.6000000000000002E-2","Population",1,NA,"0.49","0.52","5.18","4.33",42.381928,-71.562774,"10","Martes pennanti","Pekania pennanti"
7997,"R979",2011,"Mammalia","Mustelidae","Martes","pennanti","Martes_pennanti","Fisher","NAm","USA","West","52","0.111","Population",1,NA,"0.51","0.56000000000000005","4.55","4.5",43.160138,-74.154641,"10","Martes pennanti","Pekania pennanti"
7998,"R964",2003,"Mammalia","Mustelidae","Martes","americana","Martes_americana","American Marten","NAm","CAN","Chaleau, ON","50","6.3399999999999998E-2","Population",1,NA,"NA","0.59","5.82","NA",48.888103,-83.08814,"11","Martes americana","Martes americana"
7999,"R964",2003,"Mammalia","Mustelidae","Martes","americana","Martes_americana","American Marten","NAm","CAN","Chetwynd, BC","44","5.8799999999999998E-2","Population",1,NA,"NA","0.625","5.45","NA",57.230564,-122.367823,"11","Martes americana","Martes americana"
8000,"R964",2006,"Mammalia","Mustelidae","Martes","americana","Martes_americana","American Marten","NAm","CAN","Dawson region, YT","10","4.2799999999999998E-2","Population",1,NA,"NA","0.66800000000000004","6.21","NA",65.950895,-140.6584,"11","Martes americana","Martes americana"
8001,"R964",2003,"Mammalia","Mustelidae","Martes","americana","Martes_americana","American Marten","NAm","CAN","Eastmain, QC","48","4.4600000000000001E-2","Population",1,NA,"NA","0.61899999999999999","6.18","NA",51.993468,-78.236416,"11","Martes americana","Martes americana"
8002,"R964",2003,"Mammalia","Mustelidae","Martes","americana","Martes_americana","American Marten","NAm","CAN","Edson, AB","17","4.9299999999999997E-2","Population",1,NA,"NA","0.68","5.45","NA",55.054142,-117.823329,"11","Martes americana","Martes americana"
8003,"R964",2003,"Mammalia","Mustelidae","Martes","americana","Martes_americana","American Marten","NAm","CAN","Forestville, QC","40","6.59E-2","Population",1,NA,"NA","0.59","5.55","NA",49.757981,-67.17641,"11","Martes americana","Martes americana"
8004,"R964",2003,"Mammalia","Mustelidae","Martes","americana","Martes_americana","American Marten","NAm","CAN","Fort Good Hope, NWT","76","4.0500000000000001E-2","Population",1,NA,"NA","0.64300000000000002","5.51","NA",66.047507,-125.931839,"11","Martes americana","Martes americana"
8005,"R964",2003,"Mammalia","Mustelidae","Martes","americana","Martes_americana","American Marten","NAm","CAN","Fort McMurray, AB","23","6.7699999999999996E-2","Population",1,NA,"NA","0.61399999999999999","4.82","NA",57.067495,-112.274916,"11","Martes americana","Martes americana"
8006,"R964",2003,"Mammalia","Mustelidae","Martes","americana","Martes_americana","American Marten","NAm","CAN","Fort Providence, NWT","30","3.6999999999999998E-2","Population",1,NA,"NA","0.64300000000000002","5.55","NA",61.318,-116.877468,"11","Martes americana","Martes americana"
8007,"R964",2003,"Mammalia","Mustelidae","Martes","americana","Martes_americana","American Marten","NAm","CAN","Fort Resolution, NWT","30","6.7799999999999999E-2","Population",1,NA,"NA","0.63800000000000001","5.27","NA",61.154437,-112.618137,"11","Martes americana","Martes americana"
8008,"R964",2003,"Mammalia","Mustelidae","Martes","americana","Martes_americana","American Marten","NAm","CAN","Fort Simpson, NWT","30","3.7699999999999997E-2","Population",1,NA,"NA","0.67200000000000004","5.91","NA",61.19709,-121.593756,"11","Martes americana","Martes americana"
8009,"R964",2003,"Mammalia","Mustelidae","Martes","americana","Martes_americana","American Marten","NAm","CAN","Fort Smith, NWT","30","4.3400000000000001E-2","Population",1,NA,"NA","0.66200000000000003","6","NA",60.010688,-110.786876,"11","Martes americana","Martes americana"
8010,"R964",2003,"Mammalia","Mustelidae","Martes","americana","Martes_americana","American Marten","NAm","CAN","Gatineau, QC","14","4.8599999999999997E-2","Population",1,NA,"NA","0.623","6.36","NA",45.950214,-73.902991,"11","Martes americana","Martes americana"
8011,"R964",2003,"Mammalia","Mustelidae","Martes","americana","Martes_americana","American Marten","NAm","CAN","Golden, BC","60","4.4299999999999999E-2","Population",1,NA,"NA","0.65300000000000002","5.64","NA",51.159306,-118.370454,"11","Martes americana","Martes americana"
8012,"R964",2003,"Mammalia","Mustelidae","Martes","americana","Martes_americana","American Marten","NAm","CAN","High Level, AB","33","4.82E-2","Population",1,NA,"NA","0.64700000000000002","5.64","NA",57.951214,-117.389101,"11","Martes americana","Martes americana"
8013,"R964",2006,"Mammalia","Mustelidae","Martes","americana","Martes_americana","American Marten","NAm","CAN","Lac du Bonnet, ON/MB","10","4.3400000000000001E-2","Population",1,NA,"NA","0.63600000000000001","5.97","NA",51.936072,-95.961177,"11","Martes americana","Martes americana"
8014,"R964",2003,"Mammalia","Mustelidae","Martes","americana","Martes_americana","American Marten","NAm","CAN","Mingan, QC","40","4.7100000000000003E-2","Population",1,NA,"NA","0.623","6.27","NA",50.313065,-62.971738,"11","Martes americana","Martes americana"
8015,"R964",2003,"Mammalia","Mustelidae","Martes","americana","Martes_americana","American Marten","NAm","CAN","Newfoundland","46","0.2296","Population",1,NA,"NA","0.40200000000000002","2.5499999999999998","NA",48.950557,-57.66887,"11","Martes americana","Martes americana"
8016,"R964",2003,"Mammalia","Mustelidae","Martes","americana","Martes_americana","American Marten","NAm","CAN","Nordegg, AB","28","3.8800000000000001E-2","Population",1,NA,"NA","0.67600000000000005","5.55","NA",52.075755,-116.656582,"11","Martes americana","Martes americana"
8017,"R964",2003,"Mammalia","Mustelidae","Martes","americana","Martes_americana","American Marten","NAm","CAN","Pembroke, ON","30","7.4800000000000005E-2","Population",1,NA,"NA","0.56699999999999995","5.09","NA",45.761113,-77.679838,"11","Martes americana","Martes americana"
8018,"R964",2003,"Mammalia","Mustelidae","Martes","americana","Martes_americana","American Marten","NAm","CAN","Port Cartier, QC","80","5.21E-2","Population",1,NA,"NA","0.61899999999999999","6.64","NA",50.304319,-65.356425,"11","Martes americana","Martes americana"
8019,"R964",2003,"Mammalia","Mustelidae","Martes","americana","Martes_americana","American Marten","NAm","CAN","Prince George, AB","25","4.1399999999999999E-2","Population",1,NA,"NA","0.64400000000000002","5.82","NA",55.459605,-124.834458,"11","Martes americana","Martes americana"
8020,"R964",2003,"Mammalia","Mustelidae","Martes","americana","Martes_americana","American Marten","NAm","CAN","Slocan, BC","31","7.3499999999999996E-2","Population",1,NA,"NA","0.59499999999999997","5.55","NA",49.785135,-119.789455,"11","Martes americana","Martes americana"
8021,"R964",2003,"Mammalia","Mustelidae","Martes","americana","Martes_americana","American Marten","NAm","CAN","Watson L. region, YT","78","3.8300000000000001E-2","Population",1,NA,"NA","0.66700000000000004","6.37","NA",60.541751,-130.498907,"11","Martes americana","Martes americana"
8022,"R964",2003,"Mammalia","Mustelidae","Martes","americana","Martes_americana","American Marten","NAm","CAN","Whitecourt, AB","30","4.2200000000000001E-2","Population",1,NA,"NA","0.65800000000000003","5.82","NA",56.06533,-115.547813,"11","Martes americana","Martes americana"
8023,"R980",2001,"Mammalia","Mustelidae","Martes","pennanti","Martes_pennanti","Fisher","NAm","USA","Adirondacks","24","0.12189999999999999","Population",1,NA,"NA","0.63","4.2300000000000004","NA",42.87268,-75.380311,"13","Martes pennanti","Pekania pennanti"
8024,"R980",2001,"Mammalia","Mustelidae","Martes","pennanti","Martes_pennanti","Fisher","NAm","CAN","central NS","41","0.18160000000000001","Population",1,NA,"NA","0.56200000000000006","4.3099999999999996","NA",45.430663,-62.458357,"13","Martes pennanti","Pekania pennanti"
8025,"R980",2001,"Mammalia","Mustelidae","Martes","pennanti","Martes_pennanti","Fisher","NAm","CAN","east","22","0.1341","Population",1,NA,"NA","0.61799999999999999","4.1500000000000004","NA",54.672567,-110.891947,"13","Martes pennanti","Pekania pennanti"
8026,"R980",2001,"Mammalia","Mustelidae","Martes","pennanti","Martes_pennanti","Fisher","NAm","CAN","French River","41","0.1057","Population",1,NA,"NA","0.68300000000000005","5.85","NA",45.833844,-80.466947,"13","Martes pennanti","Pekania pennanti"
8027,"R980",2001,"Mammalia","Mustelidae","Martes","pennanti","Martes_pennanti","Fisher","NAm","CAN","Manitouland Island","43","0.14979999999999999","Population",1,NA,"NA","0.63200000000000001","4.62","NA",45.172054,-81.60818,"13","Martes pennanti","Pekania pennanti"
8028,"R980",2001,"Mammalia","Mustelidae","Martes","pennanti","Martes_pennanti","Fisher","NAm","CAN","north, central and west pooled","67","0.113","Population",1,NA,"NA","0.61","4.6900000000000004","NA",53.502791,-119.014215,"13","Martes pennanti","Pekania pennanti"
8029,"R980",2001,"Mammalia","Mustelidae","Martes","pennanti","Martes_pennanti","Fisher","NAm","CAN","Omineca","66","0.13869999999999999","Population",1,NA,"NA","0.58499999999999996","4.54","NA",52.498549,-122.020118,"13","Martes pennanti","Pekania pennanti"
8030,"R980",2001,"Mammalia","Mustelidae","Martes","pennanti","Martes_pennanti","Fisher","NAm","CAN","Peace","16","0.1358","Population",1,NA,"NA","0.62","4","NA",54.568916,-122.113826,"13","Martes pennanti","Pekania pennanti"
8031,"R980",2001,"Mammalia","Mustelidae","Martes","pennanti","Martes_pennanti","Fisher","NAm","CAN","Rimouski","38","0.12039999999999999","Population",1,NA,"NA","0.66700000000000004","4.7699999999999996","NA",47.407581,-68.86805,"13","Martes pennanti","Pekania pennanti"
8032,"R980",2001,"Mammalia","Mustelidae","Martes","pennanti","Martes_pennanti","Fisher","NAm","CAN","south-east MB","21","0.104","Population",1,NA,"NA","0.68100000000000005","5.54","NA",49.699495,-95.97559,"13","Martes pennanti","Pekania pennanti"
8033,"R980",2001,"Mammalia","Mustelidae","Martes","pennanti","Martes_pennanti","Fisher","NAm","CAN","south-east QC","45","0.13689999999999999","Population",1,NA,"NA","0.628","4.7699999999999996","NA",45.889355,-70.517648,"13","Martes pennanti","Pekania pennanti"
8034,"R980",2001,"Mammalia","Mustelidae","Martes","pennanti","Martes_pennanti","Fisher","NAm","CAN","Southern interior","18","0.14879999999999999","Population",1,NA,"NA","0.60199999999999998","3.92","NA",50.442334,-119.767348,"13","Martes pennanti","Pekania pennanti"
8035,"R980",2001,"Mammalia","Mustelidae","Martes","pennanti","Martes_pennanti","Fisher","NAm","CAN","southern NS","17","0.1822","Population",1,NA,"NA","0.57599999999999996","4","NA",44.16126,-65.526124,"13","Martes pennanti","Pekania pennanti"
8036,"R981",2003,"Mammalia","Mustelidae","Martes","americana","Martes_americana","American Marten","NAm","USA","Admiralty Island","25","0.17269999999999999","Population",1,NA,"7.0000000000000007E-2","0.06","1.29","1.22",57.597208,-134.306228,"14","Martes americana","Martes americana"
8037,"R981",2003,"Mammalia","Mustelidae","Martes","americana","Martes_americana","American Marten","NAm","USA","Baranof Island","26","0.29360000000000003","Population",1,NA,"0.45","0.39","3.64","2.5",57.063944,-135.039053,"14","Martes americana","Martes americana"
8038,"R981",2003,"Mammalia","Mustelidae","Martes","americana","Martes_americana","American Marten","NAm","CAN","Central BC","17","0.15160000000000001","Population",1,NA,"0.7","0.68","5.29","4.04",54.402486,-128.220506,"14","Martes americana","Martes americana"
8039,"R981",2003,"Mammalia","Mustelidae","Martes","americana","Martes_americana","American Marten","NAm","USA","Chichagof Island","25","0.21959999999999999","Population",1,NA,"0.56999999999999995","0.53","4.29","3.2",57.958428,-135.299767,"14","Martes americana","Martes americana"
8040,"R981",2003,"Mammalia","Mustelidae","Martes","americana","Martes_americana","American Marten","NAm","USA","Cleveland Penninsula","25","0.17100000000000001","Population",1,NA,"0.65","0.65","5.36","3.65",56.003433,-131.819214,"14","Martes americana","Martes americana"
8041,"R981",2003,"Mammalia","Mustelidae","Martes","americana","Martes_americana","American Marten","NAm","USA","Juneau","25","0.19470000000000001","Population",1,NA,"0.61","0.57999999999999996","5.07","3.45",58.407256,-134.398864,"14","Martes americana","Martes americana"
8042,"R981",2003,"Mammalia","Mustelidae","Martes","americana","Martes_americana","American Marten","NAm","USA","Kuiu Island","25","0.30740000000000001","Population",1,NA,"0.52","0.5","4.8600000000000003","3.15",56.358131,-133.999017,"14","Martes americana","Martes americana"
8043,"R981",2003,"Mammalia","Mustelidae","Martes","americana","Martes_americana","American Marten","NAm","USA","Kupreanof Island","25","0.2175","Population",1,NA,"0.56000000000000005","0.55000000000000004","4.43","3.1",56.846444,-133.557686,"14","Martes americana","Martes americana"
8044,"R981",2003,"Mammalia","Mustelidae","Martes","americana","Martes_americana","American Marten","NAm","USA","Mitkof Island","25","0.20449999999999999","Population",1,NA,"0.57999999999999996","0.52","4.71","3.3",56.593408,-132.650133,"14","Martes americana","Martes americana"
8045,"R981",2006,"Mammalia","Mustelidae","Martes","americana","Martes_americana","American Marten","NAm","CAN","Northern BC","5","0.1668","Population",1,NA,"0.66","0.66","3.86","3.9",58.197161,-129.871861,"14","Martes americana","Martes americana"
8046,"R981",2006,"Mammalia","Mustelidae","Martes","americana","Martes_americana","American Marten","NAm","USA","Northern Montana","11","0.1759","Population",1,NA,"0.65","0.62","4.5599999999999996","3.7",48.523469,-113.740133,"14","Martes americana","Martes americana"
8047,"R981",2003,"Mammalia","Mustelidae","Martes","americana","Martes_americana","American Marten","NAm","USA","Oregon","17","0.35980000000000001","Population",1,NA,"0.49","0.48","3.36","2.7",44.588083,-123.590172,"14","Martes americana","Martes americana"
8048,"R981",2003,"Mammalia","Mustelidae","Martes","americana","Martes_americana","American Marten","NAm","USA","Prince of Wales Island","25","0.19839999999999999","Population",1,NA,"0.61","0.55000000000000004","4.43","3.2",55.492886,-132.765867,"14","Martes americana","Martes americana"
8049,"R981",2003,"Mammalia","Mustelidae","Martes","americana","Martes_americana","American Marten","NAm","CAN","Queen Charlotte Islands","11","0.43780000000000002","Population",1,NA,"0.26","0.24","1.93","1.8",53.017358,-132.135658,"14","Martes americana","Martes americana"
8050,"R981",2003,"Mammalia","Mustelidae","Martes","americana","Martes_americana","American Marten","NAm","USA","Revillagigedo Island","25","0.2903","Population",1,NA,"0.49","0.47","3.64","2.8",55.6565,-131.404053,"14","Martes americana","Martes americana"
8051,"R981",2003,"Mammalia","Mustelidae","Martes","americana","Martes_americana","American Marten","NAm","USA","Southern Montana","11","0.22309999999999999","Population",1,NA,"0.68","0.59","5.29","4.2",45.269511,-111.2711,"14","Martes americana","Martes americana"
8052,"R981",2003,"Mammalia","Mustelidae","Martes","americana","Martes_americana","American Marten","NAm","USA","Thomas Bay","20","0.20030000000000001","Population",1,NA,"0.62","0.57999999999999996","4.29","3.3",57.162047,-132.984931,"14","Martes americana","Martes americana"
8053,"R981",2003,"Mammalia","Mustelidae","Martes","americana","Martes_americana","American Marten","NAm","CAN","Vancouver Island","23","0.40189999999999998","Population",1,NA,"0.32","0.32","2.93","2.1",49.636553,-125.780917,"14","Martes americana","Martes americana"
8054,"R981",2003,"Mammalia","Mustelidae","Martes","americana","Martes_americana","American Marten","NAm","USA","Yakutat","22","0.26019999999999999","Population",1,NA,"0.51","0.48","4","2.8",60.478544,-143.875072,"14","Martes americana","Martes americana"
8055,"R981",2003,"Mammalia","Mustelidae","Martes","americana","Martes_americana","American Marten","NAm","USA","Yukon Flats","25","0.26019999999999999","Population",1,NA,"0.62","0.62","5.57","3.5",65.324428,-157.245953,"14","Martes americana","Martes americana"
8056,"R584",2014,"Mammalia","Mustelidae","Martes","pennanti","Martes_pennanti","Fisher","NAm","USA","Central Sierra Nevada","32","8.3400000000000002E-2","Population",1,NA,"NA","0.55200000000000005","NA","2.8",36.814129,-119.139118,"10","Martes pennanti","Pekania pennanti"
8057,"R584",2014,"Mammalia","Mustelidae","Martes","pennanti","Martes_pennanti","Fisher","NAm","USA","North-1 Sierra Nevada","44","0.16120000000000001","Population",1,NA,"NA","0.47399999999999998","NA","2.78",37.883763,-121.561145,"10","Martes pennanti","Pekania pennanti"
8058,"R584",2014,"Mammalia","Mustelidae","Martes","pennanti","Martes_pennanti","Fisher","NAm","USA","North-2 Sierra Nevada","44","8.7800000000000003E-2","Population",1,NA,"NA","0.47399999999999998","NA","2.78",37.883763,-121.561145,"10","Martes pennanti","Pekania pennanti"
8059,"R584",2014,"Mammalia","Mustelidae","Martes","pennanti","Martes_pennanti","Fisher","NAm","USA","North-3 Sierra Nevada","44","7.1599999999999997E-2","Population",1,NA,"NA","0.47399999999999998","NA","2.78",37.883763,-121.561145,"10","Martes pennanti","Pekania pennanti"
8060,"R584",2014,"Mammalia","Mustelidae","Martes","pennanti","Martes_pennanti","Fisher","NAm","USA","North-4 Sierra Nevada","44","9.2999999999999999E-2","Population",1,NA,"NA","0.47399999999999998","NA","2.78",37.883763,-121.561145,"10","Martes pennanti","Pekania pennanti"
8061,"R584",2014,"Mammalia","Mustelidae","Martes","pennanti","Martes_pennanti","Fisher","NAm","USA","South Sierra Nevada","51","0.1134","Population",1,NA,"0.51","0.56100000000000005","3.5","2.95",35.932069,-118.391975,"10","Martes pennanti","Pekania pennanti"
8062,"R982",2004,"Mammalia","Mustelidae","Martes","pennanti","Martes_pennanti","Fisher","NAm","USA","Caliornia Coast Range","18","0.41399999999999998","Population",1,NA,"NA","0.24","NA","1.8",40.904262,-123.191187,"8","Martes pennanti","Pekania pennanti"
8063,"R982",2004,"Mammalia","Mustelidae","Martes","pennanti","Martes_pennanti","Fisher","NAm","USA","Klamath-Siskiyou region","25","0.39400000000000002","Population",1,NA,"NA","0.26","3","1.8",41.5347,-123.505943,"8","Martes pennanti","Pekania pennanti"
8064,"R982",2004,"Mammalia","Mustelidae","Martes","pennanti","Martes_pennanti","Fisher","NAm","CAN","Southern","15","0.34599999999999997","Population",1,NA,"NA","0.37","NA","2.6",52.166846,-123.398453,"8","Martes pennanti","Pekania pennanti"
8065,"R982",2004,"Mammalia","Mustelidae","Martes","pennanti","Martes_pennanti","Fisher","NAm","USA","Southern Oregon Cascades","21","0.35799999999999998","Population",1,NA,"NA","0.42","NA","2.6",42.523769,-122.478302,"8","Martes pennanti","Pekania pennanti"
8066,"R982",2004,"Mammalia","Mustelidae","Martes","pennanti","Martes_pennanti","Fisher","NAm","USA","Southern Sierra-north","14","0.47399999999999998","Population",1,NA,"NA","0.16","NA","1.4",37.538951,-119.654172,"8","Martes pennanti","Pekania pennanti"
8067,"R982",2004,"Mammalia","Mustelidae","Martes","pennanti","Martes_pennanti","Fisher","NAm","USA","Southern Sierra-south","19","0.47799999999999998","Population",1,NA,"NA","0.2","NA","1.7",36.456714,-118.565042,"8","Martes pennanti","Pekania pennanti"
8068,"R983",2008,"Mammalia","Mustelidae","Mustela","nigripes","Mustela_nigripes","Black-footed ferret","NAm","USA","Arizona","31","0.19","Population",1,NA,"0.28000000000000003","0.34","2.14","NA",35.426,-111.867,"7","Mustela nigripes","Mustela nigripes"
8069,"R983",2008,"Mammalia","Mustelidae","Mustela","nigripes","Mustela_nigripes","Black-footed ferret","NAm","USA","South dakota","44","0.13","Population",1,NA,"0.4","0.41","2","NA",43.747,-103.143,"7","Mustela nigripes","Mustela nigripes"
8070,"R983",2008,"Mammalia","Mustelidae","Mustela","nigripes","Mustela_nigripes","Black-footed ferret","NAm","USA","Wyoming","32","0.14000000000000001","Population",1,NA,"0.21","0.21","1.43","NA",42.359,-106.596,"7","Mustela nigripes","Mustela nigripes"
8071,"R984",2005,"Mammalia","Mustelidae","Neovison","vison","Neovison_vison","American Mink","NAm","CAN","Central","170","6.4000000000000001E-2","Population",1,NA,"NA","0.72","NA","6.18",44.96451,-78.868873,"13","Neovison vison","Mustela vison"
8072,"R984",2005,"Mammalia","Mustelidae","Neovison","vison","Neovison_vison","American Mink","NAm","CAN","North","60","6.9000000000000006E-2","Population",1,NA,"NA","0.72","NA","6.18",48.030219,-80.564034,"13","Neovison vison","Mustela vison"
8073,"R984",2005,"Mammalia","Mustelidae","Neovison","vison","Neovison_vison","American Mink","NAm","CAN","South","69","8.2000000000000003E-2","Population",1,NA,"NA","0.72","NA","6.18",43.078236,-79.456902,"13","Neovison vison","Mustela vison"
8074,"R985",2009,"Mammalia","Mustelidae","Neovison","vison","Neovison_vison","American Mink","NAm","CAN","Kirkland Land","30","2.7E-2","Population",1,NA,"0.66200000000000003","NA","7","NA",47.818939,-80.115909,"10","Neovison vison","Mustela vison"
8075,"R985",2009,"Mammalia","Mustelidae","Neovison","vison","Neovison_vison","American Mink","NAm","CAN","Peterborough","20","2.7E-2","Population",1,NA,"0.70599999999999996","NA","6","NA",44.330316,-77.296076,"10","Neovison vison","Mustela vison"
8076,"R986",1999,"Mammalia","Mustelidae","Neovison","vison","Neovison_vison","American Mink","NAm","USA","Crooked Creek, AR","10","4.9000000000000002E-2","Population",1,NA,"NA","NA","NA","NA",34.568817,-91.810764,"4","Neovison vison","Mustela vison"
8077,"R986",2005,"Mammalia","Mustelidae","Neovison","vison","Neovison_vison","American Mink","NAm","USA","Independence, AR","11","0.08","Population",1,NA,"NA","NA","NA","NA",35.802626,-91.597769,"4","Neovison vison","Mustela vison"
